bead_a,bead_b,r_a_vox,r_b_vox,gap_vox,gap_um,dsum_min,z_mid,axis_dip_deg,lens_vox,lens_mm3,binder_vox,pore_vox,crack_vox,binder_frac,pore_frac,crack_frac,connected,bond_area_vox,r_bond_vox,r_bond_over_R,neck_binder_vox,neck_crack_vox,neck_severed,q_crack_med,q_binder_med,q_pore_med,dq_paired,cls
37,38,32.59597668363373,35.869341313337536,15.702197735373485,388.8809886945879,16.702197735373485,310.56262687699405,80.00399236246682,1053,0.0159954764839108,46,1007,0,0.043684710351377,0.956315289648623,0.0,True,1.0,0.5641895835477563,0.0164810330267571,107,0,0.0,,0.4699725728472512,0.3772506677808219,,intact
19,37,36.71036515922847,32.59597668363373,64.45995016885847,1596.4166020148075,65.45995016885847,272.46552910907985,22.06081521831192,621,0.0094332297212807,179,442,0,0.2882447665056361,0.711755233494364,0.0,True,33.0,3.2410224072142872,0.0935274412423219,129,0,0.0,,0.0588708952762019,0.0677903575055206,,intact
22,38,35.25753078570391,35.869341313337536,60.06662967072483,1487.6115259509909,61.06662967072483,281.85469044564377,14.088754280543585,230,0.0034937887856595,191,39,0,0.8304347826086956,0.1695652173913043,0.0,False,71.0,4.753945931439391,0.1336751017201966,81,0,0.0,,0.022086008577015,0.0279821188169489,,intact
45,51,33.83173862016621,35.76836467699235,1.0,24.7660229,2.0,391.9405185037961,86.11606498956498,2554,0.0387962459068455,2263,282,9,0.8860610806577917,0.110415035238841,0.0035238841033672,True,421.0,11.57620240335214,0.3326490006466626,1505,984,0.3953394937725994,0.4340578300578996,0.2898979485566356,0.4211646096066227,0.144159881501264,intact
45,53,33.83173862016621,35.197060347528684,4.0,99.0640916,5.0,390.153659896544,89.02130849946768,4983,0.0756936935606151,2065,2058,860,0.4144089905679309,0.4130042143287176,0.1725867951033514,True,137.0,6.6036697681803656,0.1913308609431506,1613,1494,0.4808496942388156,0.4007458120453971,0.1482675827043134,0.3333333333333333,0.2524782293410837,cohesive
46,66,34.92595790219197,34.89252460224687,3.16227766016838,78.31704094788851,4.16227766016838,401.05005750813166,79.35385118728341,4118,0.0625540096493303,1664,1773,681,0.4040796503156872,0.4305488101019912,0.1653715395823215,True,101.0,5.670035141386943,0.1624221821500191,1383,719,0.3420551855375832,0.414213562373095,0.1639607805437114,0.3516287047744073,0.2502527818293836,cohesive
46,72,34.92595790219197,34.42952776830726,1.0,24.7660229,2.0,410.6305861351516,61.87272821644446,2604,0.0395557652080758,2285,319,0,0.8774961597542242,0.1225038402457757,0.0,True,1388.0,21.019374919894773,0.6061344597817585,1754,141,0.0744063324538258,,0.2989350844248255,0.4142135623730951,,intact
41,71,35.23639294184232,33.76437382117902,1.0,24.7660229,2.0,399.9910691814126,47.01977596704285,2582,0.0392215767155345,1948,579,55,0.7544539116963594,0.2242447714949651,0.0213013168086754,True,1026.0,18.07168899756105,0.5238112515365836,1089,87,0.0739795918367346,0.4305008740430604,0.2612038749637414,0.3956439237389599,0.169296999079319,intact
42,48,33.960978089007234,34.632808511790564,1.0,24.7660229,2.0,388.0005791840136,80.08409416204346,2476,0.0376113957969261,2279,197,0,0.9204361873990308,0.0795638126009693,0.0,True,997.0,17.81445919822545,0.5194190343187222,1371,125,0.0835561497326203,,0.2989350844248255,0.4211646096066227,,intact
42,52,33.960978089007234,34.76130776171934,1.0,24.7660229,2.0,385.2197240428941,84.72679197550406,2359,0.0358341206320472,2004,355,0,0.8495125052988555,0.1504874947011445,0.0,True,351.0,10.57008845991889,0.3076174876626907,1319,121,0.0840277777777777,,0.2857142857142857,0.4211646096066227,,intact
