b1_a,b1_b,b3_a,b3_b,gap1_vox,gap3_vox,opening_vox,axis_dip_deg,z_mid,r_bond1_vox,connected1,outcome,crack_frac3,neck_severed3,q_crack3
3,10,3,20,6.834654549917682,1.0,-5.834654549917682,63.61119930231693,87.80969043787327,25.38226171238474,True,survived,0.0,0.0462873674059787,
3,12,3,17,1.0,1.0,0.0,63.02750968982888,86.77376735192732,28.47341356616932,True,survived,0.0331125827814569,0.3278054173576561,0.3740666961489728
10,33,20,51,1.0,32.45523545623495,31.455235456234952,10.373984779040535,139.50717243771712,30.02421685360828,True,separated,,,
11,24,11,23,1.0,60.134348520400145,59.134348520400145,60.58362060478832,114.39412351697534,25.2376322632248,True,separated,,,
10,20,20,15,1.0,18.453255633051967,17.453255633051967,69.94390867457845,116.90717365242398,32.8782659743508,True,separated,,,
12,20,17,15,1.414213562373095,44.34352261331715,42.929309050944056,69.39795441421006,115.87125056647804,28.02835705319874,True,separated,,,
12,28,17,36,6.5630027024141775,1.0,-5.5630027024141775,50.03352964059469,128.5664307948644,24.22075804422162,True,survived,0.0,0.2969479353680431,
14,17,14,12,1.0,1.0,0.0,88.03113164228607,108.35969967594878,27.39080870903951,True,survived,0.0006727211570803,0.0157894736842105,0.3583433387185747
14,23,14,21,3.898979485566356,38.4872992680588,34.58831978249244,70.55437655715764,119.86314228648294,25.363443772040124,True,separated,,,
14,26,14,30,1.0,11.225303344945887,10.225303344945887,62.80915599783234,123.45208902157236,24.527651434398777,True,detached,0.2694019320525345,1.0,0.3333333333333333
14,29,14,45,2.146264369941973,42.54617086903852,40.399906499096545,43.53923022453771,134.66666084891963,28.856518540128786,True,separated,,,
14,37,14,38,1.0,1.0,0.0,14.672741867142364,141.388978644485,27.443053596690888,True,survived,0.0023939808481532,0.4461152882205513,0.4211646096066227
17,31,12,24,8.22446323827975,1.0,-7.22446323827975,47.1321247560589,136.44189566630604,28.41186145542198,True,survived,0.0009861932938856,0.2262038073908174,0.3288130902060995
17,23,12,21,1.0,1.0,0.0,70.60947643193073,121.11301117097844,25.11119042439226,True,survived,0.0699099099099099,0.3791315618924173,0.393529818721632
20,33,15,51,1.0,44.72776332824014,43.72776332824014,49.09709192424729,151.28729610123878,27.914558950087667,True,separated,,,
20,45,15,57,1.0,40.031837952089155,39.031837952089155,16.426922487138622,162.49877551762296,26.797520467958076,True,separated,,,
23,28,21,36,1.0,17.29089074537758,16.29089074537758,71.63466983732468,143.34705577711551,30.549706811864404,True,separated,,,
24,30,23,25,1.0,1.0,0.0,62.75782122189488,148.23841069545273,26.348318006408824,True,survived,0.0,0.0,
26,37,30,38,1.0,21.27721607122858,20.27721607122858,58.82662698796708,157.73123687460406,29.392057279183568,True,separated,,,
29,37,45,38,1.0,40.9616272541695,39.9616272541695,79.15796795362309,168.94580870195136,26.708284387767684,True,separated,,,
29,42,45,49,1.0,10.0,9.0,78.94255311002586,169.1919503661667,26.450805844661367,True,survived,0.3844574479006262,0.2845233780355201,0.3401030852115166
28,54,36,60,1.0,1.8284271247461903,0.8284271247461903,19.056272902619245,186.9848704983117,28.10207870642285,True,survived,0.0,0.1714995857497928,
