bead_a,bead_b,r_a_vox,r_b_vox,gap_vox,gap_um,dsum_min,z_mid,axis_dip_deg,lens_vox,lens_mm3,binder_vox,pore_vox,crack_vox,binder_frac,pore_frac,crack_frac,connected,bond_area_vox,r_bond_vox,r_bond_over_R,neck_binder_vox,neck_crack_vox,neck_severed,q_crack_med,q_binder_med,q_pore_med,dq_paired,cls
3,28,33.934877195257535,36.85628500433974,1.0,24.7660229,2.0,71.84137422931158,23.86900510763285,2857,0.0433989328723013,2838,19,0,0.9933496674833742,0.0066503325166258,0.0,True,1048.0,18.26441241104166,0.516008265538705,1048,64,0.0575539568345323,,0.3090169943749474,0.4340578300578996,,intact
4,12,35.78117333633001,35.99710183305225,1.0,24.7660229,2.0,50.42073028938685,71.99525664035313,2779,0.042214082762382,2353,143,283,0.8467074487225621,0.0514573587621446,0.1018351925152932,True,842.0,16.371222439596615,0.45616093172938,873,305,0.2589134125636672,0.39564392373896,0.2989350844248255,0.3279344228724749,0.0967088393141344,cohesive
4,14,35.78117333633001,34.43127310547151,1.0,24.7660229,2.0,51.77096881430637,69.51319996327236,2519,0.0382645823959842,2071,124,324,0.8221516474791584,0.0492258832870186,0.1286224692338229,True,670.0,14.60368527951557,0.415985655523923,684,730,0.5162659123055162,0.392905387390447,0.2898979485566356,0.3306338781029041,0.1030074388338113,cohesive
4,21,35.78117333633001,35.99753171372151,1.0,24.7660229,2.0,64.80648368356381,44.31746157635536,2839,0.0431255059238584,2407,230,202,0.8478337442761535,0.0810144417048256,0.0711518140190207,True,756.0,15.512648837479231,0.432235405379972,756,527,0.4107560405300078,0.4014916240907943,0.2898979485566356,0.3527590363194651,0.1115936755341587,cohesive
4,29,35.78117333633001,34.85300120076251,1.0,24.7660229,2.0,73.31101824388062,15.474664367420711,2628,0.0399203344726664,2293,152,183,0.8725266362252664,0.0578386605783866,0.069634703196347,True,865.0,16.5933134590105,0.4698381079061597,865,998,0.5356951154052604,0.4014916240907943,0.2989350844248255,0.3553392700949269,0.1025565396659688,intact
5,30,33.624609328606105,36.16367821466388,1.0,24.7660229,2.0,77.35880925879596,10.313976623257028,2758,0.0418950846558652,2585,173,0,0.9372733865119652,0.0627266134880348,0.0,True,1163.0,19.24043652393959,0.5513944302476308,1163,0,0.0,,0.2989350844248255,0.4,,intact
6,12,36.32348748814413,35.99710183305225,1.0,24.7660229,2.0,51.46689300094775,73.91632649640809,2855,0.0433685521002521,1931,668,256,0.6763572679509632,0.2339754816112084,0.0896672504378283,True,459.0,12.087358593107094,0.3342715734636421,470,418,0.4707207207207207,0.392905387390447,0.2553967929896867,0.3761785115301142,0.1375085944007603,cohesive
6,24,36.32348748814413,35.88986394066523,1.0,24.7660229,2.0,69.32731879958642,39.39839642143515,2763,0.0419710365859883,2419,344,0,0.8754976474846181,0.1245023525153818,0.0,True,684.0,14.755472278097804,0.4086632730969232,707,0,0.0,,0.2958163163244892,0.4007458120453971,,intact
1,25,36.55541696860039,35.8982640275297,1.0,24.7660229,2.0,71.12244179889247,20.63173721576507,3139,0.0476826217312404,3137,2,0,0.9993628544122332,0.0006371455877668,0.0,True,1631.0,22.785157984217765,0.6289579127231582,1641,463,0.2200570342205323,,0.3090169943749474,0.39564392373896,,intact
2,8,35.77041716668854,35.13638140939302,1.0,24.7660229,2.0,43.188686058278336,78.61193954639162,2907,0.0441584521735316,2858,49,0,0.9831441348469212,0.0168558651530787,0.0,True,1367.0,20.859760650909728,0.5883712442193432,1367,64,0.0447239692522711,,0.3090169943749474,0.4142135623730951,,intact
2,15,35.77041716668854,36.52018858402313,3.685557720282968,91.27660689979976,4.685557720282968,51.89466667211587,65.55238107313417,5213,0.0791874823462747,2349,2556,308,0.4506042585843084,0.4903126798388644,0.0590830615768271,True,1.0,0.5641895835477563,0.0156089322447599,221,410,0.6497622820919176,0.4045372666182638,0.1680743603534396,0.3550392228080413,0.2364629062648241,cohesive
2,17,35.77041716668854,35.36665947250254,1.0,24.7660229,2.0,57.34375030923664,53.24144027548535,3026,0.0459661081104598,2896,79,51,0.9570389953734304,0.0261070720423,0.0168539325842696,True,1380.0,20.958712816717327,0.5892486395813089,1380,759,0.3548387096774194,0.4142135623730951,0.3090169943749474,0.3726822671238252,0.1051965679981477,intact
1,2,36.55541696860039,35.77041716668854,1.0,24.7660229,2.0,37.15182610370538,88.52610726982294,3223,0.0489586141573073,2754,454,15,0.8544834005584859,0.1408625504188644,0.0046540490226497,True,928.0,17.186959427966244,0.4752647413873503,963,2,0.0020725388601036,0.439607805437114,0.3069312174491732,0.3597752501562546,0.1326765879879407,intact
1,8,36.55541696860039,35.13638140939302,1.0,24.7660229,2.0,44.12326486518688,80.22949827478945,3149,0.0478345255914864,3070,73,6,0.9749126706891076,0.0231819625277866,0.0019053667831057,True,1585.0,22.46154869107,0.626614179006697,1585,369,0.1888433981576253,0.410224930671679,0.3090169943749474,0.4014916240907943,0.1012079362967315,intact
