bead_a,bead_b,r_a_vox,r_b_vox,gap_vox,gap_um,dsum_min,z_mid,axis_dip_deg,lens_vox,lens_mm3,binder_vox,pore_vox,crack_vox,binder_frac,pore_frac,crack_frac,connected,bond_area_vox,r_bond_vox,r_bond_over_R,neck_binder_vox,neck_crack_vox,neck_severed,q_crack_med,q_binder_med,q_pore_med,dq_paired
1,2225,24.97771794121987,18.708564048095436,1.0,24.7660229,2.0,330.46479146026525,30.030760056318233,800,0.01215230881968536,800,0,0,1.0,0.0,0.0,True,806.0,16.017420774398584,0.7332929260638884,806,0,0.0,,0.3090169943749474,,
1,2380,24.97771794121987,18.49747717676411,1.0,24.7660229,2.0,344.77003385152443,76.56345813144831,756,0.011483931834602664,756,0,0,1.0,0.0,0.0,True,842.0,16.371222439596615,0.7531293370929338,842,0,0.0,,0.3333333333333333,,
1,2404,24.97771794121987,18.968223466016553,1.0,24.7660229,2.0,350.8239252363494,87.6190190272888,791,0.0120155953454639,791,0,0,1.0,0.0,0.0,True,899.0,16.91628173326597,0.7698677598691935,899,0,0.0,,0.3090169943749474,,
2,209,24.00319983236116,19.52250145620533,1.8284271247461903,45.2828680424453,2.8284271247461903,284.134526514804,69.90478701897622,835,0.012683972330546594,835,0,0,1.0,0.0,0.0,True,773.0,15.686093905752006,0.720773861942231,773,0,0.0,,0.3090169943749474,,
2,2070,24.00319983236116,19.057379785038034,1.0,24.7660229,2.0,281.0698764200464,76.68693429785806,788,0.01197002418739008,788,0,0,1.0,0.0,0.0,True,611.0,13.945871807036522,0.6477326562228395,611,0,0.0,,0.3333333333333333,,
2,2190,24.00319983236116,18.897404435313142,1.0,24.7660229,2.0,284.3168317289144,67.46010800158818,706,0.01072441253337233,704,2,0,0.9971671388101983,0.0028328611898017,0.0,True,690.0,14.820047957642227,0.690901595006631,690,0,0.0,,0.3333333333333333,0.41352549156242113,
2,2291,24.00319983236116,18.737847302571996,1.414213562373095,35.02444547122265,2.414213562373095,291.5243791809903,45.50138734791421,890,0.013519443561899963,890,0,0,1.0,0.0,0.0,True,647.0,14.350836085779552,0.6715247775972392,647,0,0.0,,0.3164309725825327,,
2,2344,24.00319983236116,18.969771567462914,1.0,24.7660229,2.0,271.13536205118805,77.32443350890618,901,0.013686537808170637,901,0,0,1.0,0.0,0.0,True,525.0,12.927207364566026,0.6016436352185294,525,0,0.0,,0.3333333333333333,,
2,531,24.00319983236116,19.231510722219216,1.0,24.7660229,2.0,261.6143149902075,48.792946967741976,792,0.012030785731488506,792,0,0,1.0,0.0,0.0,True,545.0,13.171138446245484,0.6092853763698949,545,0,0.0,,0.3333333333333333,,
2,709,24.00319983236116,19.24011330918307,3.16227766016838,78.31704094788851,4.16227766016838,274.036630335494,85.34207845059477,1109,0.01684613810128883,1109,0,0,1.0,0.0,0.0,True,469.0,12.218319713454786,0.5650963733265173,469,0,0.0,,0.30383243470068705,,
2,776,24.00319983236116,19.13267512423074,1.0,24.7660229,2.0,266.2343091979028,63.25807214510272,785,0.01192445302931626,785,0,0,1.0,0.0,0.0,True,599.0,13.808244704671576,0.6402209167458391,599,0,0.0,,0.3333333333333333,,
2,934,24.00319983236116,19.300330801258767,1.0,24.7660229,2.0,297.21045377455096,16.264037068257956,771,0.011711787624971765,771,0,0,1.0,0.0,0.0,True,962.0,17.498974555922032,0.8082008233451619,962,0,0.0,,0.3333333333333333,,
1,1495,24.97771794121987,19.047076008110878,1.0,24.7660229,2.0,348.92764008841766,87.68961640242087,723,0.010982649095790643,723,0,0,1.0,0.0,0.0,True,688.0,14.798554040663838,0.6722827167661873,688,0,0.0,,0.32449979983983984,,
1,1718,24.97771794121987,19.306097066945476,1.0,24.7660229,2.0,362.73608992324625,54.608198488872866,908,0.013792870510342883,908,0,0,1.0,0.0,0.0,True,605.0,13.877228871110882,0.6267404408835194,612,0,0.0,,0.3333333333333333,,
1,1845,24.97771794121987,19.022477287050847,1.0,24.7660229,2.0,365.98113138347117,44.64440679984176,723,0.010982649095790643,723,0,0,1.0,0.0,0.0,True,614.0,13.980066885278035,0.6354547661777489,614,0,0.0,,0.3333333333333333,,
1,1931,24.97771794121987,19.00332535626684,1.0,24.7660229,2.0,371.0794158906241,15.075542150278697,865,0.013139683911284795,865,0,0,1.0,0.0,0.0,True,679.0,14.701442538703265,0.6685354160092595,679,0,0.0,,0.3203772410170408,,
2,1591,24.00319983236116,19.052777347098306,8.899494936611665,220.40509539855856,9.899494936611665,295.62797822475125,40.65024661342428,2806,0.0426242231850464,2611,195,0,0.9305060584461867,0.06949394155381326,0.0,True,449.0,11.954962939989485,0.5553218727407162,467,0,0.0,,0.25824569976124334,0.34367480358879676,
2,1786,24.00319983236116,18.95627246623448,1.0,24.7660229,2.0,279.02931391231454,81.92049534677378,796,0.012091547275586933,796,0,0,1.0,0.0,0.0,True,674.0,14.647213499088313,0.6819084460479806,674,0,0.0,,0.3333333333333333,,
2,2040,24.00319983236116,18.84982060038854,1.0,24.7660229,2.0,271.25955237782875,77.34201893364566,815,0.01238016461005446,815,0,0,1.0,0.0,0.0,True,629.0,14.149802769282841,0.6603876518570482,629,0,0.0,,0.3203772410170408,,
2,2061,24.00319983236116,18.80312075703844,1.0,24.7660229,2.0,260.79090074993286,46.35480062793708,697,0.010587699059150869,682,15,0,0.9784791965566715,0.021520803443328552,0.0,True,556.0,13.303394180365686,0.6215621430289474,556,0,0.0,,0.3203772410170408,0.44151844011225294,
1,378,24.97771794121987,19.21665314529262,1.0,24.7660229,2.0,332.4006704506618,40.14002362956209,821,0.0124713069262021,819,2,0,0.997563946406821,0.00243605359317905,0.0,True,598.0,13.796713809378915,0.6243652062553948,598,0,0.0,,0.3333333333333333,0.4641016151377545,
1,442,24.97771794121987,19.413952223454224,1.0,24.7660229,2.0,367.6554084582545,40.36069988006612,671,0.010192749022511095,671,0,0,1.0,0.0,0.0,True,958.0,17.462556255144076,0.7867492342759561,958,0,0.0,,0.3203772410170408,,
1,1024,24.97771794121987,19.29306467299909,1.0,24.7660229,2.0,333.1787699889731,40.47702589943175,913,0.013868822440465917,913,0,0,1.0,0.0,0.0,True,725.0,15.191269449366246,0.686288723727558,734,0,0.0,,0.3333333333333333,,
1,1349,24.97771794121987,19.167827612395804,8.281885242839627,205.10935957933825,9.281885242839627,342.77714248114586,74.91578708238994,1969,0.029909870082450593,1969,0,0,1.0,0.0,0.0,True,452.0,11.994835078277376,0.5434222152135101,452,0,0.0,,0.269128646713734,,
2,2400,24.00319983236116,18.220539868817227,1.0,24.7660229,2.0,265.8062220209003,61.67628930556204,790,0.012000404959439293,790,0,0,1.0,0.0,0.0,True,524.0,12.914889870235298,0.611735955253384,524,0,0.0,,0.3268552871751871,,
3,493,23.585913687911987,19.26909039700995,10.88034981248451,269.4629926160021,11.88034981248451,540.2944688277596,74.21071084748759,2680,0.04071023454594595,2622,58,0,0.9783582089552239,0.02164179104477612,0.0,True,257.0,9.044647077096718,0.4221045952614424,257,0,0.0,,0.2603471070980069,0.34205126154338317,
3,504,23.585913687911987,19.361236354515004,1.0,24.7660229,2.0,554.7792313934312,71.20147188307537,791,0.0120155953454639,779,12,0,0.9848293299620733,0.015170670037926675,0.0,True,738.0,15.326861909850873,0.7137545515690631,741,0,0.0,,0.3333333333333333,0.43428471161854765,
3,599,23.585913687911987,19.17453964366896,1.0,24.7660229,2.0,545.1850631694214,83.34063619533586,741,0.011256076044233565,741,0,0,1.0,0.0,0.0,True,881.0,16.74607445725474,0.7832505575840957,884,0,0.0,,0.3203772410170408,,
3,1421,23.585913687911987,19.007951770301872,1.0,24.7660229,2.0,531.0533827482,41.39680597663097,648,0.009843370143945141,645,3,0,0.9953703703703703,0.004629629629629629,0.0,True,787.0,15.827503922812443,0.7431823222684405,787,0,0.0,,0.3203772410170408,0.44151844011225294,
3,1459,23.585913687911987,19.055188425201656,2.863703305156273,70.92254163430594,3.863703305156273,555.4316053685181,70.67320495670612,1014,0.015403051428951193,1001,13,0,0.9871794871794872,0.01282051282051282,0.0,True,846.0,16.41006287957139,0.7696828677664369,846,0,0.0,,0.29581631632448924,0.4068781988545112,
3,1572,23.585913687911987,18.975961447914905,6.6212327846342935,163.98160277048368,7.6212327846342935,540.4137716574633,73.2464676576212,1483,0.022527342474491736,1183,300,0,0.7977073499662846,0.20229265003371544,0.0,True,350.0,10.55502061411188,0.49598475539096176,355,0,0.0,,0.23800671553691075,0.3827822185373187,
3,1673,23.585913687911987,18.903419099223814,6.8173377998059435,168.8383440670296,7.8173377998059435,566.1575772854001,42.80615710648886,1965,0.029849108538352164,1573,392,0,0.8005089058524173,0.1994910941475827,0.0,True,481.0,12.373643572303322,0.5824352966092988,484,0,0.0,,0.24210172369314836,0.37083614274256804,
3,605,23.585913687911987,19.263945284012916,1.0,24.7660229,2.0,568.458931886406,22.315062811053163,702,0.010663650989273903,681,21,0,0.9700854700854701,0.029914529914529916,0.0,True,849.0,16.439132987175398,0.767289945945739,851,0,0.0,,0.3090169943749474,0.4270509831248423,
3,865,23.585913687911987,19.137239216752207,1.0,24.7660229,2.0,534.2700768163592,51.39828951393032,714,0.010845935621569184,713,1,0,0.9985994397759104,0.0014005602240896359,0.0,True,744.0,15.389040103942165,0.720407510105,744,0,0.0,,0.3333333333333333,0.44151844011225294,
3,962,23.585913687911987,19.053873367335147,1.7320508075688772,42.89600996421431,2.732050807568877,535.1258837158414,56.32627907922546,830,0.01260802040042356,829,1,0,0.9987951807228915,0.0012048192771084338,0.0,True,683.0,14.744682168956,0.6915926737556989,683,0,0.0,,0.3090169943749474,0.5,
3,1093,23.585913687911987,19.10807849321883,4.977725364273731,123.27846036151405,5.977725364273731,552.565091128665,78.48208895408061,1687,0.025626181223511502,1520,167,0,0.9010077059869591,0.0989922940130409,0.0,True,355.0,10.630146264057032,0.4979691858731903,406,0,0.0,,0.26618329551788555,0.4026997478492772,
3,1702,23.585913687911987,19.15764233181458,1.0,24.7660229,2.0,557.2467938432277,63.91887380394452,767,0.01165102608087334,765,2,0,0.9973924380704041,0.002607561929595828,0.0,True,817.0,16.126350393444792,0.7545628812915015,819,0,0.0,,0.3203772410170408,0.419080679392009,
3,1707,23.585913687911987,19.105462739798988,1.0,24.7660229,2.0,548.194042265636,88.77089776325492,754,0.011453551062553451,751,3,0,0.9960212201591512,0.003978779840848806,0.0,True,659.0,14.48330815094114,0.6785121194424654,659,0,0.0,,0.3333333333333333,0.5,
3,2381,23.585913687911987,18.505846130366862,7.0,173.3621603,8.0,523.3298102479692,7.283994659118187,2211,0.03358594350040541,2070,141,0,0.9362279511533242,0.06377204884667571,0.0,True,602.0,13.842779759955802,0.6577429796101997,602,0,0.0,,0.2908618114128809,0.2449655295864104,
4,1343,23.992283506985906,19.096956590669002,1.0,24.7660229,2.0,294.83103513919775,64.62226462225803,738,0.011210504886159744,738,0,0,1.0,0.0,0.0,True,482.0,12.386499309352384,0.5749230796960147,482,0,0.0,,0.3203772410170408,,
4,1345,23.992283506985906,19.28515119193372,1.0,24.7660229,2.0,293.8966090529051,66.43783906022574,803,0.01219787997775918,800,3,0,0.9962640099626401,0.0037359900373599006,0.0,True,564.0,13.398760233979036,0.6192030709395777,564,0,0.0,,0.3333333333333333,0.44151844011225294,
4,2236,23.992283506985906,18.886256047731898,1.0,24.7660229,2.0,277.73941915251385,69.24633006399391,784,0.011909262643291653,784,0,0,1.0,0.0,0.0,True,485.0,12.424986712231869,0.5795433725710829,485,0,0.0,,0.3333333333333333,,
4,2384,23.992283506985906,18.65521038939427,1.0,24.7660229,2.0,279.8393302047395,75.23217086707935,897,0.01362577626407221,897,0,0,1.0,0.0,0.0,True,394.0,11.198843474056307,0.5251817844802759,397,0,0.0,,0.3333333333333333,,
4,2423,23.992283506985906,18.643770385060083,1.0,24.7660229,2.0,278.67011986907914,72.12514805319088,1172,0.01780313242083905,1163,9,0,0.992320819112628,0.007679180887372013,0.0,True,383.0,11.041407809169618,0.5179376045037535,384,0,0.0,,0.3333333333333333,0.5,
5,44,23.459786472539378,19.67086796352826,1.0,24.7660229,2.0,724.4727859927838,85.07201165239739,712,0.01081555484951997,697,15,0,0.9789325842696629,0.021067415730337078,0.0,True,856.0,16.50676414605009,0.7654307295762456,861,0,0.0,,0.3203772410170408,0.44151844011225294,
5,164,23.459786472539378,19.552729840035436,4.0197648378370845,99.55358802648801,5.0197648378370845,742.7183709627232,46.64478254205348,1543,0.023438765635968136,1532,11,0,0.9928710304601426,0.007128969539857421,0.0,True,779.0,15.746853696442757,0.7321986736144114,779,0,0.0,,0.28172904669025317,0.3164309725825327,
5,179,23.459786472539378,19.56604234106048,4.65685424949238,115.33175898489058,5.65685424949238,740.7799251675846,53.79057231901055,1452,0.02205644050772893,1429,23,0,0.9841597796143251,0.01584022038567493,0.0,True,786.0,15.817445133157866,0.7352534777044525,786,0,0.0,,0.28330039409901914,0.2742918851774318,
5,445,23.459786472539378,19.335302584986145,1.0,24.7660229,2.0,726.2463596533795,89.59274025151231,820,0.012456116540177494,819,1,0,0.998780487804878,0.0012195121951219512,0.0,True,918.0,17.094106455639025,0.7988816862916669,918,0,0.0,,0.3203772410170408,0.4721359549995794,
5,695,23.459786472539378,19.218807840959645,1.0,24.7660229,2.0,732.7537655934499,73.2641103444067,847,0.012866256962841875,847,0,0,1.0,0.0,0.0,True,812.0,16.07692842495848,0.7533954050531337,812,0,0.0,,0.3203772410170408,,
5,720,23.459786472539378,19.13267512423074,4.0197648378370845,99.55358802648801,5.0197648378370845,725.2237146599042,87.2118480406457,909,0.01380806089636749,899,10,0,0.988998899889989,0.011001100110011002,0.0,True,752.0,15.471555655790098,0.7264926738567906,752,0,0.0,,0.28989794855663564,0.4377881350850763,
5,788,23.459786472539378,19.29798059379632,1.0,24.7660229,2.0,709.6847934709797,39.04156079274999,812,0.01233459345198064,789,23,0,0.9716748768472906,0.02832512315270936,0.0,True,968.0,17.55346033766304,0.8210653428384166,968,0,0.0,,0.3203772410170408,0.4364916731037084,
5,1023,23.459786472539378,19.068329032376585,4.242640687119285,105.07333641366795,5.242640687119285,749.5375185867288,11.720670638221181,1306,0.01983864414813635,1217,89,0,0.9318529862174579,0.0681470137825421,0.0,True,1004.0,17.876888032555495,0.8407091553581324,1004,0,0.0,,0.28172904669025317,0.30901699437494745,
5,1109,23.459786472539378,19.069860923896456,1.0,24.7660229,2.0,717.6872875089521,66.12605537148785,756,0.011483931834602664,745,11,0,0.9854497354497355,0.01455026455026455,0.0,True,964.0,17.517155313611116,0.82376207591503,966,0,0.0,,0.3203772410170408,0.4494897427831781,
