b1_a,b1_b,b3_a,b3_b,gap1_vox,gap3_vox,opening_vox,axis_dip_deg,z_mid,r_bond1_vox,connected1,outcome,crack_frac3,neck_severed3,q_crack3
7,1092,373,556,3.16227766016838,24.424350672853812,21.262073012685434,4.80896671964152,968.5165123237924,16.89745448009434,True,separated,,,
7,1943,373,1576,1.414213562373095,3.898979485566356,2.4847659231932613,88.62079247190283,991.2264155695524,15.306079714651624,True,survived,0.0,0.0,
7,2157,373,203,2.146264369941973,19.230037336063265,17.08377296612129,61.94729698935196,981.2356742726702,17.03815178355966,True,separated,,,
7,34,373,1165,1.414213562373095,1.7320508075688772,0.31783724519578227,63.61046861279656,1001.7529100678482,15.655625581928012,True,survived,0.0,0.0,
7,490,373,417,4.39834563766817,1.0,-3.3983456376681698,11.14018339000216,1015.4759462021616,15.512648837479231,True,survived,0.0,0.0,
7,798,373,950,8.16515138991168,20.204898872951908,12.039747483040228,66.31024775206511,1002.2586793206352,11.24139781410501,True,separated,,,
7,1015,373,274,1.0,20.372561142717025,19.372561142717025,77.71862827416201,987.0645795972504,19.38054864282415,True,separated,,,
9,139,48,1215,8.306623862918075,30.761769348277912,22.455145485359836,29.541046300188174,823.9048825813857,17.83231830967603,True,separated,,,
9,389,48,2200,1.414213562373095,1.0,-0.4142135623730949,80.50624866068263,850.1766725709102,18.523985999404296,True,survived,0.0,0.0,
9,425,48,1995,1.0,6.0,5.0,53.986309315512905,859.3814454124995,17.094106455639025,True,survived,0.0,0.0,
9,1781,48,1586,1.0,1.0,0.0,43.36503983727849,830.9859901167965,18.575465448360347,True,survived,0.0,0.0,
9,2222,48,1559,1.0,3.3166247903554,2.3166247903554,76.8183804393178,851.4327046000278,17.371176474327626,True,survived,0.0,0.0,
9,1050,48,598,1.0,1.0,0.0,19.041897716953425,867.220412508181,17.498974555922032,True,survived,0.0,0.0,
9,1074,48,453,6.894954260780955,15.069930977729868,8.174976716948912,62.776053045715685,834.8784330099777,15.09668435477122,True,separated,,,
9,1579,48,1482,1.0,3.898979485566356,2.898979485566356,59.44384471453154,857.4132808922036,18.455123359562137,True,survived,0.0,0.0,
15,1472,642,590,1.0,21.681114295928335,20.681114295928335,56.424715881061175,840.6410725432474,14.916387312029334,True,separated,,,
15,1740,642,396,1.0,28.991405270966034,27.991405270966034,60.13112743732072,819.6601761727848,12.877866698399815,True,separated,,,
15,2056,642,735,1.414213562373095,24.485700211793752,23.071486649420656,40.09596132525768,813.7290946718606,13.013103375051497,True,separated,,,
16,251,1218,763,3.414213562373095,2.1877835353326276,-1.2264300270404673,57.88628129901787,442.60889986620776,15.40971041561482,True,lost,,,
16,601,1218,2126,3.0,13.85193675387045,10.85193675387045,15.211222430056058,474.49071282010107,15.543397428281152,True,separated,,,
16,673,1218,672,2.6502815398728847,3.029909436700695,0.3796278968278104,65.12358125241315,462.9311216575987,13.36307771993812,True,lost,,,
15,96,642,1181,2.0,33.21389779023977,31.21389779023977,16.533812947016227,809.345686947493,15.12827842704336,True,separated,,,
15,789,642,492,5.513233075965879,2.146264369941973,-3.3669687060239064,88.83333671005772,830.0436284872706,12.309163489997376,True,survived,0.0,0.1727748691099476,
16,1223,1218,125,6.0,0.7225439629942798,-5.27745603700572,87.93953320499357,454.834811376351,13.85427231466257,True,lost,,,
18,787,268,2100,6.713293552551451,43.70049066359432,36.987197111042875,84.8396179510857,786.4676539565534,11.780624362746345,True,separated,,,
18,1409,268,1643,6.211102550927978,1.0,-5.211102550927978,33.73853314210797,769.1428471868908,10.23347216512886,True,survived,0.0,0.0,
18,1571,268,1932,5.0990195135927845,16.820055058807505,11.72103554521472,15.15363876926074,810.4838591126589,12.927207364566026,True,separated,,,
18,1649,268,1769,1.414213562373095,1.0,-0.4142135623730949,45.32088243793192,802.8628497397406,15.471555655790098,True,survived,0.1072463768115942,0.1078534031413612,0.4494897427831781
18,1671,268,1681,1.0,5.928203230275509,4.928203230275509,85.58905884200922,787.0775691775993,18.377344455633462,True,survived,0.0,0.0018181818181818,
18,1887,268,2120,3.685557720282968,14.640893661070386,10.955335940787418,65.74434438739242,797.5442593443759,12.334995970645954,True,separated,,,
18,1990,268,507,11.0,16.871893770566317,5.871893770566317,49.64166917861264,772.2445347236571,10.280023453913834,True,separated,,,
18,161,268,1893,1.414213562373095,1.0,-0.4142135623730949,76.99545396853706,793.1842466263008,15.33724244738347,True,survived,0.0,0.0186915887850467,
18,523,268,119,2.23606797749979,1.0,-1.2360679774997898,68.73274971171786,781.0475253269788,16.79352729949365,True,survived,0.0,0.0,
18,632,268,280,1.0,9.681145747868609,8.681145747868609,59.17754612377807,799.0394643457655,15.967661658277216,True,survived,0.1588954277953825,0.1269430051813471,0.3589130145004804
18,2170,268,576,1.0,22.532942066555837,21.532942066555837,54.71814856670398,777.0472758994076,14.036873567421145,True,separated,,,
19,554,1172,1500,1.0,1.0094327353407628,0.009432735340762832,16.943144909447785,540.3924704718572,16.50676414605009,True,lost,,,
19,1150,1172,1978,1.7320508075688772,26.809920093616345,25.077869286047466,80.08972074860684,524.4416037347402,15.149304536463484,True,separated,,,
19,1531,1172,1850,2.6502815398728847,27.31893985430112,24.668658314428235,38.23076448802656,537.4485993365321,14.798554040663838,True,separated,,,
19,2078,1172,1566,1.0,25.195207137346905,24.195207137346905,82.569734335963,518.4267161988133,14.99088988838742,True,separated,,,
19,2160,1172,1448,4.123105625617661,0.2857781193729956,-3.837327506244665,21.39141262885952,500.7064615925136,13.991446672986724,True,lost,,,
20,2202,1993,129,1.0,1.414213562373095,0.4142135623730949,56.20870947262827,1050.3293027774453,17.607777518557306,True,survived,0.0,0.0641399416909621,
20,2391,1993,1984,1.0,1.0,0.0,56.4609225675288,1050.7717796722482,15.716503163191918,True,survived,0.0,0.1376281112737921,
20,2465,1993,856,2.0,18.33120771891848,16.33120771891848,81.68208498677666,1064.8225772239894,12.877866698399815,True,separated,,,
19,2307,1172,2170,4.39834563766817,0.1591351027824892,-4.239210534885681,35.0322801069496,503.07997573342,12.951807210534664,True,lost,,,
20,472,1993,1552,1.0,1.0,0.0,67.25610992315299,1069.3945025824191,16.39065416446578,True,survived,0.0,0.1855345911949685,
20,961,1993,1610,2.23606797749979,1.0,-1.2360679774997898,52.97970349181564,1049.2029723317355,15.243563130520608,True,survived,0.0,0.0,
20,1719,1993,2064,1.0,1.0,0.0,71.17200355189355,1068.414509312298,14.104739588693908,True,survived,0.0,0.0,
20,1793,1993,702,1.414213562373095,20.74746777085573,19.333254208482636,80.17402148165446,1065.2068115353422,14.250673927406329,True,separated,,,
20,1829,1993,1233,1.0,4.766114533138578,3.7661145331385777,48.79296448495671,1075.0136110951066,16.641201909113953,True,survived,0.0,0.0,
23,462,113,123,2.863703305156273,1.0,-1.8637033051562728,64.98015518478087,877.2431845173144,17.850159553067712,True,survived,0.0,0.0,
23,566,113,960,3.0,1.0,-2.0,13.129146950188304,866.0684488496117,17.27010027053149,True,survived,0.0150501672240802,0.0107632093933463,0.4494897427831781
23,1412,113,355,1.0,1.7320508075688772,0.7320508075688772,66.14664189913123,878.3520235482107,14.63634358033765,True,survived,0.0,0.0,
23,1873,113,1506,2.863703305156273,1.0,-1.8637033051562728,87.31861532685178,887.3854699670757,16.46815177937675,True,survived,0.0,0.0,
24,172,989,595,1.0,3.685557720282968,2.685557720282968,72.16369581208914,1051.5874151177354,13.037541149394093,True,survived,0.0,0.0,
24,472,989,1552,3.1815405503520555,32.98156223590904,29.800021685556985,64.11642404109689,1067.5566004280197,11.861406733319429,True,separated,,,
24,1951,989,945,11.580148410288391,1.0,-10.580148410288391,58.46748408360761,1044.642459327082,10.585134856802457,True,survived,0.0,0.0,
24,2348,989,1660,1.414213562373095,21.642533853085762,20.228320290712666,79.0756219326886,1054.2604598443015,17.000746355818674,True,separated,,,
24,2391,989,1984,1.0,3.685557720282968,2.685557720282968,62.89604696398978,1048.9338775178487,13.900147514093543,True,survived,0.0,0.0,
25,162,535,446,1.0,1.0,0.0,23.972026101133316,1162.8510659583235,20.08229632773261,True,survived,0.0,0.0025,
25,202,535,1007,10.403124237432849,27.84612610139629,17.443001863963442,37.62706067602955,1164.5737843245129,10.32636489145962,True,separated,,,
24,930,989,377,9.198039027185567,29.192415973578754,19.99437694639319,59.21189432762896,1070.8986367398315,6.6036697681803656,True,separated,,,
24,970,989,2266,2.0,30.384725510435146,28.384725510435146,18.40537277426257,1077.1988517279124,14.494292838262302,True,separated,,,
24,1391,989,1207,1.8284271247461903,1.0,-0.8284271247461903,89.11631710055954,1057.708039235682,11.98155910843366,True,survived,0.0,0.0,
23,1230,113,75,8.70820393249937,1.0,-7.708203932499369,63.85174021586713,897.2484642520046,13.171138446245484,True,survived,0.0,0.0,
25,2238,535,1147,1.0,33.05571507045242,32.05571507045242,80.70845929318723,1147.9181403884331,17.921346912535476,True,separated,,,
25,1004,535,1655,2.0,29.093170047558836,27.093170047558836,12.911918476511822,1124.932368499649,18.03642713177513,True,separated,,,
25,1440,535,124,1.0,4.841619252963779,3.8416192529637794,69.82016132631998,1138.040420509024,15.937731619482898,True,survived,0.0,0.0,
25,2066,535,341,1.0,1.0,0.0,54.6552025494911,1133.2747650861231,20.996647169597104,True,survived,0.0,0.0,
28,131,386,1713,6.330293345472711,26.234482078087197,19.904188732614486,71.86353086331482,640.4561667854407,13.64592552440169,True,separated,,,
28,228,386,917,1.8284271247461903,13.082491589612793,11.254064464866604,73.93700731855427,639.1468956963811,15.222667215103916,True,separated,,,
28,1550,386,311,1.0,1.0,0.0,55.15947256471788,622.1662960799767,18.4981925508298,True,survived,0.0,0.0,
30,317,2197,440,1.0,41.03294676769363,40.03294676769363,78.35704371883718,558.0991399386503,17.88578864950354,True,separated,,,
28,434,386,397,1.8284271247461903,1.0,-0.8284271247461903,46.66204516503929,647.7364708829107,16.175621361885174,True,survived,0.0,0.0,
28,862,386,1191,5.324555320336759,11.180339887498947,5.855784567162188,5.106795850211284,611.0949450274904,11.888212206450683,True,survived,0.0,0.0,
