b1_a,b1_b,b3_a,b3_b,gap1_vox,gap3_vox,opening_vox,axis_dip_deg,z_mid,r_bond1_vox,connected1,outcome,crack_frac3,neck_severed3,q_crack3
15,30,42,45,1.0,1.0,0.0,49.220558390719766,107.44519264042356,28.540409926003523,True,survived,0.0,0.2905442550852116,
27,46,41,52,1.0,54.94929344139645,53.94929344139645,61.55232011211741,142.92036563724832,27.823185353208192,True,separated,,,
27,51,41,63,1.0,17.732431278651568,16.732431278651568,46.70115223790363,151.87230163593105,28.158656333067857,True,separated,,,
27,62,41,76,5.324555320336759,3.0,-2.324555320336759,5.484015791278662,164.50430155099076,25.476142917026294,True,survived,0.0,0.0192697768762677,
30,38,45,37,1.0,39.95197521169775,38.95197521169775,75.1185764295887,138.76361574305173,27.36755674499387,True,separated,,,
38,67,37,70,1.0,19.65595986066817,18.65595986066817,29.49757982395788,180.02850768533335,25.731003930322743,True,separated,,,
46,51,52,63,1.414213562373095,65.61423220583362,64.20001864346052,75.92103675701992,168.71970634402112,26.76186174229157,True,separated,,,
51,62,63,76,1.0,22.445190359648002,21.445190359648002,67.17749448479283,190.3036422577636,28.696126490477184,True,separated,,,
51,74,63,73,1.0,38.98097170056975,37.98097170056975,51.4700342206756,200.3699810115016,30.16700125301581,True,separated,,,
51,81,63,100,1.0,2.0,1.0,8.332522826313308,212.9156533476132,27.576118619071032,True,survived,0.0,0.0430208089782557,
54,55,90,67,9.645764924552132,13.041657943776364,3.395893019224232,79.30910285327973,186.4122245015353,22.56052986983864,True,separated,,,
54,75,90,110,7.6602540378443855,1.0,-6.6602540378443855,52.02381900105908,202.5632380088059,22.09722528748655,True,survived,0.0,0.1175,
55,75,67,110,1.0,15.80550926761245,14.80550926761245,62.85787035319465,209.91614052676613,27.817464537818594,True,separated,,,
58,75,38,110,1.414213562373095,111.79238409072317,110.37817052835008,60.001358064080975,209.02131269747588,27.965825400899107,True,separated,,,
62,71,76,94,4.841619252963779,2.6502815398728847,-2.1913377130908946,73.50659377460462,213.55185580177252,25.136529674456348,True,survived,0.0,0.0309575233981281,
62,81,76,100,1.0,54.30959121433454,53.30959121433454,49.15566496599735,225.54765326267292,28.77366876093557,True,separated,,,
74,78,73,66,1.0,17.041727738867664,16.041727738867664,75.431874313875,231.9704631651713,27.15739321598896,True,separated,,,
74,81,73,100,1.0,31.22146742107926,30.22146742107926,69.27647625145852,235.6139920164109,32.33648057710907,True,separated,,,
78,91,66,117,1.0,35.5329029072499,34.5329029072499,61.57349939970639,257.4200409230274,31.544202386659418,True,separated,,,
89,92,85,93,1.414213562373095,57.00245373006381,55.58824016769072,78.58734674627993,266.4592767561608,26.77375326109316,True,separated,,,
