bead_a,bead_b,r_a_vox,r_b_vox,gap_vox,gap_um,dsum_min,z_mid,axis_dip_deg,lens_vox,lens_mm3,binder_vox,pore_vox,crack_vox,binder_frac,pore_frac,crack_frac,connected,bond_area_vox,r_bond_vox,r_bond_over_R,neck_binder_vox,neck_crack_vox,neck_severed,q_crack_med,q_binder_med,q_pore_med,dq_paired
3,8,33.77944449447027,35.68125900676466,1.0,24.7660229,2.0,383.936666911847,78.17700043989964,2831,0.043003982835661564,2696,135,0,0.9523136700812433,0.047686329918756626,0.0,True,2718.0,29.413708889691947,0.8469165271028102,2718,0,0.0,,0.30484544052339907,0.40269974784927715,
3,14,33.77944449447027,35.83547711957012,3.8989794855663558,96.56221522616659,4.898979485566356,391.61425915444124,66.91966326668394,4088,0.06209829806859219,4074,14,0,0.9965753424657534,0.003424657534246575,0.0,True,3616.0,33.92651689225682,0.9746909457243231,3640,0,0.0,,0.2801868778094689,0.4441106433279458,
3,21,33.77944449447027,34.922043247922424,1.0,24.7660229,2.0,399.92294398599734,45.71098731800336,3000,0.045571158073820096,3000,0,0,1.0,0.0,0.0,True,4391.0,37.38580894180337,1.0883551483480967,4391,0,0.0,,0.30901699437494745,,
5,15,32.729716817102066,34.89337428758804,11.084925779295894,274.52952569484245,12.084925779295894,392.43225604777945,68.99984934640905,8463,0.1285562369262465,5669,2794,0,0.6698570246957344,0.3301429753042656,0.0,True,4587.0,38.21109064035006,1.1301196090310006,4587,0,0.0,,0.20929581856411164,0.3366585397732337,
5,19,32.729716817102066,35.16922422366452,1.0,24.7660229,2.0,396.73503172105256,56.751808340948976,2842,0.04317107708193224,2842,0,0,1.0,0.0,0.0,True,5595.0,42.20122999627272,1.2430600344984781,5595,0,0.0,,0.3090169943749474,,
5,25,32.729716817102066,34.34958978760105,1.0,24.7660229,2.0,410.3900571705402,12.383469551107796,2496,0.037915203517418325,2496,0,0,1.0,0.0,0.0,True,3420.0,32.99423905394037,0.983738226406385,3420,0,0.0,,0.3090169943749474,,
6,16,33.50998534897102,34.062856611906746,1.0,24.7660229,2.0,394.25673270314576,70.62763899665941,2665,0.04048237875557686,2665,0,0,1.0,0.0,0.0,True,5643.0,42.38186744039402,1.2544053560728314,5643,0,0.0,,0.30901699437494745,,
3,24,33.77944449447027,35.07788523073216,1.0,24.7660229,2.0,408.1331603241084,17.28251239185534,2763,0.04197103658598831,2763,0,0,1.0,0.0,0.0,True,1979.0,25.098511206000282,0.7290004217754031,1979,0,0.0,,0.30901699437494745,,
4,7,33.66741882564667,35.15100726093892,1.0,24.7660229,2.0,382.6904804809041,82.6018240930884,2863,0.04349007518844898,2734,129,0,0.9549423681453021,0.04505763185469787,0.0,True,3464.0,33.20580439833751,0.9650265571769635,3464,0,0.0,,0.3090169943749474,0.41421356237309503,
4,13,33.66741882564667,34.695788952597,1.0,24.7660229,2.0,391.1866000919815,67.77552369401944,2646,0.04019376142110933,2646,0,0,1.0,0.0,0.0,True,2446.0,27.90315361398335,0.816320781918119,2446,0,0.0,,0.3164309725825327,,
