bead_a,bead_b,r_a_vox,r_b_vox,gap_vox,gap_um,dsum_min,z_mid,axis_dip_deg,lens_vox,lens_mm3,binder_vox,pore_vox,crack_vox,binder_frac,pore_frac,crack_frac,connected,bond_area_vox,r_bond_vox,r_bond_over_R,neck_binder_vox,neck_crack_vox,neck_severed,q_crack_med,q_binder_med,q_pore_med,dq_paired,cls
1,2,31.254910280482814,35.69200650633178,2.146264369941973,53.15443253543696,3.146264369941973,102.28239428920168,80.54251663418232,2956,0.0449027810887374,1295,1229,432,0.4380920162381597,0.4157645466847091,0.1461434370771312,True,414.0,11.479559785988718,0.3429451373405041,1123,398,0.2616699539776463,0.4026997478492771,0.1866054968633707,0.3451409985003952,0.2160942509859063,cohesive
1,28,31.254910280482814,35.44670454025257,1.0,24.7660229,2.0,113.07993861081934,57.94936783445655,2880,0.0437483117508673,2334,535,11,0.8104166666666667,0.1857638888888889,0.0038194444444444,True,1474.0,21.660765735192918,0.6494824988392719,2430,71,0.0283886445421831,0.4211646096066227,0.2898979485566356,0.4026997478492771,0.131266661049987,intact
1,30,31.254910280482814,32.89042370338548,1.0,24.7660229,2.0,114.5288489292247,56.577706838016205,2397,0.0364113553009822,2353,44,0,0.9816437213183146,0.0183562786816854,0.0,True,2643.0,29.00505178729662,0.9043542214494044,2647,35,0.0130499627143922,,0.3090169943749474,0.4045372666182638,,intact
2,4,35.69200650633178,37.09769995995954,1.0,24.7660229,2.0,110.67113066388158,85.91813787213812,5954,0.0904435583905082,4861,823,270,0.8164259321464562,0.1382264024185421,0.0453476654350016,True,704.0,14.96964127403822,0.4113120384946356,1151,1102,0.4891256102973813,0.3874258867227931,0.3090169943749474,0.39564392373896,0.0784088923478457,cohesive
2,28,35.69200650633178,35.44670454025257,1.0,24.7660229,2.0,118.95193975580558,72.88092872163575,2840,0.043140696309883,2734,106,0,0.9626760563380282,0.0373239436619718,0.0,True,1781.0,23.809869955405706,0.6693927850285084,1914,152,0.0735721200387221,,0.3090169943749474,0.4142135623730951,,intact
2,29,35.69200650633178,34.79735966025942,1.0,24.7660229,2.0,119.20371831564462,70.86181898240743,2841,0.0431558866959076,2630,209,2,0.925730376627948,0.0735656458993312,0.0007039774727208,True,1801.0,23.943184938871585,0.6793417572314497,2583,823,0.2416324133881385,0.4652504370215302,0.3090169943749474,0.407669683062202,0.1562334426465828,intact
2,30,35.69200650633178,32.89042370338548,2.23606797749979,55.37851073671648,3.23606797749979,120.40085007421094,69.5559949025742,3417,0.051905549046081,2834,287,296,0.829382499268364,0.0839918056774948,0.086625695054141,True,4581.0,38.1860915597282,1.1135823400529692,4585,534,0.1043172494627857,0.3875315872982903,0.2612038749637414,0.3090169943749474,0.1263277123345489,cohesive
2,52,35.69200650633178,34.412803838966106,2.23606797749979,55.37851073671648,3.23606797749979,141.35033984449427,25.14490149586177,3326,0.0505232239178418,3198,128,0,0.9615153337342152,0.0384846662657847,0.0,True,1937.0,24.830752093684207,0.7083893950038956,2111,475,0.1836813611755607,,0.2817290466902531,0.3727076041405398,,intact
5,40,38.13321072031255,34.93919597971827,1.0,24.7660229,2.0,128.35698026918533,53.07611704279028,3024,0.0459357273384106,2645,339,40,0.8746693121693122,0.1121031746031746,0.0132275132275132,True,2912.0,30.445334430207836,0.8332922317774156,2928,1423,0.3270512525856125,0.4034390994272556,0.2958163163244892,0.392280956059262,0.1076227831027664,intact
5,51,38.13321072031255,34.26751612520607,2.449489742783178,60.66411906308329,3.449489742783178,140.02058542511037,33.15391432073034,3534,0.05368282421096,3534,0,0,1.0,0.0,0.0,True,3268.0,32.252700786889584,0.8909496407600203,3268,0,0.0,,0.2833003940990191,,,intact
6,7,36.723705390442255,34.97774443322708,1.0,24.7660229,2.0,107.53953951114032,88.554256109194,3138,0.0476674313452158,2728,396,14,0.8693435309114086,0.1261950286806883,0.0044614404079031,True,1149.0,19.124279312569545,0.5334419139250497,1904,245,0.1140065146579804,0.414213562373095,0.2898979485566356,0.4,0.1243156138164593,intact
6,8,36.723705390442255,36.47364979022552,1.0,24.7660229,2.0,106.45281700471035,89.70347003667645,4469,0.0678858351439673,4047,376,46,0.9055717162676212,0.0841351532781382,0.0102931304542403,True,513.0,12.778613837669742,0.3491550700467034,1373,542,0.2830287206266318,0.4241077963657325,0.3090169943749474,0.3874258867227931,0.1150908019907851,intact
