bond_id;labelA;labelB;cx_A;cy_A;cz_A;cx_B;cy_B;cz_B;dist_vox;dist_um
610;176;197;405.17;221.37;532.48;364.64;232.69;592.89;73.624;1823.4
611;177;187;346.40;173.09;550.00;284.34;192.91;581.19;72.226;1788.8
612;177;189;346.40;173.09;550.00;397.76;145.41;591.58;71.648;1774.4
613;177;191;346.40;173.09;550.00;311.00;115.98;589.89;78.138;1935.2
614;177;197;346.40;173.09;550.00;364.64;232.69;592.89;75.663;1873.9
615;177;202;346.40;173.09;550.00;342.89;170.26;624.18;74.316;1840.5
616;178;181;183.99;166.42;560.97;246.24;124.95;561.69;74.803;1852.6
617;178;195;183.99;166.42;560.97;215.75;225.71;589.11;72.917;1805.9
618;178;203;183.99;166.42;560.97;230.97;161.48;618.27;74.259;1839.1
619;178;207;183.99;166.42;560.97;165.42;185.84;631.24;75.235;1863.3
620;179;180;460.18;348.77;552.02;415.48;289.60;558.92;74.477;1844.5
621;179;194;460.18;348.77;552.02;400.11;353.51;590.26;71.375;1767.7
622;179;201;460.18;348.77;552.02;462.34;325.94;617.85;69.712;1726.5
623;180;183;415.48;289.60;558.92;347.91;302.73;563.01;68.958;1707.8
624;180;193;415.48;289.60;558.92;469.83;259.86;590.61;69.591;1723.5
625;180;194;415.48;289.60;558.92;400.11;353.51;590.26;72.816;1803.4
626;180;197;415.48;289.60;558.92;364.64;232.69;592.89;83.528;2068.6
627;180;205;415.48;289.60;558.92;410.69;276.81;624.70;67.180;1663.8
628;181;187;246.24;124.95;561.69;284.34;192.91;581.19;80.323;1989.3
629;181;191;246.24;124.95;561.69;311.00;115.98;589.89;71.196;1763.2
630;181;203;246.24;124.95;561.69;230.97;161.48;618.27;69.060;1710.3
631;182;183;340.23;379.10;560.40;347.91;302.73;563.01;76.792;1901.8
632;182;190;340.23;379.10;560.40;390.60;426.11;585.12;73.194;1812.7
633;182;194;340.23;379.10;560.40;400.11;353.51;590.26;71.633;1774.1
634;182;199;340.23;379.10;560.40;288.55;358.56;596.37;66.232;1640.3
635;182;209;340.23;379.10;560.40;344.10;388.88;633.26;73.616;1823.2
636;183;194;347.91;302.73;563.01;400.11;353.51;590.26;77.754;1925.6
637;183;197;347.91;302.73;563.01;364.64;232.69;592.89;77.967;1930.9
638;183;206;347.91;302.73;563.01;314.88;289.81;621.81;68.667;1700.6
639;184;186;152.55;361.63;560.57;221.69;358.53;574.71;70.636;1749.4
640;184;196;152.55;361.63;560.57;173.22;298.03;587.63;72.142;1786.7
641;184;208;152.55;361.63;560.57;150.84;365.81;630.68;70.252;1739.9
642;185;187;272.32;264.23;568.17;284.34;192.91;581.19;73.483;1819.9
643;185;195;272.32;264.23;568.17;215.75;225.71;589.11;71.570;1772.5
644;185;204;272.32;264.23;568.17;247.75;306.60;618.54;70.251;1739.8
645;185;206;272.32;264.23;568.17;314.88;289.81;621.81;73.090;1810.1
646;185;211;272.32;264.23;568.17;266.46;233.99;638.76;77.020;1907.5
647;186;196;221.69;358.53;574.71;173.22;298.03;587.63;78.592;1946.4
648;186;199;221.69;358.53;574.71;288.55;358.56;596.37;70.280;1740.5
649;186;204;221.69;358.53;574.71;247.75;306.60;618.54;72.779;1802.5
650;186;210;221.69;358.53;574.71;236.61;372.06;644.32;72.467;1794.7
651;187;191;284.34;192.91;581.19;311.00;115.98;589.89;81.879;2027.8
652;187;195;284.34;192.91;581.19;215.75;225.71;589.11;76.440;1893.1
653;187;202;284.34;192.91;581.19;342.89;170.26;624.18;76.084;1884.3
654;187;203;284.34;192.91;581.19;230.97;161.48;618.27;72.188;1787.8
655;187;211;284.34;192.91;581.19;266.46;233.99;638.76;72.952;1806.7
656;188;200;291.29;448.96;578.47;227.79;433.91;606.56;71.052;1759.7
657;188;212;291.29;448.96;578.47;313.60;451.70;647.58;72.669;1799.7
658;189;192;397.76;145.41;591.58;445.74;195.79;584.01;69.979;1733.1
659;189;202;397.76;145.41;591.58;342.89;170.26;624.18;68.494;1696.3
660;190;194;390.60;426.11;585.12;400.11;353.51;590.26;73.398;1817.8
661;190;209;390.60;426.11;585.12;344.10;388.88;633.26;76.584;1896.7
662;190;213;390.60;426.11;585.12;415.77;403.32;647.40;70.942;1756.9
663;191;202;311.00;115.98;589.89;342.89;170.26;624.18;71.682;1775.3
664;192;193;445.74;195.79;584.01;469.83;259.86;590.61;68.771;1703.2
665;192;214;445.74;195.79;584.01;452.35;223.19;648.52;70.396;1743.4
666;193;201;469.83;259.86;590.61;462.34;325.94;617.85;71.861;1779.7
667;193;205;469.83;259.86;590.61;410.69;276.81;624.70;70.340;1742.0
668;193;214;469.83;259.86;590.61;452.35;223.19;648.52;70.734;1751.8
669;194;201;400.11;353.51;590.26;462.34;325.94;617.85;73.449;1819.0
670;194;209;400.11;353.51;590.26;344.10;388.88;633.26;78.970;1955.8
671;194;213;400.11;353.51;590.26;415.77;403.32;647.40;77.408;1917.1
672;194;217;400.11;353.51;590.26;388.55;337.98;661.13;73.461;1819.3
673;195;203;215.75;225.71;589.11;230.97;161.48;618.27;72.162;1787.2
674;195;207;215.75;225.71;589.11;165.42;185.84;631.24;76.799;1902.0
675;195;211;215.75;225.71;589.11;266.46;233.99;638.76;71.448;1769.5
676;195;216;215.75;225.71;589.11;201.38;242.34;652.45;67.040;1660.3
677;196;198;173.22;298.03;587.63;137.63;240.02;597.60;68.779;1703.4
678;196;215;173.22;298.03;587.63;186.47;309.30;653.49;68.118;1687.0
679;197;202;364.64;232.69;592.89;342.89;170.26;624.18;73.147;1811.6
680;197;205;364.64;232.69;592.89;410.69;276.81;624.70;71.261;1764.8
681;197;206;364.64;232.69;592.89;314.88;289.81;621.81;81.080;2008.0
682;197;218;364.64;232.69;592.89;347.19;243.70;663.27;73.337;1816.3
683;198;207;137.63;240.02;597.60;165.42;185.84;631.24;69.564;1722.8
684;198;220;137.63;240.02;597.60;133.73;248.76;668.49;71.533;1771.6
685;199;204;288.55;358.56;596.37;247.75;306.60;618.54;69.687;1725.9
686;199;206;288.55;358.56;596.37;314.88;289.81;621.81;77.898;1929.2
687;199;209;288.55;358.56;596.37;344.10;388.88;633.26;73.256;1814.3
688;199;210;288.55;358.56;596.37;236.61;372.06;644.32;71.967;1782.3
689;199;219;288.55;358.56;596.37;302.66;342.93;663.14;70.007;1733.8
690;200;210;227.79;433.91;606.56;236.61;372.06;644.32;73.003;1808.0
691;200;222;227.79;433.91;606.56;215.54;432.21;675.34;69.881;1730.7
692;201;205;462.34;325.94;617.85;410.69;276.81;624.70;71.618;1773.7
693;201;226;462.34;325.94;617.85;461.64;315.95;689.92;72.764;1802.1
694;202;221;342.89;170.26;624.18;284.68;167.75;664.57;70.888;1755.6
695;202;228;342.89;170.26;624.18;352.07;179.55;692.58;69.640;1724.7
696;203;207;230.97;161.48;618.27;165.42;185.84;631.24;71.127;1761.5
697;203;221;230.97;161.48;618.27;284.68;167.75;664.57;71.194;1763.2
698;203;225;230.97;161.48;618.27;226.98;131.07;682.72;71.376;1767.7
699;204;206;247.75;306.60;618.54;314.88;289.81;621.81;69.274;1715.6
700;204;210;247.75;306.60;618.54;236.61;372.06;644.32;71.239;1764.3
701;204;211;247.75;306.60;618.54;266.46;233.99;638.76;77.656;1923.2
702;204;215;247.75;306.60;618.54;186.47;309.30;653.49;70.599;1748.5
703;204;219;247.75;306.60;618.54;302.66;342.93;663.14;79.524;1969.5
704;204;224;247.75;306.60;618.54;263.88;286.01;683.46;69.993;1733.5
705;205;214;410.69;276.81;624.70;452.35;223.19;648.52;71.957;1782.1
706;205;217;410.69;276.81;624.70;388.55;337.98;661.13;74.554;1846.4
707;205;227;410.69;276.81;624.70;402.58;274.78;696.27;72.056;1784.5
708;206;211;314.88;289.81;621.81;266.46;233.99;638.76;75.815;1877.6
709;206;218;314.88;289.81;621.81;347.19;243.70;663.27;69.919;1731.6
710;206;219;314.88;289.81;621.81;302.66;342.93;663.14;68.414;1694.3
711;207;216;165.42;185.84;631.24;201.38;242.34;652.45;70.247;1739.7
712;207;220;165.42;185.84;631.24;133.73;248.76;668.49;79.685;1973.5
713;207;229;165.42;185.84;631.24;160.02;183.30;704.21;73.214;1813.2
714;208;215;150.84;365.81;630.68;186.47;309.30;653.49;70.597;1748.4
715;209;212;344.10;388.88;633.26;313.60;451.70;647.58;71.287;1765.5
716;209;213;344.10;388.88;633.26;415.77;403.32;647.40;74.463;1844.2
717;209;217;344.10;388.88;633.26;388.55;337.98;661.13;73.099;1810.4
718;209;219;344.10;388.88;633.26;302.66;342.93;663.14;68.716;1701.8
719;209;236;344.10;388.88;633.26;346.26;378.17;707.95;75.482;1869.4
720;210;215;236.61;372.06;644.32;186.47;309.30;653.49;80.852;2002.4
721;210;219;236.61;372.06;644.32;302.66;342.93;663.14;74.598;1847.5
722;210;222;236.61;372.06;644.32;215.54;432.21;675.34;70.876;1755.3
723;210;231;236.61;372.06;644.32;279.16;398.46;697.87;73.316;1815.8
724;210;234;236.61;372.06;644.32;210.83;341.61;713.85;80.159;1985.2
725;211;216;266.46;233.99;638.76;201.38;242.34;652.45;67.026;1660.0
726;211;221;266.46;233.99;638.76;284.68;167.75;664.57;73.390;1817.6
727;211;224;266.46;233.99;638.76;263.88;286.01;683.46;68.636;1699.8
728;211;230;266.46;233.99;638.76;227.81;202.55;699.01;78.180;1936.2
729;211;233;266.46;233.99;638.76;297.31;220.88;706.06;75.186;1862.1
730;212;231;313.60;451.70;647.58;279.16;398.46;697.87;80.928;2004.3
731;212;240;313.60;451.70;647.58;321.64;452.92;715.30;68.211;1689.3
732;213;217;415.77;403.32;647.40;388.55;337.98;661.13;72.104;1785.7
733;213;238;415.77;403.32;647.40;426.30;390.47;715.71;70.299;1741.0
734;214;223;452.35;223.19;648.52;418.87;167.58;681.07;72.619;1798.5
735;214;241;452.35;223.19;648.52;452.47;227.39;720.58;72.182;1787.7
736;215;216;186.47;309.30;653.49;201.38;242.34;652.45;68.603;1699.0
737;215;220;186.47;309.30;653.49;133.73;248.76;668.49;81.677;2022.8
738;215;232;186.47;309.30;653.49;135.23;316.84;704.90;72.976;1807.3
739;215;234;186.47;309.30;653.49;210.83;341.61;713.85;72.667;1799.7
740;215;239;186.47;309.30;653.49;186.80;269.03;712.96;71.822;1778.7
741;216;220;201.38;242.34;652.45;133.73;248.76;668.49;69.813;1729.0
742;216;230;201.38;242.34;652.45;227.81;202.55;699.01;66.714;1652.2
743;216;239;201.38;242.34;652.45;186.80;269.03;712.96;67.723;1677.2
744;217;226;388.55;337.98;661.13;461.64;315.95;689.92;81.584;2020.5
745;217;227;388.55;337.98;661.13;402.58;274.78;696.27;73.661;1824.3
746;217;236;388.55;337.98;661.13;346.26;378.17;707.95;74.804;1852.6
747;217;237;388.55;337.98;661.13;337.60;298.42;709.28;80.497;1993.6
748;217;238;388.55;337.98;661.13;426.30;390.47;715.71;84.616;2095.6
749;217;243;388.55;337.98;661.13;392.94;331.71;734.78;74.054;1834.0
750;218;227;347.19;243.70;663.27;402.58;274.78;696.27;71.579;1772.7
751;218;228;347.19;243.70;663.27;352.07;179.55;692.58;70.694;1750.8
752;218;233;347.19;243.70;663.27;297.31;220.88;706.06;69.570;1723.0
753;218;237;347.19;243.70;663.27;337.60;298.42;709.28;72.137;1786.6
754;219;224;302.66;342.93;663.14;263.88;286.01;683.46;71.810;1778.4
755;219;231;302.66;342.93;663.14;279.16;398.46;697.87;69.583;1723.3
756;219;236;302.66;342.93;663.14;346.26;378.17;707.95;71.769;1777.4
757;219;237;302.66;342.93;663.14;337.60;298.42;709.28;73.019;1808.4
758;219;242;302.66;342.93;663.14;285.07;336.59;732.13;71.479;1770.3
759;220;229;133.73;248.76;668.49;160.02;183.30;704.21;79.068;1958.2
760;220;232;133.73;248.76;668.49;135.23;316.84;704.90;77.219;1912.4
761;220;239;133.73;248.76;668.49;186.80;269.03;712.96;72.144;1786.7
762;220;244;133.73;248.76;668.49;130.91;237.01;741.36;73.867;1829.4
763;221;225;284.68;167.75;664.57;226.98;131.07;682.72;70.741;1752.0
764;221;228;284.68;167.75;664.57;352.07;179.55;692.58;73.927;1830.9
765;221;230;284.68;167.75;664.57;227.81;202.55;699.01;75.045;1858.6
766;221;233;284.68;167.75;664.57;297.31;220.88;706.06;68.586;1698.6
767;221;235;284.68;167.75;664.57;323.58;118.17;708.02;76.543;1895.7
768;222;231;215.54;432.21;675.34;279.16;398.46;697.87;75.456;1868.7
769;222;245;215.54;432.21;675.34;195.10;425.00;739.79;67.993;1683.9
770;223;228;418.87;167.58;681.07;352.07;179.55;692.58;68.829;1704.6
771;223;241;418.87;167.58;681.07;452.47;227.39;720.58;79.165;1960.6
772;223;249;418.87;167.58;681.07;416.90;170.42;753.58;72.596;1797.9
773;224;233;263.88;286.01;683.46;297.31;220.88;706.06;76.619;1897.5
774;224;234;263.88;286.01;683.46;210.83;341.61;713.85;82.637;2046.6
775;224;242;263.88;286.01;683.46;285.07;336.59;732.13;73.320;1815.8
776;224;252;263.88;286.01;683.46;248.48;276.94;751.83;70.669;1750.2
777;225;230;226.98;131.07;682.72;227.81;202.55;699.01;73.313;1815.7
778;225;251;226.98;131.07;682.72;201.05;144.54;752.16;75.335;1865.8
779;226;227;461.64;315.95;689.92;402.58;274.78;696.27;72.268;1789.8
780;226;255;461.64;315.95;689.92;457.74;320.74;761.81;72.150;1786.9
781;227;237;402.58;274.78;696.27;337.60;298.42;709.28;70.363;1742.6
782;227;241;402.58;274.78;696.27;452.47;227.39;720.58;72.979;1807.4
783;227;243;402.58;274.78;696.27;392.94;331.71;734.78;69.404;1718.9
784;227;248;402.58;274.78;696.27;375.82;225.31;745.08;74.469;1844.3
785;228;233;352.07;179.55;692.58;297.31;220.88;706.06;69.915;1731.5
786;228;235;352.07;179.55;692.58;323.58;118.17;708.02;69.415;1719.1
787;228;248;352.07;179.55;692.58;375.82;225.31;745.08;73.577;1822.2
788;228;254;352.07;179.55;692.58;334.50;169.73;762.07;72.343;1791.7
789;229;230;160.02;183.30;704.21;227.81;202.55;699.01;70.664;1750.1
790;229;244;160.02;183.30;704.21;130.91;237.01;741.36;71.499;1770.7
791;229;251;160.02;183.30;704.21;201.05;144.54;752.16;74.065;1834.3
792;229;260;160.02;183.30;704.21;199.52;220.99;763.49;80.594;1996.0
793;230;233;227.81;202.55;699.01;297.31;220.88;706.06;72.225;1788.7
794;230;239;227.81;202.55;699.01;186.80;269.03;712.96;79.349;1965.1
795;230;251;227.81;202.55;699.01;201.05;144.54;752.16;83.100;2058.0
796;230;256;227.81;202.55;699.01;264.35;189.21;758.65;71.205;1763.5
797;230;260;227.81;202.55;699.01;199.52;220.99;763.49;72.791;1802.7
798;231;236;279.16;398.46;697.87;346.26;378.17;707.95;70.825;1754.1
799;231;240;279.16;398.46;697.87;321.64;452.92;715.30;71.227;1764.0
800;231;242;279.16;398.46;697.87;285.07;336.59;732.13;70.972;1757.7
801;231;247;279.16;398.46;697.87;259.60;450.34;746.57;73.795;1827.6
802;231;258;279.16;398.46;697.87;243.93;384.77;763.14;75.429;1868.1
803;231;259;279.16;398.46;697.87;311.85;404.45;761.18;71.503;1770.8
804;232;234;135.23;316.84;704.90;210.83;341.61;713.85;80.051;1982.5
805;232;239;135.23;316.84;704.90;186.80;269.03;712.96;70.783;1753.0
806;232;246;135.23;316.84;704.90;149.71;375.68;738.24;69.163;1712.9
807;232;261;135.23;316.84;704.90;166.39;307.47;768.94;71.836;1779.1
808;233;256;297.31;220.88;706.06;264.35;189.21;758.65;69.683;1725.8
809;233;257;297.31;220.88;706.06;317.76;258.14;762.93;71.001;1758.4
810;234;239;210.83;341.61;713.85;186.80;269.03;712.96;76.456;1893.5
811;234;242;210.83;341.61;713.85;285.07;336.59;732.13;76.626;1897.7
812;234;246;210.83;341.61;713.85;149.71;375.68;738.24;74.103;1835.2
813;234;252;210.83;341.61;713.85;248.48;276.94;751.83;83.917;2078.3
814;234;258;210.83;341.61;713.85;243.93;384.77;763.14;73.407;1818.0
815;234;261;210.83;341.61;713.85;166.39;307.47;768.94;78.585;1946.2
816;235;253;323.58;118.17;708.02;270.37;117.15;756.72;72.143;1786.7
817;235;254;323.58;118.17;708.02;334.50;169.73;762.07;75.493;1869.7
818;236;240;346.26;378.17;707.95;321.64;452.92;715.30;79.049;1957.7
819;236;242;346.26;378.17;707.95;285.07;336.59;732.13;77.832;1927.6
820;236;243;346.26;378.17;707.95;392.94;331.71;734.78;71.115;1761.2
821;236;250;346.26;378.17;707.95;378.54;429.96;750.36;74.320;1840.6
822;236;259;346.26;378.17;707.95;311.85;404.45;761.18;68.622;1699.5
823;236;262;346.26;378.17;707.95;341.46;339.50;777.33;79.574;1970.7
824;237;242;337.60;298.42;709.28;285.07;336.59;732.13;68.835;1704.8
825;237;243;337.60;298.42;709.28;392.94;331.71;734.78;69.435;1719.6
826;237;257;337.60;298.42;709.28;317.76;258.14;762.93;69.958;1732.6
827;237;262;337.60;298.42;709.28;341.46;339.50;777.33;79.583;1970.9
828;238;243;426.30;390.47;715.71;392.94;331.71;734.78;70.209;1738.8
829;238;250;426.30;390.47;715.71;378.54;429.96;750.36;70.999;1758.4
830;238;263;426.30;390.47;715.71;430.23;382.26;784.82;69.705;1726.3
831;239;244;186.80;269.03;712.96;130.91;237.01;741.36;70.404;1743.6
832;239;252;186.80;269.03;712.96;248.48;276.94;751.83;73.332;1816.1
833;239;260;186.80;269.03;712.96;199.52;220.99;763.49;70.877;1755.4
834;239;261;186.80;269.03;712.96;166.39;307.47;768.94;70.909;1756.1
835;240;247;321.64;452.92;715.30;259.60;450.34;746.57;69.516;1721.6
836;240;250;321.64;452.92;715.30;378.54;429.96;750.36;70.671;1750.2
837;240;259;321.64;452.92;715.30;311.85;404.45;761.18;67.454;1670.6
838;241;249;452.47;227.39;720.58;416.90;170.42;753.58;74.838;1853.4
839;241;265;452.47;227.39;720.58;450.78;228.95;791.16;70.624;1749.1
840;242;252;285.07;336.59;732.13;248.48;276.94;751.83;72.698;1800.4
841;242;258;285.07;336.59;732.13;243.93;384.77;763.14;70.537;1746.9
842;242;262;285.07;336.59;732.13;341.46;339.50;777.33;72.328;1791.3
843;243;255;392.94;331.71;734.78;457.74;320.74;761.81;71.060;1759.9
844;243;262;392.94;331.71;734.78;341.46;339.50;777.33;67.239;1665.3
845;243;263;392.94;331.71;734.78;430.23;382.26;784.82;80.310;1989.0
846;243;264;392.94;331.71;734.78;403.40;277.54;779.85;71.238;1764.3
847;244;260;130.91;237.01;741.36;199.52;220.99;763.49;73.849;1829.0
848;245;246;195.10;425.00;739.79;149.71;375.68;738.24;67.044;1660.4
849;245;247;195.10;425.00;739.79;259.60;450.34;746.57;69.633;1724.5
850;245;258;195.10;425.00;739.79;243.93;384.77;763.14;67.441;1670.2
851;245;267;195.10;425.00;739.79;189.85;419.67;809.02;69.635;1724.6
852;246;261;149.71;375.68;738.24;166.39;307.47;768.94;76.646;1898.2
853;246;266;149.71;375.68;738.24;140.23;362.46;804.95;68.672;1700.7
854;247;258;259.60;450.34;746.57;243.93;384.77;763.14;69.430;1719.5
855;247;259;259.60;450.34;746.57;311.85;404.45;761.18;71.059;1759.9
856;247;269;259.60;450.34;746.57;297.51;451.08;812.73;76.250;1888.4
857;248;249;375.82;225.31;745.08;416.90;170.42;753.58;69.092;1711.1
858;248;254;375.82;225.31;745.08;334.50;169.73;762.07;71.311;1766.1
859;248;257;375.82;225.31;745.08;317.76;258.14;762.93;69.044;1710.0
860;248;264;375.82;225.31;745.08;403.40;277.54;779.85;68.535;1697.3
861;248;279;375.82;225.31;745.08;356.08;210.04;819.33;78.329;1939.9
862;249;265;416.90;170.42;753.58;450.78;228.95;791.16;77.368;1916.1
863;249;277;416.90;170.42;753.58;417.99;176.35;824.99;71.658;1774.7
864;250;259;378.54;429.96;750.36;311.85;404.45;761.18;72.218;1788.5
865;250;263;378.54;429.96;750.36;430.23;382.26;784.82;78.317;1939.6
866;250;272;378.54;429.96;750.36;368.46;400.50;817.37;73.888;1829.9
867;251;253;201.05;144.54;752.16;270.37;117.15;756.72;74.666;1849.2
868;251;256;201.05;144.54;752.16;264.35;189.21;758.65;77.745;1925.4
869;251;260;201.05;144.54;752.16;199.52;220.99;763.49;77.303;1914.5
870;251;273;201.05;144.54;752.16;218.77;177.08;813.32;71.511;1771.0
871;252;257;248.48;276.94;751.83;317.76;258.14;762.93;72.642;1799.1
872;252;260;248.48;276.94;751.83;199.52;220.99;763.49;75.262;1863.9
873;252;270;248.48;276.94;751.83;211.64;270.40;811.94;70.797;1753.4
874;252;271;248.48;276.94;751.83;280.66;297.60;814.03;73.011;1808.2
875;253;254;270.37;117.15;756.72;334.50;169.73;762.07;83.105;2058.2
876;253;256;270.37;117.15;756.72;264.35;189.21;758.65;72.335;1791.5
877;253;276;270.37;117.15;756.72;286.89;154.56;818.05;73.713;1825.6
878;254;256;334.50;169.73;762.07;264.35;189.21;758.65;72.889;1805.2
879;254;276;334.50;169.73;762.07;286.89;154.56;818.05;75.042;1858.5
880;254;278;334.50;169.73;762.07;361.04;132.92;821.21;74.543;1846.1
881;254;279;334.50;169.73;762.07;356.08;210.04;819.33;73.278;1814.8
882;255;263;457.74;320.74;761.81;430.23;382.26;784.82;71.218;1763.8
883;255;264;457.74;320.74;761.81;403.40;277.54;779.85;71.733;1776.5
884;255;282;457.74;320.74;761.81;455.51;290.71;826.64;71.484;1770.4
885;256;260;264.35;189.21;758.65;199.52;220.99;763.49;72.364;1792.2
886;256;273;264.35;189.21;758.65;218.77;177.08;813.32;72.199;1788.1
887;256;275;264.35;189.21;758.65;280.83;228.03;816.36;71.477;1770.2
888;256;276;264.35;189.21;758.65;286.89;154.56;818.05;72.360;1792.1
889;257;271;317.76;258.14;762.93;280.66;297.60;814.03;74.461;1844.1
890;257;275;317.76;258.14;762.93;280.83;228.03;816.36;71.596;1773.2
891;257;280;317.76;258.14;762.93;349.47;281.98;824.36;73.120;1810.9
892;258;259;243.93;384.77;763.14;311.85;404.45;761.18;70.743;1752.0
893;258;267;243.93;384.77;763.14;189.85;419.67;809.02;79.037;1957.4
894;258;268;243.93;384.77;763.14;210.59;345.90;810.95;70.053;1734.9
895;258;274;243.93;384.77;763.14;287.97;366.45;815.34;70.709;1751.2
896;259;262;311.85;404.45;761.18;341.46;339.50;777.33;73.183;1812.5
897;259;269;311.85;404.45;761.18;297.51;451.08;812.73;70.977;1757.8
898;259;272;311.85;404.45;761.18;368.46;400.50;817.37;79.854;1977.7
899;259;274;311.85;404.45;761.18;287.97;366.45;815.34;70.340;1742.0
900;260;270;199.52;220.99;763.49;211.64;270.40;811.94;70.254;1739.9
901;260;273;199.52;220.99;763.49;218.77;177.08;813.32;69.143;1712.4
902;261;266;166.39;307.47;768.94;140.23;362.46;804.95;70.752;1752.2
903;261;268;166.39;307.47;768.94;210.59;345.90;810.95;72.072;1784.9
904;261;270;166.39;307.47;768.94;211.64;270.40;811.94;72.597;1797.9
905;262;271;341.46;339.50;777.33;280.66;297.60;814.03;82.457;2042.1
906;262;272;341.46;339.50;777.33;368.46;400.50;817.37;77.795;1926.7
907;262;274;341.46;339.50;777.33;287.97;366.45;815.34;70.940;1756.9
908;262;280;341.46;339.50;777.33;349.47;281.98;824.36;74.733;1850.8
909;262;281;341.46;339.50;777.33;399.23;332.39;822.03;73.384;1817.4
910;263;272;430.23;382.26;784.82;368.46;400.50;817.37;72.159;1787.1
911;263;281;430.23;382.26;784.82;399.23;332.39;822.03;69.517;1721.6
912;264;265;403.40;277.54;779.85;450.78;228.95;791.16;68.802;1703.9
913;264;280;403.40;277.54;779.85;349.47;281.98;824.36;70.064;1735.2
914;264;281;403.40;277.54;779.85;399.23;332.39;822.03;69.320;1716.8
915;264;282;403.40;277.54;779.85;455.51;290.71;826.64;71.265;1765.0
916;265;277;450.78;228.95;791.16;417.99;176.35;824.99;70.604;1748.6
917;265;282;450.78;228.95;791.16;455.51;290.71;826.64;71.386;1767.9
918;266;267;140.23;362.46;804.95;189.85;419.67;809.02;75.836;1878.2
919;266;268;140.23;362.46;804.95;210.59;345.90;810.95;72.528;1796.2
920;267;268;189.85;419.67;809.02;210.59;345.90;810.95;76.652;1898.4
921;268;270;210.59;345.90;810.95;211.64;270.40;811.94;75.512;1870.1
922;270;271;211.64;270.40;811.94;280.66;297.60;814.03;74.212;1837.9
923;270;275;211.64;270.40;811.94;280.83;228.03;816.36;81.249;2012.2
924;271;274;280.66;297.60;814.03;287.97;366.45;815.34;69.246;1714.9
925;271;275;280.66;297.60;814.03;280.83;228.03;816.36;69.615;1724.1
926;271;280;280.66;297.60;814.03;349.47;281.98;824.36;71.314;1766.2
927;272;281;368.46;400.50;817.37;399.23;332.39;822.03;74.880;1854.5
928;273;276;218.77;177.08;813.32;286.89;154.56;818.05;71.897;1780.6
929;275;276;280.83;228.03;816.36;286.89;154.56;818.05;73.734;1826.1
930;276;278;286.89;154.56;818.05;361.04;132.92;821.21;77.309;1914.6
931;277;278;417.99;176.35;824.99;361.04;132.92;821.21;71.726;1776.4
932;277;279;417.99;176.35;824.99;356.08;210.04;819.33;70.707;1751.1
933;278;279;361.04;132.92;821.21;356.08;210.04;819.33;77.301;1914.4
934;279;280;356.08;210.04;819.33;349.47;281.98;824.36;72.413;1793.4
935;280;281;349.47;281.98;824.36;399.23;332.39;822.03;70.874;1755.3
936;281;282;399.23;332.39;822.03;455.51;290.71;826.64;70.184;1738.2
