bond_id;labelA;labelB;d1_vox;d2_vox;strain;broken;nx_A;ny_A;nz_A;nx_B;ny_B;nz_B;normal_dz
901;260;273;68.718;71.249;0.036822;1;199.52;220.99;763.49;218.77;177.08;813.32;0.721
902;261;266;69.779;124.163;0.779374;1;166.39;307.47;768.94;140.23;362.46;804.95;0.509
903;261;268;70.493;104.405;0.481075;1;166.39;307.47;768.94;210.59;345.90;810.95;0.583
904;261;270;71.766;74.173;0.033549;1;166.39;307.47;768.94;211.64;270.40;811.94;0.592
905;262;271;81.720;73.248;-0.103679;1;341.46;339.50;777.33;280.66;297.60;814.03;0.445
906;262;272;76.810;87.167;0.134840;1;341.46;339.50;777.33;368.46;400.50;817.37;0.515
907;262;274;70.457;38.030;-0.460236;1;341.46;339.50;777.33;287.97;366.45;815.34;0.536
908;262;280;73.633;64.170;-0.128514;1;341.46;339.50;777.33;349.47;281.98;824.36;0.629
909;262;281;72.790;64.754;-0.110403;1;341.46;339.50;777.33;399.23;332.39;822.03;0.609
910;263;272;70.942;41.697;-0.412243;1;430.23;382.26;784.82;368.46;400.50;817.37;0.451
911;263;281;68.409;96.110;0.404934;1;430.23;382.26;784.82;399.23;332.39;822.03;0.535
912;264;265;68.216;77.005;0.128836;1;403.40;277.54;779.85;450.78;228.95;791.16;0.164
913;264;280;69.108;0.706;-0.989782;1;403.40;277.54;779.85;349.47;281.98;824.36;0.635
914;264;281;67.807;0.558;-0.991770;1;403.40;277.54;779.85;399.23;332.39;822.03;0.608
915;264;282;69.935;127.891;0.828704;1;403.40;277.54;779.85;455.51;290.71;826.64;0.657
916;265;277;70.775;68.985;-0.025297;1;450.78;228.95;791.16;417.99;176.35;824.99;0.479
917;265;282;71.073;106.095;0.492768;1;450.78;228.95;791.16;455.51;290.71;826.64;0.497
918;266;267;75.309;76.829;0.020196;1;140.23;362.46;804.95;189.85;419.67;809.02;0.054
919;266;268;71.999;83.045;0.153415;1;140.23;362.46;804.95;210.59;345.90;810.95;0.083
920;267;268;76.739;9.940;-0.870472;1;189.85;419.67;809.02;210.59;345.90;810.95;0.025
921;268;270;75.363;89.541;0.188124;1;210.59;345.90;810.95;211.64;270.40;811.94;0.013
922;270;271;74.673;68.040;-0.088819;1;211.64;270.40;811.94;280.66;297.60;814.03;0.028
923;270;275;81.193;83.351;0.026584;1;211.64;270.40;811.94;280.83;228.03;816.36;0.054
924;271;274;69.187;96.460;0.394193;1;280.66;297.60;814.03;287.97;366.45;815.34;0.019
925;271;275;69.676;35.315;-0.493161;0;280.66;297.60;814.03;280.83;228.03;816.36;0.034
926;271;280;71.026;96.558;0.359463;1;280.66;297.60;814.03;349.47;281.98;824.36;0.145
927;272;281;75.479;89.705;0.188486;1;368.46;400.50;817.37;399.23;332.39;822.03;0.062
928;273;276;71.367;67.479;-0.054491;1;218.77;177.08;813.32;286.89;154.56;818.05;0.066
929;275;276;73.712;117.172;0.589600;1;280.83;228.03;816.36;286.89;154.56;818.05;0.023
930;276;278;77.107;92.193;0.195641;1;286.89;154.56;818.05;361.04;132.92;821.21;0.041
931;277;278;70.697;80.875;0.143966;1;417.99;176.35;824.99;361.04;132.92;821.21;-0.053
932;277;279;70.066;80.483;0.148666;1;417.99;176.35;824.99;356.08;210.04;819.33;-0.080
933;278;279;77.712;1.947;-0.974945;1;361.04;132.92;821.21;356.08;210.04;819.33;-0.024
934;279;280;72.446;141.615;0.954754;1;356.08;210.04;819.33;349.47;281.98;824.36;0.070
935;280;281;70.330;0.858;-0.987805;1;349.47;281.98;824.36;399.23;332.39;822.03;-0.033
936;281;282;69.498;127.905;0.840405;1;399.23;332.39;822.03;455.51;290.71;826.64;0.066
