bond_id;labelA;labelB;d1_vox;d2_vox;strain;broken;nx_A;ny_A;nz_A;nx_B;ny_B;nz_B;normal_dz
282;78;98;70.924;79.659;0.123160;1;220.37;323.43;288.56;252.62;278.73;333.44;0.631
283;79;86;79.694;69.933;-0.122473;1;472.30;216.41;294.23;485.27;294.25;305.39;0.140
284;79;89;70.762;71.968;0.017055;0;472.30;216.41;294.23;430.35;160.43;307.19;0.182
285;79;107;69.354;83.452;0.203284;1;472.30;216.41;294.23;475.72;242.28;358.48;0.927
286;80;104;69.665;151.667;1.177100;1;282.22;445.61;287.30;246.10;436.25;346.51;0.846
287;80;106;71.243;78.423;0.100785;1;282.22;445.61;287.30;315.57;449.94;350.45;0.883
288;81;85;69.481;100.905;0.452278;1;333.74;381.29;287.44;364.77;443.57;297.74;0.146
289;81;95;77.944;87.814;0.126642;1;333.74;381.29;287.44;262.81;371.51;318.96;0.403
290;81;105;68.887;135.453;0.966305;1;333.74;381.29;287.44;324.73;377.40;355.36;0.990
291;82;87;67.159;73.488;0.094245;1;200.06;241.66;290.04;252.95;202.66;302.88;0.192
292;82;88;72.862;78.534;0.077849;0;200.06;241.66;290.04;153.54;295.23;308.68;0.254
293;82;94;67.926;39.525;-0.418119;1;200.06;241.66;290.04;185.46;180.41;317.14;0.395
294;82;98;78.504;98.571;0.255615;1;200.06;241.66;290.04;252.62;278.73;333.44;0.559
295;82;103;73.038;51.348;-0.296974;0;200.06;241.66;290.04;154.73;232.86;347.09;0.777
296;83;84;75.623;1.594;-0.978915;1;435.27;342.47;294.58;369.67;303.42;294.36;-0.003
297;83;86;69.948;69.961;0.000187;1;435.27;342.47;294.58;485.27;294.25;305.39;0.154
298;83;92;72.040;140.995;0.957186;1;435.27;342.47;294.58;426.57;410.21;317.70;0.321
299;83;99;72.192;49.708;-0.311441;1;435.27;342.47;294.58;420.94;286.39;339.09;0.610
300;83;102;67.765;48.073;-0.290597;1;435.27;342.47;294.58;390.72;352.57;345.07;0.742
301;84;91;74.806;106.227;0.420029;1;369.67;303.42;294.36;385.48;231.89;310.64;0.217
302;84;99;70.326;50.826;-0.277271;1;369.67;303.42;294.36;420.94;286.39;339.09;0.638
303;84;101;70.037;83.307;0.189464;1;369.67;303.42;294.36;320.39;287.64;341.30;0.672
304;84;102;73.111;47.276;-0.353365;1;369.67;303.42;294.36;390.72;352.57;345.07;0.688
305;85;92;73.120;12.178;-0.833446;0;364.77;443.57;297.74;426.57;410.21;317.70;0.273
306;85;106;72.346;86.165;0.191012;1;364.77;443.57;297.74;315.57;449.94;350.45;0.728
307;86;99;71.831;36.019;-0.498558;1;485.27;294.25;305.39;420.94;286.39;339.09;0.461
308;86;107;74.439;46.101;-0.380687;1;485.27;294.25;305.39;475.72;242.28;358.48;0.709
309;86;112;71.955;69.229;-0.037889;1;485.27;294.25;305.39;480.39;314.20;375.11;0.959
310;87;94;72.399;92.744;0.281003;0;252.95;202.66;302.88;185.46;180.41;317.14;0.197
311;87;96;75.244;56.555;-0.248377;1;252.95;202.66;302.88;246.80;129.62;323.31;0.268
312;87;97;71.001;71.304;0.004268;1;252.95;202.66;302.88;315.94;221.36;328.64;0.365
313;87;109;73.111;72.455;-0.008980;1;252.95;202.66;302.88;241.05;218.88;373.20;0.961
314;88;103;72.991;94.603;0.296093;1;153.54;295.23;308.68;154.73;232.86;347.09;0.524
315;88;110;74.712;0.541;-0.992752;1;153.54;295.23;308.68;197.77;305.28;367.82;0.793
316;89;100;75.739;70.352;-0.071123;1;430.35;160.43;307.19;362.33;169.33;339.09;0.422
317;89;111;71.933;74.516;0.035907;1;430.35;160.43;307.19;417.59;154.85;377.27;0.981
318;90;96;77.003;87.474;0.135985;1;321.67;114.95;311.86;246.80;129.62;323.31;0.148
319;90;100;71.882;85.218;0.185528;1;321.67;114.95;311.86;362.33;169.33;339.09;0.372
320;90;108;73.349;130.423;0.778113;1;321.67;114.95;311.86;295.73;163.08;361.96;0.675
321;90;118;75.639;112.993;0.493854;1;321.67;114.95;311.86;342.98;114.31;384.60;0.960
322;91;97;72.363;70.220;-0.029608;1;385.48;231.89;310.64;315.94;221.36;328.64;0.248
323;91;99;71.270;106.882;0.499683;1;385.48;231.89;310.64;420.94;286.39;339.09;0.401
324;91;100;73.448;99.630;0.356477;1;385.48;231.89;310.64;362.33;169.33;339.09;0.392
325;91;113;73.056;107.845;0.476190;1;385.48;231.89;310.64;394.92;227.49;382.70;0.990
326;92;102;72.436;150.231;1.073965;1;426.57;410.21;317.70;390.72;352.57;345.07;0.374
327;92;116;71.481;104.956;0.468313;0;426.57;410.21;317.70;451.64;378.21;378.20;0.830
328;92;119;70.992;106.302;0.497376;1;426.57;410.21;317.70;400.18;426.03;381.53;0.901
329;93;95;70.903;60.736;-0.143398;1;195.74;394.56;315.92;262.81;371.51;318.96;0.043
330;93;104;71.898;79.385;0.104138;1;195.74;394.56;315.92;246.10;436.25;346.51;0.424
331;93;115;70.638;79.674;0.127922;1;195.74;394.56;315.92;168.35;369.42;376.14;0.851
332;94;96;79.824;114.744;0.437462;1;185.46;180.41;317.14;246.80;129.62;323.31;0.077
333;94;103;67.254;24.838;-0.630682;1;185.46;180.41;317.14;154.73;232.86;347.09;0.442
334;94;117;69.565;95.183;0.368257;1;185.46;180.41;317.14;207.79;152.36;377.68;0.860
335;95;104;72.352;95.704;0.322754;1;262.81;371.51;318.96;246.10;436.25;346.51;0.381
336;95;105;71.173;131.422;0.846500;1;262.81;371.51;318.96;324.73;377.40;355.36;0.505
337;95;114;72.357;88.055;0.216950;1;262.81;371.51;318.96;277.07;330.59;376.63;0.799
338;96;108;70.942;97.909;0.380115;1;246.80;129.62;323.31;295.73;163.08;361.96;0.546
339;96;117;70.724;51.134;-0.276991;1;246.80;129.62;323.31;207.79;152.36;377.68;0.769
340;97;100;70.501;67.659;-0.040309;1;315.94;221.36;328.64;362.33;169.33;339.09;0.148
341;97;101;68.343;70.906;0.037512;1;315.94;221.36;328.64;320.39;287.64;341.30;0.187
342;97;108;69.903;70.056;0.002189;1;315.94;221.36;328.64;295.73;163.08;361.96;0.475
343;97;120;69.638;110.846;0.591755;1;315.94;221.36;328.64;317.39;242.69;395.06;0.952
344;98;101;68.642;70.481;0.026795;1;252.62;278.73;333.44;320.39;287.64;341.30;0.114
345;98;109;73.251;64.992;-0.112754;1;252.62;278.73;333.44;241.05;218.88;373.20;0.546
346;98;110;70.115;99.580;0.420235;1;252.62;278.73;333.44;197.77;305.28;367.82;0.491
347;98;114;71.006;65.100;-0.083173;1;252.62;278.73;333.44;277.07;330.59;376.63;0.602
348;99;102;73.432;60.157;-0.180768;1;420.94;286.39;339.09;390.72;352.57;345.07;0.082
349;99;107;72.498;50.535;-0.302939;1;420.94;286.39;339.09;475.72;242.28;358.48;0.266
350;99;112;73.518;60.467;-0.177528;1;420.94;286.39;339.09;480.39;314.20;375.11;0.481
351;99;113;78.039;103.768;0.329696;0;420.94;286.39;339.09;394.92;227.49;382.70;0.561
352;99;124;69.926;39.707;-0.432148;1;420.94;286.39;339.09;423.82;290.43;408.89;0.997
353;100;108;69.989;87.872;0.255514;1;362.33;169.33;339.09;295.73;163.08;361.96;0.324
354;100;111;68.432;53.741;-0.214683;1;362.33;169.33;339.09;417.59;154.85;377.27;0.556
355;100;118;72.515;53.344;-0.264363;1;362.33;169.33;339.09;342.98;114.31;384.60;0.615
356;100;127;75.203;46.958;-0.375583;1;362.33;169.33;339.09;344.64;180.37;411.54;0.961
357;101;114;70.339;99.475;0.414234;1;320.39;287.64;341.30;277.07;330.59;376.63;0.501
358;101;120;70.246;71.286;0.014808;1;320.39;287.64;341.30;317.39;242.69;395.06;0.767
359;101;121;70.376;73.449;0.043665;1;320.39;287.64;341.30;357.99;312.46;394.76;0.765
360;102;105;71.222;88.457;0.241985;1;390.72;352.57;345.07;324.73;377.40;355.36;0.144
361;102;116;73.856;111.963;0.515974;1;390.72;352.57;345.07;451.64;378.21;378.20;0.448
362;102;119;82.722;112.287;0.357409;1;390.72;352.57;345.07;400.18;426.03;381.53;0.442
363;102;121;72.129;32.069;-0.555395;1;390.72;352.57;345.07;357.99;312.46;394.76;0.692
364;103;123;72.538;95.590;0.317794;1;154.73;232.86;347.09;143.01;276.21;404.00;0.785
365;103;125;72.234;77.592;0.074176;1;154.73;232.86;347.09;167.29;200.81;410.93;0.880
366;104;106;70.875;111.521;0.573493;1;246.10;436.25;346.51;315.57;449.94;350.45;0.055
367;104;122;67.796;1.519;-0.977597;1;246.10;436.25;346.51;209.89;417.90;401.40;0.804
368;104;126;75.018;65.543;-0.126310;1;246.10;436.25;346.51;280.12;416.26;410.15;0.850
369;105;106;73.128;71.512;-0.022093;1;324.73;377.40;355.36;315.57;449.94;350.45;-0.067
370;105;114;70.653;114.561;0.621463;0;324.73;377.40;355.36;277.07;330.59;376.63;0.303
371;105;126;80.734;76.177;-0.056448;0;324.73;377.40;355.36;280.12;416.26;410.15;0.679
372;105;131;71.115;0.670;-0.990575;1;324.73;377.40;355.36;356.64;379.84;417.89;0.890
373;106;126;77.378;78.035;0.008488;1;315.57;449.94;350.45;280.12;416.26;410.15;0.774
374;106;129;70.622;111.714;0.581850;1;315.57;449.94;350.45;342.95;449.34;415.02;0.921
375;107;112;74.557;67.980;-0.088208;1;475.72;242.28;358.48;480.39;314.20;375.11;0.225
376;107;128;69.902;83.752;0.198126;0;475.72;242.28;358.48;457.55;203.69;414.35;0.795
377;108;109;79.055;70.556;-0.107510;1;295.73;163.08;361.96;241.05;218.88;373.20;0.142
378;108;118;70.725;70.099;-0.008848;1;295.73;163.08;361.96;342.98;114.31;384.60;0.316
379;108;127;71.233;79.366;0.114180;0;295.73;163.08;361.96;344.64;180.37;411.54;0.691
380;108;133;71.183;1.218;-0.982892;1;295.73;163.08;361.96;278.01;183.60;428.02;0.925
381;109;117;73.927;114.279;0.545838;1;241.05;218.88;373.20;207.79;152.36;377.68;0.060
382;109;130;73.604;71.521;-0.028293;1;241.05;218.88;373.20;244.10;276.88;416.59;0.598
383;109;133;74.922;70.902;-0.053657;1;241.05;218.88;373.20;278.01;183.60;428.02;0.732
384;110;115;70.906;109.253;0.540813;1;197.77;305.28;367.82;168.35;369.42;376.14;0.117
385;110;123;71.583;73.782;0.030719;0;197.77;305.28;367.82;143.01;276.21;404.00;0.504
386;110;130;72.871;68.991;-0.053247;1;197.77;305.28;367.82;244.10;276.88;416.59;0.668
387;110;132;72.979;104.992;0.438661;1;197.77;305.28;367.82;226.64;346.99;421.24;0.725
388;111;113;75.369;15.890;-0.789171;1;417.59;154.85;377.27;394.92;227.49;382.70;0.071
389;111;128;72.901;73.854;0.013068;1;417.59;154.85;377.27;457.55;203.69;414.35;0.507
390;111;134;73.454;71.306;-0.029235;1;417.59;154.85;377.27;389.85;136.03;442.75;0.890
391;112;116;70.217;111.921;0.593921;1;480.39;314.20;375.11;451.64;378.21;378.20;0.044
392;112;124;70.504;38.874;-0.448622;1;480.39;314.20;375.11;423.82;290.43;408.89;0.482
393;113;120;79.243;114.980;0.450984;1;394.92;227.49;382.70;317.39;242.69;395.06;0.155
394;113;124;73.697;104.347;0.415896;1;394.92;227.49;382.70;423.82;290.43;408.89;0.354
395;113;127;74.937;30.670;-0.590717;1;394.92;227.49;382.70;344.64;180.37;411.54;0.386
396;113;128;73.980;60.015;-0.188775;1;394.92;227.49;382.70;457.55;203.69;414.35;0.427
397;113;136;68.267;69.108;0.012320;1;394.92;227.49;382.70;371.30;257.45;438.50;0.826
398;114;130;73.922;70.721;-0.043302;1;277.07;330.59;376.63;244.10;276.88;416.59;0.536
399;114;132;68.977;105.523;0.529838;1;277.07;330.59;376.63;226.64;346.99;421.24;0.644
400;114;137;71.357;70.813;-0.007626;1;277.07;330.59;376.63;302.05;310.80;440.79;0.896
401;115;122;68.556;98.712;0.439872;1;168.35;369.42;376.14;209.89;417.90;401.40;0.368
402;115;132;76.432;75.350;-0.014162;1;168.35;369.42;376.14;226.64;346.99;421.24;0.585
403;115;135;69.950;55.118;-0.212037;1;168.35;369.42;376.14;160.70;363.57;445.53;0.991
404;116;119;70.391;1.975;-0.971946;1;451.64;378.21;378.20;400.18;426.03;381.53;0.047
405;116;138;73.816;79.696;0.079666;1;451.64;378.21;378.20;448.91;376.82;452.14;0.999
406;117;125;71.234;96.403;0.353332;1;207.79;152.36;377.68;167.29;200.81;410.93;0.466
407;118;127;70.377;53.314;-0.242456;1;342.98;114.31;384.60;344.64;180.37;411.54;0.378
408;118;134;77.547;65.551;-0.154685;1;342.98;114.31;384.60;389.85;136.03;442.75;0.748
409;118;140;79.017;65.231;-0.174466;1;342.98;114.31;384.60;294.74;116.39;446.45;0.788
410;119;129;68.954;143.417;1.079887;0;400.18;426.03;381.53;342.95;449.34;415.02;0.477
411;119;131;72.365;99.791;0.379000;1;400.18;426.03;381.53;356.64;379.84;417.89;0.497
412;119;139;67.828;49.208;-0.274526;1;400.18;426.03;381.53;396.96;427.26;449.74;0.999
413;120;127;69.810;120.194;0.721729;1;317.39;242.69;395.06;344.64;180.37;411.54;0.236
414;120;133;78.458;90.779;0.157042;1;317.39;242.69;395.06;278.01;183.60;428.02;0.421
415;120;136;70.287;71.663;0.019573;1;317.39;242.69;395.06;371.30;257.45;438.50;0.614
416;120;145;70.561;69.908;-0.009254;1;317.39;242.69;395.06;309.06;241.67;464.51;0.993
417;121;124;69.515;86.407;0.243006;1;357.99;312.46;394.76;423.82;290.43;408.89;0.199
418;121;131;71.218;71.519;0.004224;1;357.99;312.46;394.76;356.64;379.84;417.89;0.325
419;121;136;71.411;112.072;0.569399;1;357.99;312.46;394.76;371.30;257.45;438.50;0.611
420;121;137;72.221;89.638;0.241168;1;357.99;312.46;394.76;302.05;310.80;440.79;0.635
421;121;143;69.609;89.804;0.290118;1;357.99;312.46;394.76;392.35;331.56;453.26;0.830
422;122;126;70.115;65.951;-0.059383;1;209.89;417.90;401.40;280.12;416.26;410.15;0.124
423;122;132;75.139;112.506;0.497301;1;209.89;417.90;401.40;226.64;346.99;421.24;0.263
424;122;146;70.756;72.634;0.026536;1;209.89;417.90;401.40;234.97;432.70;466.13;0.912
425;123;125;78.654;92.137;0.171431;1;143.01;276.21;404.00;167.29;200.81;410.93;0.087
426;123;144;70.701;114.623;0.621237;1;143.01;276.21;404.00;185.80;297.45;456.93;0.742
427;123;147;70.275;69.623;-0.009276;1;143.01;276.21;404.00;144.96;241.59;465.58;0.871
428;124;136;69.121;92.775;0.342211;1;423.82;290.43;408.89;371.30;257.45;438.50;0.431
429;124;141;71.143;87.260;0.226545;1;423.82;290.43;408.89;476.70;262.64;447.86;0.546
430;124;143;67.795;80.704;0.190411;0;423.82;290.43;408.89;392.35;331.56;453.26;0.651
431;125;142;70.435;67.459;-0.042249;0;167.29;200.81;410.93;220.85;220.57;452.52;0.589
432;125;147;71.066;70.967;-0.001398;1;167.29;200.81;410.93;144.96;241.59;465.58;0.762
433;126;129;70.929;89.481;0.261551;1;280.12;416.26;410.15;342.95;449.34;415.02;0.068
434;126;146;73.076;112.046;0.533285;1;280.12;416.26;410.15;234.97;432.70;466.13;0.759
435;126;148;73.365;70.734;-0.035861;1;280.12;416.26;410.15;274.71;371.06;467.49;0.783
436;126;150;74.769;85.689;0.146039;1;280.12;416.26;410.15;303.32;451.59;472.59;0.828
437;127;133;68.661;79.264;0.154426;1;344.64;180.37;411.54;278.01;183.60;428.02;0.240
438;127;134;69.766;57.755;-0.172161;1;344.64;180.37;411.54;389.85;136.03;442.75;0.442
439;127;149;71.755;95.436;0.330019;1;344.64;180.37;411.54;364.25;197.78;477.98;0.930
440;128;141;70.276;77.102;0.097143;0;457.55;203.69;414.35;476.70;262.64;447.86;0.476
441;128;151;71.646;1.458;-0.979645;1;457.55;203.69;414.35;448.25;189.71;483.47;0.972
442;129;131;70.384;73.231;0.040459;1;342.95;449.34;415.02;356.64;379.84;417.89;0.040
443;129;139;67.214;133.878;0.991805;1;342.95;449.34;415.02;396.96;427.26;449.74;0.511
444;129;150;69.373;47.338;-0.317633;1;342.95;449.34;415.02;303.32;451.59;472.59;0.823
445;130;132;71.942;71.416;-0.007313;1;244.10;276.88;416.59;226.64;346.99;421.24;0.064
446;130;137;71.410;68.169;-0.045386;1;244.10;276.88;416.59;302.05;310.80;440.79;0.339
447;130;142;70.994;78.439;0.104873;1;244.10;276.88;416.59;220.85;220.57;452.52;0.508
448;130;144;72.928;87.501;0.199837;0;244.10;276.88;416.59;185.80;297.45;456.93;0.546
449;130;153;72.247;69.928;-0.032094;1;244.10;276.88;416.59;251.88;269.79;488.38;0.989
450;131;139;69.189;116.607;0.685349;1;356.64;379.84;417.89;396.96;427.26;449.74;0.456
451;131;143;69.953;92.183;0.317790;1;356.64;379.84;417.89;392.35;331.56;453.26;0.507
452;131;152;72.298;72.423;0.001721;1;356.64;379.84;417.89;341.55;384.83;488.43;0.976
453;132;135;71.309;58.745;-0.176201;1;226.64;346.99;421.24;160.70;363.57;445.53;0.336
454;132;144;73.338;60.395;-0.176478;1;226.64;346.99;421.24;185.80;297.45;456.93;0.486
455;132;148;71.423;73.333;0.026752;1;226.64;346.99;421.24;274.71;371.06;467.49;0.652
456;133;140;71.163;67.778;-0.047565;1;278.01;183.60;428.02;294.74;116.39;446.45;0.257
457;133;142;72.624;69.841;-0.038333;1;278.01;183.60;428.02;220.85;220.57;452.52;0.339
458;133;145;75.441;113.842;0.509023;1;278.01;183.60;428.02;309.06;241.67;464.51;0.485
459;133;158;74.092;72.972;-0.015124;1;278.01;183.60;428.02;296.37;181.36;499.34;0.968
460;134;149;74.960;76.876;0.025558;1;389.85;136.03;442.75;364.25;197.78;477.98;0.466
461;134;162;73.426;46.467;-0.367148;1;389.85;136.03;442.75;401.46;145.84;514.93;0.979
462;135;144;71.516;75.543;0.056308;1;160.70;363.57;445.53;185.80;297.45;456.93;0.159
463;135;160;70.273;21.148;-0.699055;1;160.70;363.57;445.53;180.36;394.56;505.21;0.852
464;136;143;77.884;97.246;0.248606;0;371.30;257.45;438.50;392.35;331.56;453.26;0.188
465;136;145;68.559;107.151;0.562895;1;371.30;257.45;438.50;309.06;241.67;464.51;0.375
466;136;149;71.664;68.871;-0.038973;1;371.30;257.45;438.50;364.25;197.78;477.98;0.549
467;136;156;70.701;74.945;0.060030;1;371.30;257.45;438.50;414.03;277.19;490.47;0.741
468;136;159;69.977;81.307;0.161903;0;371.30;257.45;438.50;347.01;294.35;492.99;0.777
469;137;145;74.457;70.397;-0.054533;1;302.05;310.80;440.79;309.06;241.67;464.51;0.323
470;137;148;71.223;71.053;-0.002387;0;302.05;310.80;440.79;274.71;371.06;467.49;0.374
471;137;153;80.832;70.902;-0.122850;1;302.05;310.80;440.79;251.88;269.79;488.38;0.592
472;137;159;70.866;98.730;0.393194;0;302.05;310.80;440.79;347.01;294.35;492.99;0.737
473;138;139;72.117;64.826;-0.101107;1;448.91;376.82;452.14;396.96;427.26;449.74;-0.033
474;138;143;72.359;82.226;0.136359;1;448.91;376.82;452.14;392.35;331.56;453.26;0.015
475;138;157;73.232;68.727;-0.061516;1;448.91;376.82;452.14;471.17;318.35;490.72;0.525
476;139;152;79.489;119.729;0.506237;0;396.96;427.26;449.74;341.55;384.83;488.43;0.485
477;139;163;68.640;96.473;0.405484;1;396.96;427.26;449.74;408.53;414.54;516.23;0.968
478;140;155;72.739;72.758;0.000264;1;294.74;116.39;446.45;238.91;131.78;491.81;0.617
479;140;164;73.125;69.584;-0.048430;1;294.74;116.39;446.45;309.92;114.40;518.09;0.978
480;141;156;76.998;73.272;-0.048396;1;476.70;262.64;447.86;414.03;277.19;490.47;0.552
481;141;157;70.182;69.262;-0.013106;0;476.70;262.64;447.86;471.17;318.35;490.72;0.608
482;141;167;75.627;1.250;-0.983466;1;476.70;262.64;447.86;470.40;246.92;521.17;0.974
483;142;153;68.686;70.995;0.033621;1;220.85;220.57;452.52;251.88;269.79;488.38;0.525
484;142;154;72.063;87.590;0.215467;1;220.85;220.57;452.52;179.70;172.48;488.44;0.494
485;142;165;72.508;68.780;-0.051413;1;220.85;220.57;452.52;234.41;205.82;522.12;0.961
486;143;152;81.482;99.491;0.221015;1;392.35;331.56;453.26;341.55;384.83;488.43;0.431
487;143;156;69.291;35.728;-0.484386;0;392.35;331.56;453.26;414.03;277.19;490.47;0.537
488;143;159;70.012;80.451;0.149113;1;392.35;331.56;453.26;347.01;294.35;492.99;0.561
489;143;166;69.283;49.461;-0.286103;0;392.35;331.56;453.26;390.29;344.38;521.01;0.982
490;144;147;69.797;104.973;0.503972;1;185.80;297.45;456.93;144.96;241.59;465.58;0.124
491;144;153;77.447;92.572;0.195294;1;185.80;297.45;456.93;251.88;269.79;488.38;0.402
492;144;161;73.004;53.274;-0.270261;1;185.80;297.45;456.93;223.04;334.42;507.14;0.691
493;144;174;81.600;49.888;-0.388627;1;185.80;297.45;456.93;199.55;267.67;531.55;0.915
494;145;149;71.665;91.738;0.280091;1;309.06;241.67;464.51;364.25;197.78;477.98;0.188
495;145;153;69.165;1.022;-0.985226;1;309.06;241.67;464.51;251.88;269.79;488.38;0.351
496;145;158;70.263;90.175;0.283388;1;309.06;241.67;464.51;296.37;181.36;499.34;0.492
497;145;159;71.320;69.130;-0.030701;1;309.06;241.67;464.51;347.01;294.35;492.99;0.402
498;145;172;70.292;107.843;0.534206;1;309.06;241.67;464.51;327.06;236.68;532.43;0.964
499;146;148;72.921;70.737;-0.029952;1;234.97;432.70;466.13;274.71;371.06;467.49;0.018
500;146;150;71.079;77.804;0.094609;1;234.97;432.70;466.13;303.32;451.59;472.59;0.091
501;146;160;77.553;96.640;0.246121;1;234.97;432.70;466.13;180.36;394.56;505.21;0.506
502;146;173;70.495;71.929;0.020330;1;234.97;432.70;466.13;228.75;435.34;536.51;0.995
503;147;154;80.651;69.872;-0.133645;1;144.96;241.59;465.58;179.70;172.48;488.44;0.283
504;147;168;68.259;74.912;0.097460;1;144.96;241.59;465.58;148.10;221.50;530.49;0.954
505;148;152;72.118;71.629;-0.006776;1;274.71;371.06;467.49;341.55;384.83;488.43;0.293
506;148;161;74.253;73.660;-0.007986;1;274.71;371.06;467.49;223.04;334.42;507.14;0.531
507;148;175;68.442;83.326;0.217469;1;274.71;371.06;467.49;276.02;386.05;534.74;0.976
508;149;158;72.797;3.090;-0.957554;1;364.25;197.78;477.98;296.37;181.36;499.34;0.293
509;149;162;72.661;65.278;-0.101609;1;364.25;197.78;477.98;401.46;145.84;514.93;0.501
510;149;172;76.610;71.798;-0.062820;1;364.25;197.78;477.98;327.06;236.68;532.43;0.711
511;149;176;71.952;77.039;0.070707;0;364.25;197.78;477.98;405.17;221.37;532.48;0.756
512;149;177;78.314;74.217;-0.052316;1;364.25;197.78;477.98;346.40;173.09;550.00;0.921
513;150;152;78.647;80.520;0.023811;1;303.32;451.59;472.59;341.55;384.83;488.43;0.202
514;150;171;72.563;96.027;0.323355;1;303.32;451.59;472.59;345.22;445.72;531.11;0.810
515;151;162;71.189;101.118;0.420410;1;448.25;189.71;483.47;401.46;145.84;514.93;0.440
516;151;167;71.226;77.206;0.083953;1;448.25;189.71;483.47;470.40;246.92;521.17;0.524
517;151;176;71.795;92.183;0.283981;1;448.25;189.71;483.47;405.17;221.37;532.48;0.676
518;152;163;76.582;112.450;0.468364;1;341.55;384.83;488.43;408.53;414.54;516.23;0.355
519;152;166;71.043;70.767;-0.003879;1;341.55;384.83;488.43;390.29;344.38;521.01;0.457
520;152;171;73.847;73.627;-0.002972;1;341.55;384.83;488.43;345.22;445.72;531.11;0.573
521;152;175;80.200;77.634;-0.031990;1;341.55;384.83;488.43;276.02;386.05;534.74;0.577
522;152;182;72.150;76.377;0.058587;1;341.55;384.83;488.43;340.23;379.10;560.40;0.997
523;153;161;71.797;100.227;0.395976;1;251.88;269.79;488.38;223.04;334.42;507.14;0.256
524;153;165;75.034;70.334;-0.062643;1;251.88;269.79;488.38;234.41;205.82;522.12;0.454
525;153;170;70.876;72.974;0.029606;1;251.88;269.79;488.38;289.10;316.71;526.94;0.541
526;153;174;67.324;85.595;0.271393;0;251.88;269.79;488.38;199.55;267.67;531.55;0.636
527;154;155;71.603;73.308;0.023804;1;179.70;172.48;488.44;238.91;131.78;491.81;0.047
528;154;165;71.210;90.428;0.269888;1;179.70;172.48;488.44;234.41;205.82;522.12;0.465
529;154;168;71.468;76.618;0.072059;1;179.70;172.48;488.44;148.10;221.50;530.49;0.585
530;154;178;72.667;101.555;0.397544;1;179.70;172.48;488.44;183.99;166.42;560.97;0.995
531;155;158;76.302;113.654;0.489538;1;238.91;131.78;491.81;296.37;181.36;499.34;0.099
532;155;164;77.540;86.136;0.110848;1;238.91;131.78;491.81;309.92;114.40;518.09;0.338
533;155;165;80.855;97.143;0.201447;1;238.91;131.78;491.81;234.41;205.82;522.12;0.378
534;155;181;70.965;124.223;0.750474;1;238.91;131.78;491.81;246.24;124.95;561.69;0.990
535;156;157;70.158;89.678;0.278227;1;414.03;277.19;490.47;471.17;318.35;490.72;0.004
536;156;159;70.341;71.047;0.010046;1;414.03;277.19;490.47;347.01;294.35;492.99;0.036
537;156;166;77.713;74.555;-0.040639;1;414.03;277.19;490.47;390.29;344.38;521.01;0.394
538;156;167;69.436;72.879;0.049590;1;414.03;277.19;490.47;470.40;246.92;521.17;0.433
539;156;176;69.971;78.219;0.117872;1;414.03;277.19;490.47;405.17;221.37;532.48;0.597
540;156;180;69.363;71.832;0.035593;1;414.03;277.19;490.47;415.48;289.60;558.92;0.984
541;157;167;77.913;68.403;-0.122071;1;471.17;318.35;490.72;470.40;246.92;521.17;0.392
542;157;179;69.626;70.116;0.007042;0;471.17;318.35;490.72;460.18;348.77;552.02;0.884
543;158;164;70.372;76.135;0.081895;1;296.37;181.36;499.34;309.92;114.40;518.09;0.265
544;158;165;71.463;71.133;-0.004615;1;296.37;181.36;499.34;234.41;205.82;522.12;0.323
545;158;172;71.031;71.404;0.005259;0;296.37;181.36;499.34;327.06;236.68;532.43;0.463
546;158;177;71.723;75.026;0.046056;1;296.37;181.36;499.34;346.40;173.09;550.00;0.707
547;158;187;83.295;58.386;-0.299045;1;296.37;181.36;499.34;284.34;192.91;581.19;0.980
548;159;166;71.060;101.738;0.431717;0;347.01;294.35;492.99;390.29;344.38;521.01;0.390
549;159;170;69.858;89.196;0.276824;0;347.01;294.35;492.99;289.10;316.71;526.94;0.480
550;159;172;73.430;87.754;0.195067;1;347.01;294.35;492.99;327.06;236.68;532.43;0.543
551;159;183;69.788;86.466;0.238987;1;347.01;294.35;492.99;347.91;302.73;563.01;0.993
552;160;161;73.472;71.605;-0.025411;1;180.36;394.56;505.21;223.04;334.42;507.14;0.026
553;160;173;70.385;120.247;0.708427;1;180.36;394.56;505.21;228.75;435.34;536.51;0.443
554;160;184;70.127;74.085;0.056429;1;180.36;394.56;505.21;152.55;361.63;560.57;0.789
555;161;170;71.147;46.477;-0.346739;0;223.04;334.42;507.14;289.10;316.71;526.94;0.278
556;161;174;74.918;88.007;0.174706;0;223.04;334.42;507.14;199.55;267.67;531.55;0.326
557;161;175;78.731;92.006;0.168605;1;223.04;334.42;507.14;276.02;386.05;534.74;0.349
558;161;186;72.015;69.437;-0.035799;1;223.04;334.42;507.14;221.69;358.53;574.71;0.942
559;162;176;77.528;84.338;0.087837;0;401.46;145.84;514.93;405.17;221.37;532.48;0.226
560;162;177;70.737;30.185;-0.573281;1;401.46;145.84;514.93;346.40;173.09;550.00;0.496
561;162;189;76.211;78.821;0.034254;1;401.46;145.84;514.93;397.76;145.41;591.58;0.999
562;163;166;73.155;56.917;-0.221958;1;408.53;414.54;516.23;390.29;344.38;521.01;0.066
