bond_id;labelA;labelB;cx_A;cy_A;cz_A;cx_B;cy_B;cz_B;dist_vox;dist_um
356;122;133;272.51;392.89;322.31;342.50;391.60;341.43;72.563;1797.1
357;122;138;272.51;392.89;322.31;276.99;333.25;367.68;75.069;1859.2
358;122;149;272.51;392.89;322.31;261.74;396.68;394.95;73.533;1821.1
359;123;126;395.71;273.57;322.25;463.29;293.20;338.07;72.128;1786.3
360;123;134;395.71;273.57;322.25;410.41;341.63;347.07;73.917;1830.6
361;123;143;395.71;273.57;322.25;369.58;236.64;376.94;70.970;1757.6
362;124;130;381.87;186.30;325.17;342.41;129.26;342.03;71.385;1767.9
363;124;139;381.87;186.30;325.17;433.81;201.51;375.81;74.122;1835.7
364;124;143;381.87;186.30;325.17;369.58;236.64;376.94;73.244;1814.0
365;124;152;381.87;186.30;325.17;383.61;153.81;393.16;75.385;1867.0
366;125;137;195.03;228.81;333.78;227.96;286.32;352.60;68.894;1706.2
367;125;142;195.03;228.81;333.78;246.74;214.43;376.08;68.341;1692.5
368;125;145;195.03;228.81;333.78;138.98;233.99;377.47;71.255;1764.7
369;126;134;463.29;293.20;338.07;410.41;341.63;347.07;72.272;1789.9
370;126;154;463.29;293.20;338.07;465.93;265.38;402.85;70.555;1747.4
371;127;145;124.41;289.34;336.63;138.98;233.99;377.47;70.313;1741.4
372;127;153;124.41;289.34;336.63;131.64;316.11;402.17;71.170;1762.6
373;128;141;227.03;446.43;336.77;286.73;465.83;374.60;73.284;1815.0
374;128;149;227.03;446.43;336.77;261.74;396.68;394.95;84.045;2081.4
375;128;155;227.03;446.43;336.77;218.82;451.74;409.37;73.252;1814.2
376;129;130;297.64;183.76;340.64;342.41;129.26;342.03;70.545;1747.1
377;129;142;297.64;183.76;340.64;246.74;214.43;376.08;69.187;1713.5
378;129;144;297.64;183.76;340.64;288.96;127.77;382.16;70.240;1739.6
379;129;156;297.64;183.76;340.64;319.31;196.57;408.41;72.300;1790.6
380;130;144;342.41;129.26;342.03;288.96;127.77;382.16;66.850;1655.6
381;130;152;342.41;129.26;342.03;383.61;153.81;393.16;70.111;1736.4
382;131;134;442.48;401.87;339.77;410.41;341.63;347.07;68.632;1699.7
383;131;151;442.48;401.87;339.77;470.52;440.02;392.85;71.133;1761.7
384;131;160;442.48;401.87;339.77;460.25;371.41;408.53;77.272;1913.7
385;133;147;342.50;391.60;341.43;342.16;338.93;385.23;68.511;1696.7
386;133;157;342.50;391.60;341.43;329.60;407.94;410.35;71.998;1783.1
387;134;147;410.41;341.63;347.07;342.16;338.93;385.23;78.244;1937.8
388;134;158;410.41;341.63;347.07;400.33;298.80;405.22;72.920;1805.9
389;134;163;410.41;341.63;347.07;390.36;371.49;419.97;81.296;2013.4
390;135;148;153.20;384.32;348.73;208.40;347.29;385.28;75.864;1878.9
391;135;162;153.20;384.32;348.73;154.02;380.59;422.34;73.714;1825.6
392;136;138;314.11;272.61;349.40;276.99;333.25;367.68;73.410;1818.1
393;136;143;314.11;272.61;349.40;369.58;236.64;376.94;71.624;1773.8
394;136;147;314.11;272.61;349.40;342.16;338.93;385.23;80.429;1991.9
395;136;159;314.11;272.61;349.40;272.03;273.65;405.92;70.468;1745.2
396;137;138;227.96;286.32;352.60;276.99;333.25;367.68;69.529;1722.0
397;137;142;227.96;286.32;352.60;246.74;214.43;376.08;77.935;1930.1
398;137;148;227.96;286.32;352.60;208.40;347.29;385.28;71.877;1780.1
399;137;159;227.96;286.32;352.60;272.03;273.65;405.92;70.327;1741.7
400;137;161;227.96;286.32;352.60;205.00;257.14;411.63;69.735;1727.1
401;138;147;276.99;333.25;367.68;342.16;338.93;385.23;67.727;1677.3
402;138;148;276.99;333.25;367.68;208.40;347.29;385.28;72.186;1787.8
403;138;149;276.99;333.25;367.68;261.74;396.68;394.95;70.708;1751.2
404;138;159;276.99;333.25;367.68;272.03;273.65;405.92;70.983;1758.0
405;138;167;276.99;333.25;367.68;264.29;339.10;436.71;70.429;1744.2
406;139;143;433.81;201.51;375.81;369.58;236.64;376.94;73.216;1813.3
407;139;152;433.81;201.51;375.81;383.61;153.81;393.16;71.391;1768.1
408;139;154;433.81;201.51;375.81;465.93;265.38;402.85;76.431;1892.9
409;140;154;511.86;211.91;372.98;465.93;265.38;402.85;76.559;1896.1
410;141;149;286.73;465.83;374.60;261.74;396.68;394.95;76.291;1889.4
411;141;150;286.73;465.83;374.60;340.69;521.74;389.17;79.055;1957.9
412;141;155;286.73;465.83;374.60;218.82;451.74;409.37;77.580;1921.3
413;141;157;286.73;465.83;374.60;329.60;407.94;410.35;80.422;1991.7
414;141;169;286.73;465.83;374.60;283.45;478.69;443.97;70.623;1749.0
415;142;146;246.74;214.43;376.08;219.88;148.42;387.43;72.158;1787.1
416;142;156;246.74;214.43;376.08;319.31;196.57;408.41;81.421;2016.5
417;142;159;246.74;214.43;376.08;272.03;273.65;405.92;70.974;1757.7
418;142;161;246.74;214.43;376.08;205.00;257.14;411.63;69.497;1721.2
419;142;170;246.74;214.43;376.08;260.13;214.36;444.77;69.973;1733.0
420;143;156;369.58;236.64;376.94;319.31;196.57;408.41;71.578;1772.7
421;143;158;369.58;236.64;376.94;400.33;298.80;405.22;74.897;1854.9
422;143;166;369.58;236.64;376.94;335.80;286.33;432.75;82.011;2031.1
423;143;172;369.58;236.64;376.94;381.24;232.80;444.64;68.813;1704.2
424;144;146;288.96;127.77;382.16;219.88;148.42;387.43;72.298;1790.5
425;144;156;288.96;127.77;382.16;319.31;196.57;408.41;79.653;1972.7
426;144;171;288.96;127.77;382.16;278.13;144.16;448.66;69.338;1717.2
427;145;161;138.98;233.99;377.47;205.00;257.14;411.63;77.854;1928.1
428;145;165;138.98;233.99;377.47;174.58;194.30;424.27;70.935;1756.8
429;145;173;138.98;233.99;377.47;143.29;261.18;447.55;75.292;1864.7
430;146;165;219.88;148.42;387.43;174.58;194.30;424.27;74.257;1839.1
431;147;157;342.16;338.93;385.23;329.60;407.94;410.35;74.501;1845.1
432;147;158;342.16;338.93;385.23;400.33;298.80;405.22;73.436;1818.7
433;147;163;342.16;338.93;385.23;390.36;371.49;419.97;67.750;1677.9
434;147;166;342.16;338.93;385.23;335.80;286.33;432.75;71.170;1762.6
435;148;149;208.40;347.29;385.28;261.74;396.68;394.95;73.336;1816.2
436;148;162;208.40;347.29;385.28;154.02;380.59;422.34;73.760;1826.7
437;148;167;208.40;347.29;385.28;264.29;339.10;436.71;76.389;1891.8
438;148;174;208.40;347.29;385.28;188.76;315.98;446.76;71.737;1776.6
439;148;176;208.40;347.29;385.28;218.35;388.22;451.32;78.333;1940.0
440;149;155;261.74;396.68;394.95;218.82;451.74;409.37;71.277;1765.3
441;149;157;261.74;396.68;394.95;329.60;407.94;410.35;70.489;1745.7
442;149;167;261.74;396.68;394.95;264.29;339.10;436.71;71.174;1762.7
443;149;176;261.74;396.68;394.95;218.35;388.22;451.32;71.635;1774.1
444;149;182;261.74;396.68;394.95;284.83;404.46;474.71;83.400;2065.5
445;150;168;340.69;521.74;389.17;357.42;471.56;438.09;72.048;1784.3
446;151;160;470.52;440.02;392.85;460.25;371.41;408.53;71.118;1761.3
447;151;164;470.52;440.02;392.85;427.09;482.95;421.03;67.258;1665.7
448;152;156;383.61;153.81;393.16;319.31;196.57;408.41;78.721;1949.6
449;152;177;383.61;153.81;393.16;349.00;148.11;456.86;72.717;1800.9
450;153;162;131.64;316.11;402.17;154.02;380.59;422.34;71.171;1762.6
451;153;173;131.64;316.11;402.17;143.29;261.18;447.55;72.199;1788.1
452;153;174;131.64;316.11;402.17;188.76;315.98;446.76;72.461;1794.6
453;154;158;465.93;265.38;402.85;400.33;298.80;405.22;73.665;1824.4
454;154;175;465.93;265.38;402.85;479.58;316.14;449.93;70.572;1747.8
455;155;169;218.82;451.74;409.37;283.45;478.69;443.97;78.105;1934.3
456;155;176;218.82;451.74;409.37;218.35;388.22;451.32;76.124;1885.3
457;155;186;218.82;451.74;409.37;224.91;460.23;480.46;71.858;1779.6
458;156;170;319.31;196.57;408.41;260.13;214.36;444.77;71.695;1775.6
459;156;171;319.31;196.57;408.41;278.13;144.16;448.66;77.861;1928.3
460;156;172;319.31;196.57;408.41;381.24;232.80;444.64;80.377;1990.6
461;156;177;319.31;196.57;408.41;349.00;148.11;456.86;74.686;1849.7
462;156;184;319.31;196.57;408.41;323.26;212.41;479.40;72.842;1804.0
463;157;163;329.60;407.94;410.35;390.36;371.49;419.97;71.504;1770.9
464;157;168;329.60;407.94;410.35;357.42;471.56;438.09;74.779;1852.0
465;157;179;329.60;407.94;410.35;328.20;345.69;466.52;83.856;2076.8
466;157;182;329.60;407.94;410.35;284.83;404.46;474.71;78.479;1943.6
467;157;187;329.60;407.94;410.35;361.10;409.02;475.39;72.272;1789.9
468;158;163;400.33;298.80;405.22;390.36;371.49;419.97;74.835;1853.4
469;158;166;400.33;298.80;405.22;335.80;286.33;432.75;71.258;1764.8
470;158;172;400.33;298.80;405.22;381.24;232.80;444.64;79.219;1961.9
471;158;180;400.33;298.80;405.22;419.01;288.21;473.62;71.696;1775.6
472;159;161;272.03;273.65;405.92;205.00;257.14;411.63;69.269;1715.5
473;159;166;272.03;273.65;405.92;335.80;286.33;432.75;70.331;1741.8
474;159;167;272.03;273.65;405.92;264.29;339.10;436.71;72.744;1801.6
475;159;170;272.03;273.65;405.92;260.13;214.36;444.77;71.877;1780.1
476;159;181;272.03;273.65;405.92;281.17;276.02;475.64;70.361;1742.6
477;160;163;460.25;371.41;408.53;390.36;371.49;419.97;70.827;1754.1
478;160;175;460.25;371.41;408.53;479.58;316.14;449.93;71.712;1776.0
479;160;183;460.25;371.41;408.53;433.05;365.81;474.38;71.471;1770.1
480;161;165;205.00;257.14;411.63;174.58;194.30;424.27;70.950;1757.2
481;161;170;205.00;257.14;411.63;260.13;214.36;444.77;77.243;1913.0
482;161;173;205.00;257.14;411.63;143.29;261.18;447.55;71.521;1771.3
483;161;174;205.00;257.14;411.63;188.76;315.98;446.76;70.436;1744.4
484;161;188;205.00;257.14;411.63;215.88;255.04;480.80;70.054;1735.0
485;162;174;154.02;380.59;422.34;188.76;315.98;446.76;77.311;1914.7
486;162;176;154.02;380.59;422.34;218.35;388.22;451.32;70.967;1757.6
487;162;191;154.02;380.59;422.34;163.74;394.20;497.43;76.930;1905.2
488;163;179;390.36;371.49;419.97;328.20;345.69;466.52;81.828;2026.5
489;163;183;390.36;371.49;419.97;433.05;365.81;474.38;69.386;1718.4
490;163;187;390.36;371.49;419.97;361.10;409.02;475.39;73.044;1809.0
491;164;168;427.09;482.95;421.03;357.42;471.56;438.09;72.634;1798.9
492;164;185;427.09;482.95;421.03;436.86;434.14;473.76;72.515;1795.9
493;165;173;174.58;194.30;424.27;143.29;261.18;447.55;77.414;1917.2
494;166;172;335.80;286.33;432.75;381.24;232.80;444.64;71.223;1763.9
495;166;179;335.80;286.33;432.75;328.20;345.69;466.52;68.718;1701.9
496;166;181;335.80;286.33;432.75;281.17;276.02;475.64;70.216;1739.0
497;167;174;264.29;339.10;436.71;188.76;315.98;446.76;79.622;1971.9
498;167;176;264.29;339.10;436.71;218.35;388.22;451.32;68.818;1704.3
499;167;179;264.29;339.10;436.71;328.20;345.69;466.52;70.837;1754.3
500;167;181;264.29;339.10;436.71;281.17;276.02;475.64;76.026;1882.9
501;167;182;264.29;339.10;436.71;284.83;404.46;474.71;78.344;1940.3
502;167;194;264.29;339.10;436.71;234.81;333.78;501.51;71.385;1767.9
503;168;169;357.42;471.56;438.09;283.45;478.69;443.97;74.543;1846.1
504;168;187;357.42;471.56;438.09;361.10;409.02;475.39;72.913;1805.8
505;168;196;357.42;471.56;438.09;319.41;462.25;500.75;73.876;1829.6
506;168;197;357.42;471.56;438.09;389.62;473.42;506.15;75.315;1865.2
507;169;182;283.45;478.69;443.97;284.83;404.46;474.71;80.366;1990.3
508;169;186;283.45;478.69;443.97;224.91;460.23;480.46;71.412;1768.6
509;169;196;283.45;478.69;443.97;319.41;462.25;500.75;69.194;1713.7
510;170;171;260.13;214.36;444.77;278.13;144.16;448.66;72.581;1797.5
511;170;181;260.13;214.36;444.77;281.17;276.02;475.64;72.095;1785.5
512;170;184;260.13;214.36;444.77;323.26;212.41;479.40;72.033;1784.0
513;170;188;260.13;214.36;444.77;215.88;255.04;480.80;70.079;1735.6
514;171;177;278.13;144.16;448.66;349.00;148.11;456.86;71.451;1769.6
515;171;199;278.13;144.16;448.66;237.84;166.11;508.23;75.195;1862.3
516;171;205;278.13;144.16;448.66;292.88;117.63;523.47;80.738;1999.6
517;172;180;381.24;232.80;444.64;419.01;288.21;473.62;73.059;1809.4
518;172;184;381.24;232.80;444.64;323.26;212.41;479.40;70.615;1748.8
519;172;193;381.24;232.80;444.64;402.75;177.21;496.86;79.242;1962.5
520;172;198;381.24;232.80;444.64;362.06;259.82;505.38;69.191;1713.6
521;173;174;143.29;261.18;447.55;188.76;315.98;446.76;71.216;1763.7
522;173;188;143.29;261.18;447.55;215.88;255.04;480.80;80.076;1983.2
523;173;200;143.29;261.18;447.55;156.75;260.07;517.31;71.054;1759.7
524;174;176;188.76;315.98;446.76;218.35;388.22;451.32;78.191;1936.5
525;174;188;188.76;315.98;446.76;215.88;255.04;480.80;74.887;1854.7
526;174;194;188.76;315.98;446.76;234.81;333.78;501.51;73.720;1825.8
527;174;195;188.76;315.98;446.76;145.27;326.61;501.35;70.600;1748.5
528;175;180;479.58;316.14;449.93;419.01;288.21;473.62;70.774;1752.8
529;175;183;479.58;316.14;449.93;433.05;365.81;474.38;72.313;1790.9
530;175;201;479.58;316.14;449.93;513.12;307.81;513.49;72.349;1791.8
531;176;182;218.35;388.22;451.32;284.83;404.46;474.71;72.325;1791.2
532;176;186;218.35;388.22;451.32;224.91;460.23;480.46;77.962;1930.8
533;176;191;218.35;388.22;451.32;163.74;394.20;497.43;71.722;1776.3
534;176;194;218.35;388.22;451.32;234.81;333.78;501.51;75.852;1878.5
535;176;204;218.35;388.22;451.32;226.42;403.10;523.61;74.242;1838.7
536;177;184;349.00;148.11;456.86;323.26;212.41;479.40;72.840;1804.0
537;177;193;349.00;148.11;456.86;402.75;177.21;496.86;73.045;1809.0
538;179;182;328.20;345.69;466.52;284.83;404.46;474.71;73.497;1820.2
539;179;187;328.20;345.69;466.52;361.10;409.02;475.39;71.907;1780.9
540;179;203;328.20;345.69;466.52;374.59;327.83;516.26;70.311;1741.3
541;179;207;328.20;345.69;466.52;308.33;311.53;527.90;73.001;1807.9
542;179;208;328.20;345.69;466.52;324.97;385.29;532.38;76.917;1904.9
543;180;198;419.01;288.21;473.62;362.06;259.82;505.38;71.127;1761.5
544;180;203;419.01;288.21;473.62;374.59;327.83;516.26;73.219;1813.3
545;180;211;419.01;288.21;473.62;418.15;279.20;546.60;73.542;1821.3
546;181;184;281.17;276.02;475.64;323.26;212.41;479.40;76.370;1891.4
547;181;188;281.17;276.02;475.64;215.88;255.04;480.80;68.765;1703.0
548;181;194;281.17;276.02;475.64;234.81;333.78;501.51;78.444;1942.7
549;181;207;281.17;276.02;475.64;308.33;311.53;527.90;68.774;1703.3
550;182;186;284.83;404.46;474.71;224.91;460.23;480.46;82.056;2032.2
551;182;187;284.83;404.46;474.71;361.10;409.02;475.39;76.405;1892.2
552;182;196;284.83;404.46;474.71;319.41;462.25;500.75;72.202;1788.2
553;182;204;284.83;404.46;474.71;226.42;403.10;523.61;76.188;1886.9
554;182;208;284.83;404.46;474.71;324.97;385.29;532.38;72.825;1803.6
555;183;185;433.05;365.81;474.38;436.86;434.14;473.76;68.446;1695.1
556;183;203;433.05;365.81;474.38;374.59;327.83;516.26;81.324;2014.1
557;183;210;433.05;365.81;474.38;432.87;358.89;543.40;69.365;1717.9
558;184;198;323.26;212.41;479.40;362.06;259.82;505.38;66.546;1648.1
559;185;197;436.86;434.14;473.76;389.62;473.42;506.15;69.453;1720.1
560;185;209;436.86;434.14;473.76;451.04;439.18;543.87;71.703;1775.8
561;186;204;224.91;460.23;480.46;226.42;403.10;523.61;71.603;1773.3
562;187;196;361.10;409.02;475.39;319.41;462.25;500.75;72.213;1788.4
563;187;197;361.10;409.02;475.39;389.62;473.42;506.15;76.864;1903.6
564;187;208;361.10;409.02;475.39;324.97;385.29;532.38;71.529;1771.5
565;187;213;361.10;409.02;475.39;387.73;410.98;537.33;67.455;1670.6
566;188;200;215.88;255.04;480.80;156.75;260.07;517.31;69.680;1725.7
567;188;212;215.88;255.04;480.80;219.25;278.28;544.26;67.668;1675.9
568;189;190;129.25;122.73;469.61;193.88;105.99;480.95;67.717;1677.1
569;189;202;129.25;122.73;469.61;105.78;162.86;518.38;67.378;1668.7
570;190;199;193.88;105.99;480.95;237.84;166.11;508.23;79.309;1964.2
571;191;195;163.74;394.20;497.43;145.27;326.61;501.35;70.182;1738.1
572;191;204;163.74;394.20;497.43;226.42;403.10;523.61;68.504;1696.6
573;192;193;464.51;138.75;493.88;402.75;177.21;496.86;72.815;1803.3
574;192;215;464.51;138.75;493.88;473.96;162.24;559.35;70.200;1738.6
575;194;204;234.81;333.78;501.51;226.42;403.10;523.61;73.243;1813.9
576;194;207;234.81;333.78;501.51;308.33;311.53;527.90;81.223;2011.6
577;194;212;234.81;333.78;501.51;219.25;278.28;544.26;71.765;1777.3
578;194;222;234.81;333.78;501.51;261.29;342.01;570.04;73.929;1830.9
579;195;200;145.27;326.61;501.35;156.75;260.07;517.31;69.378;1718.2
580;195;219;145.27;326.61;501.35;158.20;309.89;568.10;70.013;1733.9
581;196;197;319.41;462.25;500.75;389.62;473.42;506.15;71.303;1765.9
582;196;216;319.41;462.25;500.75;279.18;438.97;555.17;71.559;1772.2
583;196;217;319.41;462.25;500.75;313.30;499.99;560.63;71.043;1759.4
584;197;209;389.62;473.42;506.15;451.04;439.18;543.87;79.799;1976.3
585;197;213;389.62;473.42;506.15;387.73;410.98;537.33;69.816;1729.1
586;197;223;389.62;473.42;506.15;399.51;488.87;577.17;73.346;1816.5
587;198;203;362.06;259.82;505.38;374.59;327.83;516.26;70.008;1733.8
588;198;207;362.06;259.82;505.38;308.33;311.53;527.90;77.895;1929.2
589;198;211;362.06;259.82;505.38;418.15;279.20;546.60;72.258;1789.5
590;198;221;362.06;259.82;505.38;348.34;277.45;572.74;70.962;1757.5
591;199;205;237.84;166.11;508.23;292.88;117.63;523.47;74.911;1855.3
592;199;218;237.84;166.11;508.23;297.15;183.57;561.94;81.902;2028.4
593;199;220;237.84;166.11;508.23;224.32;201.23;571.44;73.566;1821.9
594;199;224;237.84;166.11;508.23;242.55;131.48;576.38;76.588;1896.8
595;200;206;156.75;260.07;517.31;84.02;256.07;527.09;73.493;1820.1
596;200;212;156.75;260.07;517.31;219.25;278.28;544.26;70.458;1745.0
597;200;219;156.75;260.07;517.31;158.20;309.89;568.10;71.155;1762.2
598;202;232;105.78;162.86;518.38;100.74;170.76;590.67;72.890;1805.2
599;203;207;374.59;327.83;516.26;308.33;311.53;527.90;69.214;1714.1
600;203;208;374.59;327.83;516.26;324.97;385.29;532.38;77.616;1922.2
601;203;210;374.59;327.83;516.26;432.87;358.89;543.40;71.404;1768.4
602;203;211;374.59;327.83;516.26;418.15;279.20;546.60;71.998;1783.1
603;203;221;374.59;327.83;516.26;348.34;277.45;572.74;80.106;1983.9
604;203;226;374.59;327.83;516.26;356.33;347.47;581.04;70.111;1736.4
605;204;216;226.42;403.10;523.61;279.18;438.97;555.17;71.186;1763.0
606;204;222;226.42;403.10;523.61;261.29;342.01;570.04;84.288;2087.5
607;204;230;226.42;403.10;523.61;229.41;401.57;593.47;69.947;1732.3
608;205;214;292.88;117.63;523.47;299.33;52.54;541.37;67.813;1679.5
609;205;218;292.88;117.63;523.47;297.15;183.57;561.94;76.461;1893.6
610;205;224;292.88;117.63;523.47;242.55;131.48;576.38;74.321;1840.6
611;205;233;292.88;117.63;523.47;322.05;120.94;598.70;80.753;1999.9
612;206;235;84.02;256.07;527.09;78.33;263.53;597.50;71.029;1759.1
613;207;208;308.33;311.53;527.90;324.97;385.29;532.38;75.750;1876.0
614;207;221;308.33;311.53;527.90;348.34;277.45;572.74;69.076;1710.7
615;207;222;308.33;311.53;527.90;261.29;342.01;570.04;70.124;1736.7
616;207;226;308.33;311.53;527.90;356.33;347.47;581.04;80.115;1984.1
617;208;213;324.97;385.29;532.38;387.73;410.98;537.33;68.002;1684.1
618;208;216;324.97;385.29;532.38;279.18;438.97;555.17;74.139;1836.1
619;208;226;324.97;385.29;532.38;356.33;347.47;581.04;69.149;1712.5
620;208;229;324.97;385.29;532.38;348.71;439.98;583.46;78.512;1944.4
621;208;236;324.97;385.29;532.38;297.55;391.99;602.76;75.831;1878.0
622;209;210;451.04;439.18;543.87;432.87;358.89;543.40;82.320;2038.7
623;209;213;451.04;439.18;543.87;387.73;410.98;537.33;69.612;1724.0
624;209;223;451.04;439.18;543.87;399.51;488.87;577.17;78.957;1955.4
625;209;234;451.04;439.18;543.87;418.20;402.92;597.70;72.741;1801.5
626;209;240;451.04;439.18;543.87;453.66;460.96;615.40;74.822;1853.0
627;210;213;432.87;358.89;543.40;387.73;410.98;537.33;69.194;1713.7
628;210;228;432.87;358.89;543.40;503.49;367.85;579.97;80.030;1982.0
629;210;234;432.87;358.89;543.40;418.20;402.92;597.70;71.432;1769.1
630;211;221;418.15;279.20;546.60;348.34;277.45;572.74;74.568;1846.7
631;211;237;418.15;279.20;546.60;449.55;308.79;612.61;78.850;1952.8
632;212;219;219.25;278.28;544.26;158.20;309.89;568.10;72.767;1802.2
633;213;229;387.73;410.98;537.33;348.71;439.98;583.46;67.027;1660.0
634;213;234;387.73;410.98;537.33;418.20;402.92;597.70;68.103;1686.6
635;214;227;299.33;52.54;541.37;238.58;61.05;581.78;73.456;1819.2
636;215;244;473.96;162.24;559.35;491.00;192.17;620.03;69.767;1727.8
637;215;247;473.96;162.24;559.35;456.09;122.23;622.46;76.829;1902.7
638;216;217;279.18;438.97;555.17;313.30;499.99;560.63;70.120;1736.6
639;216;229;279.18;438.97;555.17;348.71;439.98;583.46;75.068;1859.1
640;216;230;279.18;438.97;555.17;229.41;401.57;593.47;73.103;1810.5
641;216;236;279.18;438.97;555.17;297.55;391.99;602.76;69.356;1717.7
642;217;229;313.30;499.99;560.63;348.71;439.98;583.46;73.316;1815.7
643;217;245;313.30;499.99;560.63;348.71;517.65;622.18;73.167;1812.1
644;218;220;297.15;183.57;561.94;224.32;201.23;571.44;75.538;1870.8
645;218;224;297.15;183.57;561.94;242.55;131.48;576.38;76.838;1903.0
646;218;233;297.15;183.57;561.94;322.05;120.94;598.70;76.776;1901.4
647;218;250;297.15;183.57;561.94;272.04;204.35;629.74;75.225;1863.0
648;219;231;158.20;309.89;568.10;164.34;378.55;590.94;72.621;1798.5
649;219;246;158.20;309.89;568.10;192.51;286.96;624.11;69.569;1723.0
650;220;224;224.32;201.23;571.44;242.55;131.48;576.38;72.262;1789.6
651;220;250;224.32;201.23;571.44;272.04;204.35;629.74;75.408;1867.5
652;220;251;224.32;201.23;571.44;213.62;149.87;638.06;84.796;2100.0
653;220;252;224.32;201.23;571.44;202.72;219.19;640.78;74.817;1852.9
654;221;226;348.34;277.45;572.74;356.33;347.47;581.04;70.959;1757.4
655;221;249;348.34;277.45;572.74;343.34;232.76;624.68;68.709;1701.6
656;222;230;261.29;342.01;570.04;229.41;401.57;593.47;71.511;1771.0
657;222;236;261.29;342.01;570.04;297.55;391.99;602.76;69.883;1730.7
658;223;229;399.51;488.87;577.17;348.71;439.98;583.46;70.782;1753.0
659;223;240;399.51;488.87;577.17;453.66;460.96;615.40;71.929;1781.4
660;223;245;399.51;488.87;577.17;348.71;517.65;622.18;73.720;1825.8
661;223;254;399.51;488.87;577.17;388.44;446.46;644.98;80.748;1999.8
662;224;227;242.55;131.48;576.38;238.58;61.05;581.78;70.748;1752.1
663;224;251;242.55;131.48;576.38;213.62;149.87;638.06;70.568;1747.7
664;225;243;197.27;488.90;577.72;249.35;517.25;619.15;72.334;1791.4
665;226;236;356.33;347.47;581.04;297.55;391.99;602.76;76.870;1903.8
666;226;255;356.33;347.47;581.04;370.66;373.27;645.53;70.924;1756.5
667;228;257;503.49;367.85;579.97;478.54;369.37;648.82;73.245;1814.0
668;229;234;348.71;439.98;583.46;418.20;402.92;597.70;80.038;1982.2
669;229;236;348.71;439.98;583.46;297.55;391.99;602.76;72.753;1801.8
670;229;254;348.71;439.98;583.46;388.44;446.46;644.98;73.522;1820.9
671;229;256;348.71;439.98;583.46;317.00;443.55;647.80;71.810;1778.5
672;230;231;229.41;401.57;593.47;164.34;378.55;590.94;69.064;1710.4
673;230;236;229.41;401.57;593.47;297.55;391.99;602.76;69.436;1719.7
674;230;258;229.41;401.57;593.47;235.76;357.52;652.52;73.943;1831.3
675;230;260;229.41;401.57;593.47;245.92;427.92;659.54;73.021;1808.4
676;231;261;164.34;378.55;590.94;131.64;413.62;655.61;80.509;1993.9
677;232;238;100.74;170.76;590.67;138.17;230.10;606.29;71.879;1780.2
678;232;259;100.74;170.76;590.67;84.40;207.05;654.32;75.077;1859.3
679;233;241;322.05;120.94;598.70;378.86;79.53;615.70;72.326;1791.2
680;234;240;418.20;402.92;597.70;453.66;460.96;615.40;70.274;1740.4
681;234;254;418.20;402.92;597.70;388.44;446.46;644.98;70.833;1754.3
682;234;255;418.20;402.92;597.70;370.66;373.27;645.53;73.663;1824.3
683;235;238;78.33;263.53;597.50;138.17;230.10;606.29;69.105;1711.5
684;235;259;78.33;263.53;597.50;84.40;207.05;654.32;80.347;1989.9
685;236;256;297.55;391.99;602.76;317.00;443.55;647.80;71.171;1762.6
686;237;242;449.55;308.79;612.61;521.63;275.70;615.06;79.349;1965.2
687;237;257;449.55;308.79;612.61;478.54;369.37;648.82;76.306;1889.8
688;238;246;138.17;230.10;606.29;192.51;286.96;624.11;80.640;1997.1
689;238;252;138.17;230.10;606.29;202.72;219.19;640.78;73.996;1832.6
690;238;259;138.17;230.10;606.29;84.40;207.05;654.32;75.703;1874.9
691;239;246;263.16;272.10;612.79;192.51;286.96;624.11;73.080;1809.9
692;239;250;263.16;272.10;612.79;272.04;204.35;629.74;70.408;1743.7
693;240;254;453.66;460.96;615.40;388.44;446.46;644.98;73.065;1809.5
694;241;266;378.86;79.53;615.70;338.87;73.47;682.47;78.064;1933.3
695;242;263;521.63;275.70;615.06;519.07;279.88;683.17;68.290;1691.3
696;243;269;249.35;517.25;619.15;269.61;493.77;684.52;72.355;1792.0
697;244;268;491.00;192.17;620.03;489.27;162.93;682.67;69.155;1712.7
698;245;277;348.71;517.65;622.18;359.86;493.10;686.50;69.745;1727.3
699;246;252;192.51;286.96;624.11;202.72;219.19;640.78;70.536;1746.9
700;246;276;192.51;286.96;624.11;232.41;294.02;685.58;73.630;1823.5
701;247;268;456.09;122.23;622.46;489.27;162.93;682.67;79.896;1978.7
702;248;249;406.91;200.32;623.70;343.34;232.76;624.68;71.375;1767.7
703;248;272;406.91;200.32;623.70;412.81;236.59;684.81;71.306;1766.0
704;248;274;406.91;200.32;623.70;420.46;166.33;685.62;71.921;1781.2
705;249;250;343.34;232.76;624.68;272.04;204.35;629.74;76.913;1904.8
706;249;275;343.34;232.76;624.68;292.17;237.30;685.19;79.373;1965.8
707;250;251;272.04;204.35;629.74;213.62;149.87;638.06;80.316;1989.1
708;250;252;272.04;204.35;629.74;202.72;219.19;640.78;71.750;1777.0
709;250;275;272.04;204.35;629.74;292.17;237.30;685.19;67.565;1673.3
710;251;252;213.62;149.87;638.06;202.72;219.19;640.78;70.223;1739.2
711;251;264;213.62;149.87;638.06;200.46;87.82;680.45;76.287;1889.3
712;251;267;213.62;149.87;638.06;262.47;122.82;682.29;71.234;1764.2
