Label	Zpos	Ypos	Xpos	Zdisp	Ydisp	Xdisp	Fzz	Fzy	Fzx	Fyz	Fyy	Fyx	Fxz	Fxy	Fxx	PSCC	error	iterations	returnStatus	deltaPhiNorm	LabelDilate
0.0000000	0.0000000	0.0000000	0.0000000	-228.4075731	34.8619212	144.7514615	0.8133479	0.0000000	0.0000000	0.0000000	1.1736087	0.0000000	0.0000000	0.0000000	1.1736087	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
1.0000000	271.3186646	308.9230347	343.9209595	-239.9303422	30.8929160	245.1846003	0.0552620	0.9842311	-0.1680337	-0.9902541	0.0324784	-0.1354323	-0.1278392	0.1738803	0.9764337	0.0000000	5003.1586914	300.0000000	1.0000000	0.0129947	2.0000000
2.0000000	294.7996216	366.7810059	328.6780090	-242.6076024	41.2375673	171.7346731	0.9733991	0.2251513	0.0424385	-0.2248184	0.9743202	-0.0125218	-0.0441680	0.0026478	0.9990206	0.0000000	4719.1567383	300.0000000	1.0000000	0.0743606	2.0000000
3.0000000	376.8281860	195.8094177	186.5584869	-328.6541455	135.5617237	220.7709429	-0.0725596	0.6032204	-0.7942671	0.9973374	0.0380634	-0.0622029	-0.0072896	-0.7966658	-0.6043762	0.0000000	6077.4228516	300.0000000	1.0000000	0.0722686	2.0000000
4.0000000	378.3243103	384.2256165	145.1874695	-328.0027845	55.0013997	229.5314278	0.8657309	0.3311681	-0.3752836	-0.3333467	0.9408139	0.0612310	0.3733497	0.0720900	0.9248854	0.0000000	4571.1191406	300.0000000	1.0000000	0.0712512	2.0000000
5.0000000	378.5663757	226.8168182	432.4772949	-300.8828118	33.1820171	210.6159772	0.8875480	-0.2464137	-0.3892800	-0.3852181	0.0665636	-0.9204218	0.2527164	0.9668762	-0.0358446	0.0000000	2300.2055664	300.0000000	1.0000000	0.0017908	2.0000000
6.0000000	383.1612244	386.4871826	449.9924622	-305.3680011	91.7200956	173.9410954	-0.9060936	0.3707601	-0.2037925	-0.3008770	-0.9033388	-0.3056993	-0.2974348	-0.2156757	0.9300627	0.0000000	3485.3793945	300.0000000	1.0000000	0.1312823	2.0000000
7.0000000	387.0566406	318.8927002	161.1388092	-312.6689577	109.9767014	181.7626106	0.2473384	0.5087667	0.8246091	0.6400911	-0.7247006	0.2551323	0.7273975	0.4647209	-0.5049033	0.0000000	1967.2645264	300.0000000	1.0000000	0.1036781	2.0000000
8.0000000	391.0451355	249.5487976	145.0286255	-322.5170366	111.4426654	200.8439409	0.2804634	0.7069484	0.6492798	0.6151085	0.3869117	-0.6869796	-0.7368730	0.5920501	-0.3263354	0.0000000	1994.1165771	300.0000000	1.0000000	0.2038929	2.0000000
9.0000000	390.3407593	152.5139771	283.0444641	-312.4761216	62.7380187	152.9624451	0.3576544	0.9093065	0.2127088	-0.3504255	0.3418113	-0.8719903	-0.8656127	0.2373326	0.4408945	0.0000000	2412.7075195	300.0000000	1.0000000	0.1326366	2.0000000
10.0000000	395.5760193	220.4205627	293.1999512	-320.5343910	108.0055086	253.5342772	-0.9844828	-0.0084666	0.1752770	-0.0090965	-0.9950302	-0.0991567	0.1752454	-0.0992125	0.9795131	0.0000000	3771.0949707	300.0000000	1.0000000	0.1363893	2.0000000
11.0000000	403.0989380	406.3225098	263.0208740	-260.8940972	90.1613743	174.6239182	0.9774555	-0.1952274	-0.0804178	0.0259216	-0.2670341	0.9633384	-0.2095444	-0.9437050	-0.2559533	0.0000000	1025.1347656	49.0000000	2.0000000	0.0009981	2.0000000
12.0000000	400.8451843	437.4123535	203.8446350	-290.8073899	77.9085802	176.9727871	0.9514044	0.1617732	0.2620288	0.0361581	0.7863251	-0.6167540	-0.3058141	0.5962569	0.7422637	0.0000000	425.8416138	93.0000000	2.0000000	0.0009648	2.0000000
13.0000000	404.0488892	368.2551270	206.0874786	-289.7609954	80.5976630	186.7137229	0.9409879	0.0370811	0.3364026	-0.1208712	0.9652478	0.2317040	-0.3161201	-0.2586921	0.9127686	0.0000000	183.5730896	55.0000000	2.0000000	0.0009891	2.0000000
14.0000000	406.4003296	260.1255798	212.6230316	-297.1094297	94.2138187	183.0508293	-0.3658628	-0.6469319	0.6690468	-0.3196339	-0.5878148	-0.7431742	0.8740587	-0.4857498	0.0082782	0.0000000	264.2586365	300.0000000	1.0000000	0.0023609	2.0000000
15.0000000	406.2981262	219.5533600	360.6002197	-291.7641798	41.5355742	211.8158660	0.7086288	0.3637238	-0.6046075	-0.4470327	0.8944062	0.0141193	0.5459002	0.2602740	0.7963984	0.0000000	329.8931274	300.0000000	1.0000000	0.0039036	2.0000000
16.0000000	405.3522339	418.6876221	395.7131042	-289.6326048	107.7653062	178.6282737	0.8596781	-0.3333070	-0.3871176	0.4637173	0.8270709	0.3176790	0.2142891	-0.4526148	0.8655750	0.0000000	324.4394836	58.0000000	2.0000000	0.0009354	2.0000000
17.0000000	410.3358459	334.5330811	414.5789795	-269.8136724	59.8995515	230.2220073	0.6403313	-0.5854337	-0.4972356	-0.6051291	0.0142061	-0.7960006	0.4730693	0.8105958	-0.3451664	0.0000000	1499.9025879	300.0000000	1.0000000	0.0510598	2.0000000
18.0000000	414.8710327	484.5629578	264.4208984	-308.0393417	136.4829933	169.5999340	0.6131241	0.6822957	-0.3981852	-0.7806266	0.4459086	-0.4379356	-0.1212474	0.5793429	0.8060154	0.0000000	501.0878601	71.0000000	2.0000000	0.0009873	2.0000000
19.0000000	414.9036865	276.6264648	456.7919006	-293.0735242	51.8948055	221.6606415	0.9198133	0.3016637	-0.2508834	-0.3211707	0.9461842	-0.0398103	0.2253726	0.1171944	0.9671984	0.0000000	313.0542297	296.0000000	2.0000000	0.0009769	2.0000000
20.0000000	417.6576233	473.2214050	358.7756348	-310.7608835	151.6620751	201.7841960	-0.8029869	-0.4119004	-0.4307553	0.1080374	-0.8113716	0.5744598	-0.5861229	0.4147460	0.6960214	0.0000000	379.4531250	300.0000000	1.0000000	0.0179370	2.0000000
21.0000000	423.0177002	168.3022308	225.0994568	-293.7035888	55.1787212	154.6127177	0.9697019	-0.2298940	0.0826252	0.2441213	0.9245297	-0.2926595	-0.0091088	0.3039630	0.9526403	0.0000000	355.9273987	186.0000000	2.0000000	0.0009750	2.0000000
22.0000000	423.0076904	411.7026672	326.0313416	-308.8907678	82.6254886	183.7259667	0.4453345	-0.7771763	-0.4446056	0.6022932	0.6274491	-0.4935084	0.6625104	-0.0480066	0.7475128	0.0000000	243.6301575	300.0000000	1.0000000	0.0044946	2.0000000
23.0000000	425.0737915	156.8562927	340.1010742	-295.6409847	69.0862917	175.5912098	0.5798855	0.7575534	0.2997427	-0.3072489	-0.1373976	0.9416581	0.7545402	-0.6381495	0.1530826	0.0000000	342.9739075	43.0000000	2.0000000	0.0009695	2.0000000
24.0000000	439.4381409	209.2201996	172.4299316	-305.4187131	75.1683572	174.9256188	0.9828669	0.1842947	0.0028495	-0.1798866	0.9557596	0.2327325	0.0401679	-0.2292577	0.9725366	0.0000000	306.7001343	93.0000000	2.0000000	0.0009877	2.0000000
25.0000000	442.2137451	225.9846802	418.5275574	-301.3089239	84.7155734	192.1764878	0.9184002	0.3885608	0.0745762	-0.3955040	0.8964318	0.1999665	0.0108467	-0.2131445	0.9769605	0.0000000	317.2599487	213.0000000	2.0000000	0.0009971	2.0000000
26.0000000	443.3600769	400.8509216	154.5823364	-340.3746239	125.3140138	135.5921824	0.3383798	-0.6623783	0.6683966	-0.3947977	0.5448305	0.7397935	-0.8541861	-0.5142126	-0.0771458	0.0000000	533.2609863	300.0000000	1.0000000	0.0637618	2.0000000
27.0000000	438.1964417	296.0595093	264.4891357	-326.0914464	73.1621989	206.9083323	-0.2152372	0.3043573	-0.9279222	0.3954294	0.8959735	0.2021560	0.8929213	-0.3234162	-0.3131987	0.0000000	192.7818451	300.0000000	1.0000000	0.0353964	2.0000000
28.0000000	446.5469360	315.8040161	199.6006775	-293.5594370	83.4533766	167.5973596	0.8364133	-0.0241411	-0.5475674	-0.2881636	0.8304446	-0.4767846	0.4662345	0.5565779	0.6876383	0.0000000	121.1427994	24.0000000	2.0000000	0.0009880	2.0000000
29.0000000	449.1741943	335.1876526	132.0319519	-305.9943051	133.7775885	144.9010186	-0.1396913	-0.1220204	0.9826481	-0.0406127	0.9922493	0.1174392	-0.9893619	-0.0235027	-0.1435642	0.0000000	495.4803772	46.0000000	2.0000000	0.0007947	2.0000000
30.0000000	448.6092529	255.6392670	318.5878601	-333.4884169	68.3419786	223.3984214	0.9176648	0.0467914	-0.3945908	-0.2473120	-0.7100007	-0.6593450	-0.3110114	0.7026447	-0.6399705	0.0000000	238.6809540	300.0000000	1.0000000	0.0256672	2.0000000
31.0000000	451.0805664	225.3092194	253.5596924	-333.1009236	58.3963056	161.6195073	0.9719832	-0.2279581	0.0573038	0.1633978	0.8305495	0.5324366	-0.1689669	-0.5081562	0.8445280	0.0000000	232.5680084	52.0000000	2.0000000	0.0009751	2.0000000
32.0000000	452.6703796	361.7716064	289.7518005	-276.2969979	111.6848602	196.7564899	0.1480820	-0.6954097	0.7031906	0.7964259	0.5053951	0.3320868	-0.5863255	0.5108631	0.6286822	0.0000000	262.1248779	47.0000000	2.0000000	0.0009389	2.0000000
33.0000000	451.1676941	373.5697021	375.1658325	-299.7770753	89.4020457	180.8855590	0.7579499	-0.5595094	0.3353524	0.3332433	0.7740717	0.5382954	-0.5607681	-0.2962470	0.7731603	0.0000000	187.4363708	53.0000000	2.0000000	0.0009357	2.0000000
34.0000000	459.5251465	152.2115173	279.8872070	-331.4475657	77.8952684	232.6230140	0.5460416	-0.8143442	-0.1966776	0.8046116	0.5751640	-0.1476028	0.2333214	-0.0776518	0.9692942	0.0000000	418.2706299	20.0000000	2.0000000	0.0009836	2.0000000
35.0000000	460.2887268	265.2837219	138.5565948	-292.0269470	67.3523921	170.8001644	0.8265426	0.3681233	0.4258081	-0.5105983	0.8087341	0.2919564	-0.2368896	-0.4587313	0.8564163	0.0000000	397.5538940	65.0000000	2.0000000	0.0009975	2.0000000
