bead_a,bead_b,r_a_vox,r_b_vox,gap_vox,gap_um,dsum_min,z_mid,axis_dip_deg,lens_vox,lens_mm3,binder_vox,pore_vox,crack_vox,binder_frac,pore_frac,crack_frac,connected,bond_area_vox,r_bond_vox,r_bond_over_R,neck_binder_vox,neck_crack_vox,neck_severed,q_crack_med,q_binder_med,q_pore_med,dq_paired,cls
11,50,34.6300881123078,35.33418283206029,1.0,24.7660229,2.0,351.705286162558,19.654829685245826,2631,0.0399659056307402,2631,0,0,1.0,0.0,0.0,True,1928.0,24.77299861870477,0.7081614168009542,1928,0,0.0,,0.3090169943749474,,,intact
12,27,29.0124465629937,34.59421850521294,1.0,24.7660229,2.0,327.0341785379551,64.93850182191372,3795,0.0576475149633824,3765,20,10,0.9920948616600792,0.0052700922266139,0.0026350461133069,True,2205.0,26.49289148121168,0.8330224970230038,2265,714,0.2396777442094662,0.4685851315502535,0.3228287342177362,0.4626456542734674,0.1457563973325172,intact
12,31,29.0124465629937,33.36314501932084,1.0,24.7660229,2.0,329.1224486323382,58.5380686752794,1760,0.0267350794033077,1760,0,0,1.0,0.0,0.0,True,2516.0,28.29960553856568,0.90739357561747,2999,891,0.2290488431876606,,0.3090169943749474,,,intact
13,27,33.60129597317544,34.59421850521294,9.74165738677394,241.2621099247976,10.74165738677394,331.3851474311299,73.3831900977705,6954,0.1056339444151149,6293,193,468,0.9049467932125396,0.0277538107563991,0.0672993960310612,True,2050.0,25.544769849751454,0.7491627578481502,2332,764,0.2467700258397933,0.3300632480782068,0.2590413347481588,0.2936554698651563,0.071021913330048,cohesive
11,27,34.6300881123078,34.59421850521294,8.449489742783179,209.26025646308327,9.44948974278318,330.4600771757143,72.14700907579525,7009,0.1064694156464683,5643,1061,305,0.8051077186474532,0.1513768012555286,0.0435154800970181,True,1307.0,20.39683851096082,0.5892970116308355,1386,324,0.1894736842105263,0.3797958971132712,0.2284989041564256,0.3706793556038632,0.1512969929568456,cohesive
11,43,34.6300881123078,34.887098712341675,1.0,24.7660229,2.0,338.45464345603904,54.98799314084008,2472,0.0375506342528277,2472,0,0,1.0,0.0,0.0,True,2127.0,26.02009085135797,0.7485944710907588,2127,104,0.0466158673240699,,0.3090169943749474,,,intact
11,45,34.6300881123078,33.98979434722229,1.0,24.7660229,2.0,339.1689458813473,54.488945099428975,2223,0.0337682281327006,2223,0,0,1.0,0.0,0.0,True,2277.0,26.92195406801838,0.7846691979950892,2285,213,0.0852682145716573,,0.3090169943749474,,,intact
11,47,34.6300881123078,35.135350052914504,3.2426406871192857,80.30731351366796,4.242640687119286,342.1850087561081,49.35791842978401,4304,0.0653794214499072,4301,3,0,0.9993029739776952,0.0006970260223048,0.0,True,1998.0,25.218706402097904,0.7229570132527111,1998,0,0.0,,0.2817290466902531,0.45657137141714,,intact
13,28,33.60129597317544,32.085157519985124,1.0,24.7660229,2.0,328.74166736198606,76.06541960893749,1913,0.0290592084650726,1913,0,0,1.0,0.0,0.0,True,3820.0,34.870385217575105,1.061722268845155,3827,144,0.0362629060690002,,0.3244997998398398,,,intact
14,46,28.950674225133486,34.431071729444454,4.855156433186538,120.24291540738012,5.855156433186538,334.78117080910624,40.32502445319022,4636,0.0704226296100766,4310,326,0,0.9296807592752372,0.0703192407247627,0.0,True,2719.0,29.419119302482983,0.9283152068283502,2721,204,0.0697435897435897,,0.2661832955178855,0.4042842967971135,,intact
15,36,32.372226061783266,34.422410330978174,1.0,24.7660229,2.0,332.4600773983065,59.00784303483014,2690,0.040862138406192,2605,58,27,0.9684014869888476,0.0215613382899628,0.0100371747211895,True,1925.0,24.753717516845768,0.7411887796286689,2551,1119,0.3049046321525885,0.4211646096066227,0.3090169943749474,0.414213562373095,0.1121476152316753,intact
15,45,32.372226061783266,33.98979434722229,1.0,24.7660229,2.0,337.4147007910682,49.874589168125134,1977,0.0300313931706474,1977,0,0,1.0,0.0,0.0,True,2406.0,27.67405980621926,0.834033069989647,2406,1059,0.3056277056277056,,0.3090169943749474,,,intact
6,25,30.5859030657664,35.546743341656395,6.117215614703381,151.4991019979815,7.117215614703381,324.4910672981546,63.82400925160681,5287,0.0803115709120956,5129,147,11,0.9701153773406468,0.0278040476640817,0.0020805749952714,True,3172.0,31.77544585013693,0.9609609648577564,3181,75,0.023034398034398,0.3492898867672912,0.2701351138446443,0.3993004939963711,0.0791547729226468,intact
6,38,30.5859030657664,37.81835912552483,1.0,24.7660229,2.0,328.2150073880286,54.102225189287054,6271,0.0952589107603086,6267,4,0,0.999362143198852,0.0006378568011481,0.0,True,3756.0,34.57704343211429,1.0109616659681304,3757,0,0.0,,0.3203772410170408,0.4105458806138031,,intact
6,39,30.5859030657664,34.033614381940986,1.0,24.7660229,2.0,331.22878842174964,49.44819903251644,3426,0.0520422625203025,3426,0,0,1.0,0.0,0.0,True,4031.0,35.82048507777163,1.1086583896810729,4033,46,0.0112772738416278,,0.3203772410170408,,,intact
9,39,34.857848290902304,34.033614381940986,1.0,24.7660229,2.0,335.76384796728473,56.42542359441089,2732,0.0415001346192255,2732,0,0,1.0,0.0,0.0,True,3478.0,33.272838534564855,0.9659495456664432,3560,110,0.0299727520435967,,0.3090169943749474,,,intact
9,43,34.857848290902304,34.887098712341675,1.0,24.7660229,2.0,337.5051326268756,53.641241341139775,2681,0.0407254249319705,2681,0,0,1.0,0.0,0.0,True,2780.0,29.747293718772774,0.853030792822573,2809,113,0.0386721423682409,,0.3090169943749474,,,intact
9,47,34.857848290902304,35.135350052914504,1.0,24.7660229,2.0,341.2354979269448,45.07412126524402,2634,0.040011476788814,2634,0,0,1.0,0.0,0.0,True,2384.0,27.54724611757329,0.7871406585039079,2384,165,0.0647312671635935,,0.3090169943749474,,,intact
10,42,29.06868407867985,32.4121189676092,1.0,24.7660229,2.0,334.2100367368795,12.374060825096077,2089,0.0317327164054033,2089,0,0,1.0,0.0,0.0,True,3217.0,32.00004537267493,1.0409768183600991,3240,140,0.0414201183431952,,0.3090169943749474,,,intact
7,8,37.524417086418005,26.648203580847458,1.0,24.7660229,2.0,294.65941668950205,87.37869229168916,2322,0.0352720763491367,2322,0,0,1.0,0.0,0.0,True,4007.0,35.713690847327015,1.1130507208830451,4013,59,0.0144891944990176,,0.3333333333333333,,,intact
7,22,37.524417086418005,32.12992925276478,4.766114533138578,118.03770167173282,5.766114533138578,315.8263293542633,55.0560297399849,3907,0.0593488381981383,3716,75,116,0.951113386229844,0.0191963143076529,0.0296902994625032,True,6132.0,44.1800432557394,1.2685509398251784,6646,463,0.0651287100858067,0.383703238408402,0.2771863727725964,0.3577747210701756,0.1065168656358055,intact
8,35,26.648203580847458,34.0494773175402,2.863703305156273,70.92254163430594,3.863703305156273,324.3438896847367,29.18143811086352,1361,0.0206741153794897,1361,0,0,1.0,0.0,0.0,True,1977.0,25.085825579106505,0.826582670303401,1987,57,0.0278864970645792,,0.2833003940990191,,,intact
9,11,34.857848290902304,34.6300881123078,1.0,24.7660229,2.0,317.4501787546489,88.47525514581938,2673,0.0406039018437737,2673,0,0,1.0,0.0,0.0,True,2464.0,28.00563442518059,0.8060574503947086,2466,0,0.0,,0.303832434700687,,,intact
17,48,29.834152976102875,35.10728681692217,1.0,24.7660229,2.0,344.22089512913146,20.415061655412376,2364,0.0359100725621702,2354,10,0,0.9957698815566836,0.0042301184433164,0.0,True,2315.0,27.14566975625165,0.8360045555739957,2328,2,0.0008583690987124,,0.3090169943749474,0.448823848493461,,intact
18,19,32.414391269843755,34.842778591540295,1.0,24.7660229,2.0,324.8735739935497,82.56716316446706,1869,0.0283908314799899,1793,58,18,0.9593365436062066,0.0310326377742108,0.0096308186195826,True,654.0,14.428259270064393,0.4290474695798471,1496,1284,0.4618705035971223,0.4285714285714285,0.3090169943749474,0.4248680190890256,0.1195544341964811,intact
19,36,34.842778591540295,34.422410330978174,1.0,24.7660229,2.0,339.7005148894441,73.09101547913114,2376,0.0360923571944655,2347,29,0,0.9877946127946128,0.0122053872053872,0.0,True,1025.0,18.06287998460892,0.5215572285470684,1554,1380,0.4703476482617587,,0.3090169943749474,0.4211646096066227,,intact
19,48,34.842778591540295,35.10728681692217,1.0,24.7660229,2.0,352.00670576838627,51.18745891303434,2690,0.040862138406192,2395,195,100,0.8903345724907064,0.0724907063197026,0.037174721189591,True,676.0,14.668929172241665,0.4194114497701967,905,875,0.4915730337078651,0.4142135623730951,0.2742918851774317,0.407669683062202,0.1399216771956633,intact
21,42,34.76413935583837,32.4121189676092,1.0,24.7660229,2.0,345.38275506241735,63.15804133621141,3533,0.0536676338249354,3533,0,0,1.0,0.0,0.0,True,1969.0,25.03501879160237,0.7453531773401559,1979,65,0.0318003913894324,,0.3333333333333333,,,intact
22,33,32.12992925276478,17.98180049232556,1.0,24.7660229,2.0,333.20837165641217,77.7338403982523,1856,0.02819335646167,1856,0,0,1.0,0.0,0.0,True,1896.0,24.566553364370574,0.9804711786775816,1896,498,0.2080200501253132,,0.3333333333333333,,,intact
22,51,32.12992925276478,35.00588579225282,10.00566930306458,247.80063508952443,11.00566930306458,360.1348093929454,54.32268584355514,11491,0.1745527258087555,5769,1513,4209,0.5020450787572883,0.1316682621181794,0.3662866591245322,True,2640.0,28.988585676524604,0.8635803604108013,2996,1503,0.3340742387197155,0.3608833931394961,0.1558597271679049,0.3281364652629476,0.2050236659715911,cohesive
23,27,34.152603229490424,34.59421850521294,1.0,24.7660229,2.0,340.9390617228467,87.35541500082542,2710,0.0411659461266841,2710,0,0,1.0,0.0,0.0,True,2815.0,29.93396615230549,0.8708465467050047,2829,8,0.0028198801550934,,0.3090169943749474,,,intact
19,52,34.842778591540295,35.96150895432663,1.0,24.7660229,2.0,359.9370253553469,30.00421236721506,2704,0.0410748038105365,2704,0,0,1.0,0.0,0.0,True,2387.0,27.56457324757103,0.7786131095441002,2486,1108,0.3082915971062883,,0.3133921657949117,,,intact
20,38,23.64185609074005,37.81835912552483,11.421156691839222,282.8566281745784,12.421156691839222,331.0924035156974,57.08281598685509,8175,0.1241814057511597,8070,105,0,0.9871559633027523,0.0128440366972477,0.0,True,2760.0,29.64009591528445,0.9645295191690276,2797,0,0.0,,0.2670956320609225,0.23166247903554,,intact
20,40,23.64185609074005,35.57845607245129,3.898979485566356,96.5622152261666,4.898979485566356,336.2752920548925,48.78089835639541,3040,0.0461787735148043,3040,0,0,1.0,0.0,0.0,True,4002.0,35.6914018288373,1.2053770243724402,4002,0,0.0,,0.2801868778094689,,,intact
21,35,34.76413935583837,34.0494773175402,1.0,24.7660229,2.0,340.1113331270936,67.42329045557896,2495,0.0379000131313937,2493,2,0,0.9991983967935872,0.0008016032064128,0.0,True,1664.0,23.014509567006368,0.6688940555542644,2319,146,0.0592292089249492,,0.3090169943749474,0.4524755628025683,,intact
15,47,32.372226061783266,35.135350052914504,8.45791845713346,209.46900219569991,9.45791845713346,340.430763665829,47.26298100783661,7829,0.1189255321866458,7775,33,21,0.9931025673776984,0.0042150977136288,0.0026823349086728,True,2396.0,27.616489409343156,0.8181745219950353,2404,514,0.1761480466072652,0.2264672114362374,0.2732825992702655,0.2445243716588601,-0.046815387834028,intact
16,36,32.6658550998519,34.422410330978174,1.0,24.7660229,2.0,333.24551957167097,61.9686615423598,2150,0.0326593299529044,2150,0,0,1.0,0.0,0.0,True,2930.0,30.539285625543155,0.9104210827161728,2942,75,0.0248591315876698,,0.3203772410170408,,,intact
16,54,32.6658550998519,37.34628588173539,5.0,123.8301145,6.0,354.8373217803941,14.064393321054975,3357,0.0509941258846046,3357,0,0,1.0,0.0,0.0,True,4593.0,38.23607337635692,1.092269793218086,5165,726,0.123238838906807,,0.2857142857142857,,,intact
17,44,29.834152976102875,35.3685680063781,3.414213562373095,84.55649127122264,4.414213562373095,338.7716652999485,44.656279388755785,3357,0.0509941258846046,3353,4,0,0.9988084599344652,0.0011915400655347,0.0,True,3622.0,33.954652225544734,1.0415102840468224,3626,0,0.0,,0.2801868778094689,0.3571784405696134,,intact
23,41,34.152603229490424,36.75442188612426,6.89920048531124,170.8657572109093,7.89920048531124,348.5075852651462,76.64730096170521,6541,0.0993603149869524,4790,909,842,0.7323039290628345,0.1389695765173521,0.1287264944198135,True,1225.0,19.746635424171476,0.5569726100333321,1492,619,0.2932259592610137,0.3897157081990963,0.2183389283327711,0.3837430868261572,0.1713767798663251,cohesive
23,50,34.152603229490424,35.33418283206029,9.507015194961,235.4509560290521,10.507015194961,362.1842707096904,55.75640588250975,7018,0.1066061291206898,7018,0,0,1.0,0.0,0.0,True,1706.0,23.30314712285761,0.6707216851910782,1706,0,0.0,,0.2674788903885893,,,intact
23,58,34.152603229490424,37.3564389484616,1.0,24.7660229,2.0,367.94509102812935,36.4618757001189,2838,0.0431103155378338,2838,0,0,1.0,0.0,0.0,True,2622.0,28.88959192466898,0.80799829069942,2622,39,0.0146561443066516,,0.3090169943749474,,,intact
23,60,34.152603229490424,35.96600036682223,1.0,24.7660229,2.0,370.3883208696807,27.575266302777656,2779,0.042214082762382,2779,0,0,1.0,0.0,0.0,True,2868.0,30.2144461073691,0.8618096926550316,2912,129,0.0424202564945741,,0.3090169943749474,,,intact
24,31,34.880232215766526,33.36314501932084,1.0,24.7660229,2.0,344.50948629317463,86.37066712766324,2411,0.0366240207053267,2410,1,0,0.9995852343425964,0.0004147656574035,0.0,True,3862.0,35.06155701679262,1.027544603955084,3901,569,0.1272930648769575,,0.3090169943749474,0.4340578300578996,,intact
24,59,34.880232215766526,35.206436281111145,1.0,24.7660229,2.0,369.8730210597055,39.81750531252285,2656,0.0403456652813553,2656,0,0,1.0,0.0,0.0,True,3056.0,31.18902069924069,0.8900129330767133,3121,175,0.0530946601941747,,0.3090169943749474,,,intact
25,34,35.546743341656395,33.55082558892075,6.817337799805944,168.8383440670296,7.817337799805943,345.05809595875496,84.74735545513624,6256,0.0950310549699395,5894,362,0,0.9421355498721228,0.0578644501278772,0.0,True,4204.0,36.58107108214104,1.0588236792786248,4213,66,0.0154241645244215,,0.2588283628687876,0.3898259201723122,,intact
25,37,35.546743341656395,34.36421902912943,2.863703305156273,70.92254163430594,3.863703305156273,346.90290190297253,81.56363921448995,3950,0.0600020247971964,3950,0,0,1.0,0.0,0.0,True,4248.0,36.772005609005646,1.0519667978243086,4256,43,0.010002326122354,,0.2817290466902531,,,intact
25,61,35.546743341656395,34.1630384408753,1.0,24.7660229,2.0,369.5298763220544,35.78737395162941,2942,0.0446901156843929,2852,90,0,0.9694085656016316,0.0305914343983684,0.0,True,4150.0,36.34537147509613,1.0427624515732965,4165,152,0.0352096363215195,,0.304845440523399,0.4229861452669073,,intact
26,31,26.0721753283052,33.36314501932084,1.0,24.7660229,2.0,337.893648429671,73.70443237117114,3112,0.047272481308576,3112,0,0,1.0,0.0,0.0,True,1654.0,22.945251180756117,0.772108269848758,2364,682,0.2239001969796454,,0.3333333333333333,,,intact
26,33,26.0721753283052,17.98180049232556,1.0,24.7660229,2.0,328.5568889200693,87.80694803674308,3781,0.0574348495590379,3781,0,0,1.0,0.0,0.0,True,2527.0,28.36140127684877,1.2875751052447322,2527,311,0.109584214235377,,0.3660254037844386,,,intact
26,35,26.0721753283052,34.0494773175402,8.281885242839627,205.10935957933825,9.281885242839628,340.85931961315515,69.86671842275997,6171,0.0937398721578479,5792,367,12,0.9385836979419868,0.0594717225733268,0.0019445794846864,True,1585.0,22.46154869107,0.7472033020576709,1640,370,0.1840796019900497,0.4299909212292988,0.2598751755617592,0.3827822185373187,0.1701157456675395,intact
27,62,34.59421850521294,34.40662060213569,1.0,24.7660229,2.0,369.4187568894173,40.492098520570536,2432,0.0369430188118434,2431,1,0,0.9995888157894736,0.0004111842105263,0.0,True,2436.0,27.846056861676377,0.8071222675525623,2484,279,0.1009771986970684,,0.3090169943749474,0.4340578300578996,,intact
28,46,32.085157519985124,34.431071729444454,1.0,24.7660229,2.0,349.673046106848,68.16057918645141,2355,0.0357733590879487,2355,0,0,1.0,0.0,0.0,True,2348.0,27.33846397952051,0.8220088326716132,2379,0,0.0,,0.3090169943749474,,,intact
28,57,32.085157519985124,34.63997239729759,1.0,24.7660229,2.0,368.09952460099066,17.23136373793064,2522,0.0383101535540581,2522,0,0,1.0,0.0,0.0,True,3557.0,33.648599750297834,1.0085735252074013,3557,20,0.0055912776069331,,0.3090169943749474,,,intact
29,37,27.19841450770519,34.36421902912943,1.0,24.7660229,2.0,340.7872319470722,70.14013992900757,2853,0.0433381713282029,2848,5,0,0.9982474588152822,0.0017525411847178,0.0,True,2613.0,28.839967624778037,0.9369309260469596,2617,194,0.0690145855567413,,0.3333333333333333,0.4305008740430604,,intact
26,56,26.0721753283052,35.89863452906266,2.0,49.5320458,3.0,362.2205662604804,10.7213086575424,2388,0.0362746418267608,2388,0,0,1.0,0.0,0.0,True,1192.0,19.47884453275087,0.6286457955796743,1194,831,0.4103703703703704,,0.2898979485566356,,,intact
27,43,34.59421850521294,34.887098712341675,5.414213562373095,134.08853707122265,6.414213562373095,350.51503104794097,77.67330676243124,5306,0.0806001882465631,5299,7,0,0.9986807387862796,0.0013192612137203,0.0,True,2179.0,26.33623439283756,0.7580810337943232,2179,49,0.0219928186714542,,0.2771863727725964,0.356789172325331,,intact
27,50,34.59421850521294,35.33418283206029,1.0,24.7660229,2.0,363.76567375445984,52.437966196502416,2787,0.0423356058505788,2787,0,0,1.0,0.0,0.0,True,2379.0,27.5183433227954,0.7870433985776697,2380,0,0.0,,0.3090169943749474,,,intact
27,60,34.59421850521294,35.96600036682223,10.06225774829855,249.2021058200643,11.06225774829855,371.9697239144502,43.37621782486837,8038,0.1221003228657886,8038,0,0,1.0,0.0,0.0,True,2184.0,26.366433043273013,0.7473455571641575,2184,11,0.00501138952164,,0.2658101509094669,,,intact
29,55,27.19841450770519,33.52139099070318,7.246211251235321,179.4598337863316,8.246211251235321,360.6884818529276,23.954150761666924,4801,0.0729290433041367,4801,0,0,1.0,0.0,0.0,True,3767.0,34.62763840134553,1.140571453321049,3767,18,0.0047556142668428,,0.2711923793731366,,,intact
30,37,35.16870951568426,34.36421902912943,1.0,24.7660229,2.0,347.65673789954747,82.17398385722183,2608,0.0396165267521742,2608,0,0,1.0,0.0,0.0,True,5232.0,40.8092798823208,1.1738116238271017,5234,0,0.0,,0.3090169943749474,,,intact
30,38,35.16870951568426,37.81835912552483,1.0,24.7660229,2.0,346.0293618483429,85.02300293800371,6307,0.0958057646571944,6211,96,0,0.9847788171872522,0.0152211828127477,0.0,True,6167.0,44.30594845046698,1.2140766652313937,6171,161,0.025426405559065,,0.3203772410170408,0.4142135623730951,,intact
30,64,35.16870951568426,34.856407404914144,1.0,24.7660229,2.0,376.8720860207012,23.696570269378988,3001,0.0455863484598447,2995,6,0,0.9980006664445183,0.0019993335554815,0.0,True,2314.0,27.139806127334285,0.7751449000251769,2515,276,0.0988892869939089,,0.3090169943749474,0.3979329887563829,,intact
31,59,33.36314501932084,35.206436281111145,4.65685424949238,115.33175898489058,5.65685424949238,372.0605397229134,45.35407557289586,5051,0.0767266398102884,4690,353,8,0.9285290041575924,0.0698871510591962,0.0015838447832112,True,1707.0,23.30997588406583,0.6798926124963512,1861,666,0.2635536208943411,0.4033355237809336,0.2642788416911127,0.4336336092645431,0.1390566820898208,intact
32,45,33.10848263899136,33.98979434722229,1.0,24.7660229,2.0,353.46593378470897,79.22564564066302,2171,0.0329783280594211,2009,125,37,0.9253800092123444,0.0575771533855366,0.0170428374021188,True,586.0,13.657583728599336,0.4070919356515069,981,1376,0.5837929571489181,0.4211646096066227,0.2898979485566356,0.4285714285714285,0.131266661049987,intact
32,58,33.10848263899136,37.3564389484616,7.6602540378443855,189.7140269210715,8.660254037844386,371.76309438435857,50.26899156385603,7048,0.107061840701428,5214,1458,376,0.7397843359818388,0.2068671963677639,0.0533484676503972,True,807.0,16.02735405955453,0.4549030552645466,944,674,0.4165636588380716,0.3660254037844386,0.2264672114362374,0.3510714832006494,0.1395581923482012,cohesive
34,47,33.55082558892075,35.135350052914504,1.0,24.7660229,2.0,357.26746704201,75.3175876826591,2461,0.037383540006557,2461,0,0,1.0,0.0,0.0,True,2782.0,29.75799226028708,0.866491458644034,2782,217,0.0723574524841613,,0.3090169943749474,,,intact
34,61,33.55082558892075,34.1630384408753,9.839639641948532,243.6887407002452,10.839639641948532,373.0363865189155,51.37466902507219,7959,0.1209002823698447,7943,16,0,0.9979896971981403,0.0020103028018595,0.0,True,2449.0,27.920259870998752,0.8246541611836843,2449,47,0.0188301282051282,,0.268574925671901,0.3608923008606732,,intact
34,66,33.55082558892075,35.91733492023478,1.0,24.7660229,2.0,381.6918059347448,16.36420850637773,2712,0.0411963268987333,2712,0,0,1.0,0.0,0.0,True,3261.0,32.21813990355963,0.927565655040296,3261,227,0.0650802752293578,,0.3090169943749474,,,intact
35,56,34.0494773175402,35.89863452906266,1.0,24.7660229,2.0,373.9895939706761,51.28057479533688,2898,0.0440217386993102,2643,217,38,0.912008281573499,0.0748792270531401,0.0131124913733609,True,1563.0,22.305119414727752,0.637761873076522,1910,551,0.2238927265339293,0.4499812558971079,0.2898979485566356,0.414213562373095,0.1600833073404722,intact
36,44,34.422410330978174,35.3685680063781,12.89320964314385,319.3135252766014,13.89320964314385,356.8859164431183,80.17005531561485,9015,0.1369413300118294,6948,2067,0,0.7707154742096506,0.2292845257903494,0.0,True,1.0,0.5641895835477563,0.0161679803604578,1994,0,0.0,,0.2306583719537366,0.3333333333333333,,intact
39,63,34.033614381940986,34.6760783632378,1.0,24.7660229,2.0,378.1078920319562,48.32604836225542,2545,0.038659532432624,2545,0,0,1.0,0.0,0.0,True,3842.0,34.97065316401917,1.0179248885223109,3861,25,0.0064333504889346,,0.3090169943749474,,,intact
39,65,34.033614381940986,35.86538244334089,1.0,24.7660229,2.0,380.5809015066119,42.87085378386352,2763,0.0419710365859883,2763,0,0,1.0,0.0,0.0,True,2940.0,30.591356056578213,0.8753017195094732,2940,0,0.0,,0.3090169943749474,,,intact
40,53,35.57845607245129,37.03735089150206,1.0,24.7660229,2.0,376.53358806359705,61.18788946181852,3139,0.0476826217312404,3132,7,0,0.9977699904428162,0.0022300095571838,0.0,True,3582.0,33.76664052449308,0.9300079951257696,4264,525,0.1096262267696805,,0.3090169943749474,0.4532998322843198,,intact
40,68,35.57845607245129,33.28956077647692,1.0,24.7660229,2.0,387.423962997106,39.29838605908822,2626,0.0398899537006171,2626,0,0,1.0,0.0,0.0,True,4186.0,36.502673649547205,1.0600762246318494,4194,0,0.0,,0.3090169943749474,,,intact
36,48,34.422410330978174,35.10728681692217,9.645764924552132,238.8872350094749,10.645764924552132,362.3351462723012,72.22032392198386,7561,0.1148545087320512,4653,2908,0,0.6153947890490676,0.3846052109509324,0.0,True,15.0,2.1850968611841584,0.0628536280414431,1232,416,0.2524271844660194,,0.1798334192119471,0.3571428571428571,,intact
36,54,34.422410330978174,37.34628588173539,1.0,24.7660229,2.0,371.6207576020822,55.57423518059941,2935,0.0445837829822206,2935,0,0,1.0,0.0,0.0,True,3283.0,32.32663540087933,0.9008561422118404,3283,82,0.0243684992570579,,0.3090169943749474,,,intact
37,64,34.36421902912943,34.856407404914144,1.0,24.7660229,2.0,381.46956616520487,32.60149466302963,2595,0.0394190517338543,2595,0,0,1.0,0.0,0.0,True,2820.0,29.96053869739811,0.8656534978326387,2953,55,0.0182845744680851,,0.3090169943749474,,,intact
38,71,37.81835912552483,33.8896927299754,1.0,24.7660229,2.0,383.85094341740125,21.00191364946326,2773,0.0421229404462343,2757,16,0,0.994230075730256,0.0057699242697439,0.0,True,4496.0,37.83016320718592,1.0551161892786585,4608,311,0.063224232567595,,0.3090169943749474,0.4034390994272556,,intact
41,58,36.75442188612426,37.3564389484616,6.5630027024141775,162.5394752207514,7.5630027024141775,377.0950176151984,61.47625125092658,6670,0.1013198747841266,4045,1871,754,0.6064467766116941,0.2805097451274362,0.1130434782608695,True,1087.0,18.601151746109178,0.5019818023063211,1319,666,0.3355163727959698,0.3835305927159431,0.1820021359817107,0.3938608859394958,0.2015284567342324,cohesive
41,67,36.75442188612426,37.2218335946346,3.7320508075688767,92.42805576421428,4.732050807568877,386.2655817799874,42.04363629916072,5190,0.0788381034677087,4485,658,47,0.8641618497109826,0.1267822736030828,0.0090558766859344,True,911.0,17.028808129561895,0.4603857824080071,1447,896,0.3824157063593683,0.3900959445746376,0.25,0.4070873561037283,0.1400959445746376,intact
41,72,36.75442188612426,34.63128248666163,1.0,24.7660229,2.0,387.9649570549859,29.8281801345874,3092,0.0469686735880839,2268,518,306,0.7335058214747736,0.167529107373868,0.0989650711513583,True,427.0,11.65840132267193,0.3266312611216992,706,2437,0.7753738466433344,0.4211646096066227,0.2553967929896867,0.3956439237389599,0.165767816616936,cohesive
42,53,32.4121189676092,37.03735089150206,9.3166247903554,230.7357429086495,10.3166247903554,378.4365621505802,67.42082152700881,8086,0.1228294613949697,7953,128,5,0.9835518179569628,0.0158298293346524,0.0006183527083848,True,2829.0,30.00830998263554,0.8641767905071683,3339,367,0.0990286022665947,0.464779370173074,0.266978077589994,0.3263887057725688,0.19780129258308,intact
