bead_id,voxels,volume_mm3,r_eq_vox,cz,cy,cx,r_fit_vox,fill,roughness,sphericity,radius_ok,shape_ok,scan
1,220281,3.3461534238863884,37.46532261616168,37.069992418774206,40.077432915231,39.107440042491184,36.793048072553766,1.0558230193971991,0.09616963508554827,0.8675757366355934,True,True,1
2,42607,0.6472167773504176,21.66693342847926,9.919895791771305,38.410049991785385,38.29880066655714,23.782307983025255,0.7561889903104209,0.2779691701015436,0.35798594655872923,False,False,1
3,188295,2.8602737365033186,35.55631345692592,30.89871212724714,38.265328341166786,36.88045354364163,35.17183603639559,1.0331539938242555,0.03912487991499463,0.9469532305303068,True,True,1
4,192634,2.926184821464087,35.8273575416245,34.47624510730193,36.56288090368263,37.33774411578434,35.3769837274226,1.0386803795692725,0.07826612183091192,0.95447497912039,True,True,1
5,169397,2.5732058214103013,34.324617143566016,24.35130492275542,39.35439824790286,38.11853810870323,34.88736850628034,0.9523848266910132,0.13996749200225203,0.7860239486300494,True,False,1
6,176025,2.6738876999813943,34.76657547463431,32.74191734128675,38.19951143303508,36.427365431046724,34.431487621897816,1.0294811118579759,0.024075777858602758,0.9605997717537982,True,True,1
7,211725,3.2161844810598534,36.973836016949825,41.76265438658638,36.55440311725115,38.02908017475499,36.420701504473314,1.0462575683615336,0.06798225314220542,0.7899785286023366,True,True,1
8,196216,2.980596784204228,36.04806323854428,37.61519957597749,38.18850654380886,37.398586251885675,35.692023750388145,1.0302254847701777,0.02113027342298496,0.9577355590547983,True,True,1
9,398277,6.049981374722282,45.64209171089868,50.50176886940496,68.4743834065236,56.09249341538678,51.122660100912974,0.711633340392992,0.3176057444379518,0.40380223687033834,False,False,1
10,169468,2.5742843388180483,34.32941200890888,35.0857034956452,36.20959709207638,35.67516581301485,33.91410847806169,1.037188946753749,0.017175166077992795,0.9587047556164574,True,True,1
11,198901,3.021382970680297,36.211744915612826,37.09763148501013,39.053785551606076,37.3619690197636,35.77291622945649,1.0372544833976751,0.025392103786008872,0.9473664126940472,True,True,1
12,202222,3.071830242668016,36.412172988782864,37.92180376022391,40.70621396287249,38.60244681587562,35.950277918285465,1.039041839208078,0.019728577946109212,0.9559494737737892,True,True,1
13,202604,3.077632970129416,36.43508625717767,37.60270774515804,38.64233677518706,37.92812580205722,36.02909904907787,1.0341872980799132,0.019118792572316225,0.9583907237866226,True,True,1
14,214331,3.2557706270399787,37.12491434471648,38.03069084733426,36.20414219128357,41.12550214388026,36.73764793670587,1.0319587485610848,0.05026049898739994,0.8354931355094585,True,True,1
15,176770,2.685204537569726,34.81555458468182,35.57295921253606,36.258035865814335,35.715042145160375,34.30455362485004,1.045357007372081,0.02222770324501309,0.9440494634433623,True,True,1
16,220762,3.3534599995642242,37.49257223439948,39.835193556862144,41.79694875023781,38.66366494233609,37.10581635986725,1.0315962101420677,0.023064673724854063,0.9437939026741972,True,True,1
17,193238,2.9353598146229496,35.864763790951166,38.90405613802668,39.595416015483494,36.179648930334615,35.36684071653067,1.042833863084229,0.021335537760181895,0.9492396344499021,True,True,1
18,179932,2.7332365381795327,35.02191846967576,37.20682813507325,35.91452326434431,36.375175066136094,34.57062360945542,1.0396763304558654,0.021688290077650708,0.9416507100796745,True,True,1
