bead_a,bead_b,r_a_vox,r_b_vox,gap_vox,gap_um,dsum_min,z_mid,axis_dip_deg,lens_vox,lens_mm3,binder_vox,pore_vox,crack_vox,binder_frac,pore_frac,crack_frac,connected,bond_area_vox,r_bond_vox,r_bond_over_R,neck_binder_vox,neck_crack_vox,neck_severed,q_crack_med,q_binder_med,q_pore_med,dq_paired
11,50,34.630088112307796,35.33418283206029,1.0,24.7660229,2.0,351.70528616255797,19.654829685245822,2631,0.03996590563074023,2631,0,0,1.0,0.0,0.0,True,1928.0,24.77299861870477,0.7081614168009542,1928,0,0.0,,0.3090169943749474,,
12,27,29.0124465629937,34.59421850521294,1.0,24.7660229,2.0,327.0341785379551,64.93850182191372,3795,0.057647514963382426,3765,20,10,0.9920948616600791,0.005270092226613966,0.002635046113306983,True,2205.0,26.492891481211682,0.8330224970230038,2265,714,0.23967774420946628,0.4685851315502535,0.3228287342177362,0.4626456542734674,0.14575639733251727
12,31,29.0124465629937,33.36314501932084,1.0,24.7660229,2.0,329.1224486323382,58.5380686752794,1760,0.026735079403307792,1760,0,0,1.0,0.0,0.0,True,2516.0,28.299605538565682,0.9073935756174701,2999,891,0.22904884318766067,,0.3090169943749474,,
13,27,33.60129597317544,34.59421850521294,9.74165738677394,241.26210992479758,10.74165738677394,331.3851474311299,73.3831900977705,6954,0.10563394441511499,6293,193,468,0.9049467932125396,0.027753810756399194,0.06729939603106126,True,2050.0,25.544769849751454,0.7491627578481502,2332,764,0.2467700258397933,0.33006324807820686,0.2590413347481588,0.29365546986515634,0.07102191333004804
11,27,34.630088112307796,34.59421850521294,8.449489742783179,209.26025646308332,9.449489742783179,330.4600771757143,72.14700907579525,7009,0.10646941564646836,5643,1061,305,0.8051077186474532,0.1513768012555286,0.04351548009701812,True,1307.0,20.39683851096082,0.5892970116308355,1386,324,0.18947368421052632,0.3797958971132712,0.22849890415642563,0.3706793556038632,0.1512969929568456
11,43,34.630088112307796,34.887098712341675,1.0,24.7660229,2.0,338.45464345603904,54.987993140840075,2472,0.03755063425282776,2472,0,0,1.0,0.0,0.0,True,2127.0,26.02009085135797,0.7485944710907588,2127,104,0.04661586732406992,,0.3090169943749474,,
11,45,34.630088112307796,33.98979434722229,1.0,24.7660229,2.0,339.1689458813473,54.488945099428975,2223,0.033768228132700695,2223,0,0,1.0,0.0,0.0,True,2277.0,26.92195406801838,0.7846691979950892,2285,213,0.08526821457165733,,0.3090169943749474,,
11,47,34.630088112307796,35.135350052914504,3.2426406871192857,80.30731351366796,4.242640687119286,342.1850087561081,49.35791842978401,4304,0.06537942144990723,4301,3,0,0.9993029739776952,0.0006970260223048327,0.0,True,1998.0,25.218706402097904,0.7229570132527111,1998,0,0.0,,0.28172904669025317,0.45657137141714,
13,28,33.60129597317544,32.085157519985124,1.0,24.7660229,2.0,328.74166736198606,76.06541960893749,1913,0.029059208465072615,1913,0,0,1.0,0.0,0.0,True,3820.0,34.870385217575105,1.061722268845155,3827,144,0.036262906069000254,,0.32449979983983984,,
14,46,28.950674225133486,34.431071729444454,4.855156433186538,120.24291540738012,5.855156433186538,334.78117080910624,40.32502445319022,4636,0.07042262961007666,4310,326,0,0.9296807592752373,0.07031924072476273,0.0,True,2719.0,29.419119302482983,0.9283152068283502,2721,204,0.06974358974358974,,0.26618329551788555,0.4042842967971135,
15,36,32.372226061783266,34.422410330978174,1.0,24.7660229,2.0,332.4600773983065,59.00784303483014,2690,0.040862138406192024,2605,58,27,0.9684014869888475,0.021561338289962824,0.010037174721189592,True,1925.0,24.753717516845768,0.7411887796286689,2551,1119,0.30490463215258856,0.4211646096066227,0.3090169943749474,0.41421356237309503,0.11214761523167532
15,45,32.372226061783266,33.98979434722229,1.0,24.7660229,2.0,337.4147007910682,49.874589168125134,1977,0.030031393170647444,1977,0,0,1.0,0.0,0.0,True,2406.0,27.67405980621926,0.834033069989647,2406,1059,0.30562770562770564,,0.3090169943749474,,
6,25,30.585903065766402,35.546743341656395,6.117215614703381,151.4991019979815,7.117215614703381,324.4910672981546,63.82400925160681,5287,0.08031157091209562,5129,147,11,0.9701153773406469,0.027804047664081708,0.0020805749952714204,True,3172.0,31.775445850136926,0.9609609648577564,3181,75,0.023034398034398034,0.3492898867672912,0.27013511384464434,0.3993004939963711,0.07915477292264689
6,38,30.585903065766402,37.81835912552483,1.0,24.7660229,2.0,328.2150073880286,54.102225189287054,6271,0.09525891076030861,6267,4,0,0.9993621431988519,0.0006378568011481422,0.0,True,3756.0,34.57704343211429,1.0109616659681304,3757,0,0.0,,0.3203772410170408,0.41054588061380315,
6,39,30.585903065766402,34.033614381940986,1.0,24.7660229,2.0,331.22878842174964,49.44819903251644,3426,0.05204226252030255,3426,0,0,1.0,0.0,0.0,True,4031.0,35.82048507777163,1.1086583896810729,4033,46,0.01127727384162785,,0.3203772410170408,,
9,39,34.857848290902304,34.033614381940986,1.0,24.7660229,2.0,335.76384796728473,56.42542359441089,2732,0.041500134619225505,2732,0,0,1.0,0.0,0.0,True,3478.0,33.272838534564855,0.9659495456664432,3560,110,0.02997275204359673,,0.3090169943749474,,
9,43,34.857848290902304,34.887098712341675,1.0,24.7660229,2.0,337.5051326268756,53.641241341139775,2681,0.04072542493197056,2681,0,0,1.0,0.0,0.0,True,2780.0,29.747293718772774,0.853030792822573,2809,113,0.03867214236824093,,0.3090169943749474,,
