bead_id,voxels,volume_mm3,r_eq_vox,cz,cy,cx,r_fit_vox,fill,roughness,sphericity,radius_ok,shape_ok,scan,on_boundary
158,190399,2.892234308699091,35.68825811374741,38.59773948392586,38.86431651426741,38.72185253073808,35.2735832828682,1.0356841122077276,0.0210068994749394,0.9878319970707438,True,True,1,True
159,190418,2.8925229260335583,35.68944518992291,37.874638952199895,37.63407345944186,40.10914409352057,35.262798190857346,1.0367381380038547,0.0166996452262539,0.983999478279916,True,True,1,True
160,202542,3.0766911661958902,36.431369308821246,39.47168982235783,38.737229809126006,41.25395720393795,35.99471831987624,1.03683618852383,0.0171166978409961,0.9901271077100964,True,True,1,False
161,185579,2.8190166480604866,35.384528008489525,39.35802542313516,38.57630443099704,39.24168144024917,34.9530118171038,1.0374959485526474,0.0169418994247723,0.9849292281835056,True,True,1,False
162,199488,3.0302997272767414,36.24733283428811,38.203746591273664,38.6174857635547,38.34904856432467,35.871971030813924,1.0317214180525682,0.0201813564470118,0.9685718324873644,True,True,1,True
163,223310,3.3921651031549223,37.63626525813539,39.99531592852985,40.002879405311006,40.64752138283104,37.31739221354261,1.0258543420435398,0.0364050886203167,0.9376573207173754,True,True,1,False
164,191126,2.90327771933898,35.73362321746685,37.97188765526407,38.38261147096679,38.23466718290552,35.3216073559168,1.0354038748606436,0.0173254983904488,0.9892408443212098,True,True,1,True
165,186814,2.837776774800876,35.462847412792925,37.99934694401919,39.43366664168639,38.77121628999968,35.01245469670698,1.039089916887066,0.0327604960523913,0.98931674120561,True,True,1,True
166,183313,2.784595233328728,35.23991767703222,36.37755096474336,37.302979057677305,38.31968272844807,34.74798540113824,1.0430755474263096,0.069295890055582,0.9470458762236276,True,True,1,True
167,183093,2.7812533484033146,35.22581450301618,37.27091696569503,36.90393952799944,38.63410397994462,34.78645065063648,1.038371536447973,0.0147970620959193,0.9939749696071566,True,True,1,False
168,186822,2.837898297889073,35.463353618126746,38.382438899059,38.1029429082228,39.10526597509929,35.030325171907506,1.0375449038996638,0.0169953953119988,0.9818503645687768,True,True,1,False
169,185183,2.8130012551947425,35.35934151706443,38.112931532592086,39.34729969813644,37.531836075665694,34.93430534730156,1.036946070971548,0.0158419018108112,0.9896687724185432,True,True,1,True
170,190713,2.8970040899108174,35.7078659870906,37.38778164047548,37.57085253758265,38.25829911961954,35.32793450553009,1.0326114796151469,0.0169989672578269,0.9828747737903376,True,True,1,True
171,190658,2.896168618679464,35.70443304255554,37.81718574620525,37.57215013269834,38.15093518236843,35.28883555295927,1.035748802629801,0.0171128004672318,0.9948037894411506,True,True,1,False
172,192653,2.9264734387985545,35.828535418520794,38.72706368444821,38.57410473753328,38.38656548301869,35.41886356772643,1.035102361505772,0.0180593246745706,0.9905581744525024,True,True,1,False
173,185116,2.811983499331094,35.355076615763174,37.51156031893515,38.00468895179239,38.13821063549342,34.94254002433856,1.035838226746508,0.0181579330566,0.9850101423650012,True,True,1,False
174,201183,3.05604743158845,36.34970496468319,38.23610841870337,38.99659016914948,35.85233344765711,35.95846232632907,1.0329976531281324,0.0266880249678034,0.969573736772185,True,True,1,True
175,190309,2.8908671739568765,35.68263404805846,37.65243367365705,37.71828972880946,38.384227755912754,35.27251944231604,1.0352882221802504,0.016499143645223,0.9886175118725709,True,True,1,False
176,185595,2.8192596942368806,35.38554489110793,37.00380936986449,38.31249764271667,37.7082087340715,35.003584956637134,1.0330945859627192,0.0190605922359309,0.966099264629644,True,True,1,True
177,188030,2.856248284206797,35.53962537564978,37.30510024996011,38.25800670105834,37.74611498165186,35.109717002743444,1.037185770784986,0.0172069837585942,0.9836110854741672,True,True,1,False
