bead_a,bead_b,r_a_vox,r_b_vox,gap_vox,gap_um,z_mid,axis_dip_deg,lens_vox,lens_mm3,binder_vox,pore_vox,crack_vox,binder_frac,pore_frac,crack_frac,connected,bond_area_vox,r_bond_vox,r_bond_over_R,q_crack_med,q_binder_med,q_pore_med
5,45,37.599093974957185,36.52609452464983,2.0,49.5320458,301.49553436882866,83.57694739423427,3716,0.056447474467438495,3680,36,0,0.9903121636167922,0.00968783638320775,0.0,True,1.0,0.5641895835477563,0.015222614470673418,,0.3090169943749474,0.4208072354749903
5,46,37.599093974957185,36.90332517531369,2.0,49.5320458,297.6145683969231,89.59015896862094,3530,0.05362206266686165,3405,125,0,0.9645892351274787,0.03541076487252125,0.0,True,1.0,0.5641895835477563,0.015145537285434713,,0.30383243470068705,0.40149162409079436
4,210,37.827481835382166,34.76940621085617,2.0,49.5320458,316.15974448681243,60.20545967319781,3041,0.04619396390082897,2846,195,0,0.9358763564616902,0.06412364353830977,0.0,True,1.0,0.5641895835477563,0.015543079014307425,,0.28989794855663564,0.39564392373896
4,218,37.827481835382166,35.39729835410642,2.0,49.5320458,310.6629086690551,49.468730197778164,3513,0.05336382610444334,3436,77,0,0.9780814118986622,0.02191858810133789,0.0,True,7.0,1.4927053303604616,0.040770496722494484,,0.3090169943749474,0.41421356237309503
4,245,37.827481835382166,34.842778591540295,2.8284271247461903,70.0488909424453,331.20852430959667,84.93384627878557,3667,0.05570314555223277,3635,32,0,0.9912735205890374,0.00872647941096264,0.0,True,28.0,2.985410660720923,0.0821632024760133,,0.2857142857142857,0.3884422601115848
4,320,37.827481835382166,33.5971370217625,2.0,49.5320458,354.2772247346993,56.72564084158928,3102,0.04712057744832998,3085,17,0,0.9945196647324307,0.00548033526756931,0.0,True,1.0,0.5641895835477563,0.01579818254756623,,0.3090169943749474,0.4
6,131,37.823588534101106,35.6720059731562,2.0,49.5320458,523.0551360979096,25.473306131714033,2848,0.04326221939807988,2789,59,0,0.9792837078651685,0.02071629213483146,0.0,True,8.0,1.5957691216057308,0.04342489185384185,,0.28989794855663564,0.40269974784927715
6,143,37.823588534101106,35.798257995737906,9.657737169873558,239.18373991126973,583.1385281919077,52.503765479884116,9644,0.14649608282130702,9508,136,0,0.9858979676482788,0.014102032351721278,0.0,True,58.0,4.296739856991561,0.11672458813567213,,0.26841742285197584,0.3902651895393534
6,266,37.823588534101106,35.10212087528832,2.0,49.5320458,534.8796118940672,52.33532344873255,3044,0.04623953505890279,3004,40,0,0.9868593955321945,0.013140604467805518,0.0,True,3.0,0.9772050238058398,0.02680001419855976,,0.2989350844248255,0.34998009106459776
6,339,37.823588534101106,29.44648315424712,2.0,49.5320458,584.8702994718092,43.00393134076843,1973,0.02997063162654902,1972,1,0,0.9994931576279777,0.0005068423720223011,0.0,True,2.0,0.7978845608028654,0.023721828765081162,,0.3090169943749474,0.46989121533028555
