Label	Zpos	Ypos	Xpos	Zdisp	Ydisp	Xdisp	Fzz	Fzy	Fzx	Fyz	Fyy	Fyx	Fxz	Fxy	Fxx	PSCC	error	iterations	returnStatus	deltaPhiNorm	LabelDilate
0.0000000	0.0000000	0.0000000	0.0000000	212.3213736	-61.1194997	-60.8528995	0.7721367	0.0000000	0.0000000	0.0000000	1.2308581	0.0000000	0.0000000	0.0000000	1.2308581	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
1.0000000	91.0699921	156.0774384	285.1074524	150.0796477	-33.0961396	-22.1330482	0.2724542	0.0784917	-0.9589618	0.8680996	0.4097601	0.2801782	0.4149360	-0.9088100	0.0435023	0.0000000	6235.4121094	300.0000000	1.0000000	0.0068139	2.0000000
2.0000000	63.9198952	197.4100494	324.2987976	183.9168058	0.4667685	-0.0689434	0.7634929	-0.5481678	0.3414537	0.6060638	0.7907937	-0.0856274	-0.2230813	0.2723186	0.9359900	0.0000000	3709.3237305	300.0000000	1.0000000	0.0175675	2.0000000
3.0000000	84.8987122	222.2653351	407.8804626	220.2000252	21.1109725	-23.7786399	0.8556000	0.4881301	-0.1722722	-0.4861014	0.8720601	0.0567150	0.1779160	0.0352164	0.9834153	0.0000000	15005.3613281	300.0000000	1.0000000	0.0115493	2.0000000
4.0000000	88.4762421	230.5628815	275.3377380	229.7995046	-29.0112345	-51.3528747	-0.8893983	-0.4390531	-0.1272913	-0.4412293	0.8973129	-0.0120934	0.1195298	0.0454088	-0.9917916	0.0000000	10474.4345703	300.0000000	1.0000000	0.0728930	2.0000000
5.0000000	78.3513031	270.3544006	204.1185455	159.6886149	17.4918805	-6.2297326	0.9918143	-0.1000869	-0.0792906	0.0043501	0.6470931	-0.7623986	0.1276145	0.7558129	0.6422316	0.0000000	7767.3388672	300.0000000	1.0000000	0.0485523	2.0000000
6.0000000	86.7419205	366.1995239	308.4273682	149.9192567	-22.8304141	-25.1853959	0.9941822	0.0125161	0.1069819	0.0250427	0.9391491	-0.3425957	-0.1047600	0.3432817	0.9333719	0.0000000	10243.2978516	300.0000000	1.0000000	0.1093114	2.0000000
7.0000000	95.7626572	396.5544128	374.0290833	138.2270585	-12.1743332	-20.7762635	-0.2103703	-0.9706473	-0.1165685	-0.0867351	-0.1002356	0.9911760	-0.9737666	0.2186246	-0.0631025	0.0000000	11374.1816406	300.0000000	1.0000000	0.1507393	2.0000000
8.0000000	95.6151962	301.1885071	282.3985901	222.7623062	23.5468898	27.2297059	0.9882083	-0.0879775	0.1253172	-0.0027666	0.8080541	0.5891018	-0.1530908	-0.5825020	0.7982823	0.0000000	957.3397217	145.0000000	2.0000000	0.0009303	2.0000000
9.0000000	121.5017700	232.4743805	354.0924988	127.1686238	-19.1844677	40.0654111	-0.5672542	0.7852332	-0.2482569	0.7753950	0.6108077	0.1602389	0.2774622	-0.1016010	-0.9553491	0.0000000	8631.8886719	300.0000000	1.0000000	0.0516949	2.0000000
10.0000000	107.0857010	120.2095947	220.6751709	190.2509456	-36.5016476	-45.4207880	0.4986014	0.8393965	-0.2163564	-0.4071352	0.0064214	-0.9133453	-0.7652696	0.5434816	0.3449496	0.0000000	1617.7919922	300.0000000	1.0000000	0.0036791	2.0000000
11.0000000	109.0976334	273.0537720	135.3619690	207.8051881	-10.5915995	-73.2085466	0.9928113	0.1077239	0.0521664	-0.0575492	0.0474775	0.9972131	0.1049469	-0.9930466	0.0533356	0.0000000	2638.9206543	80.0000000	2.0000000	0.0009845	2.0000000
12.0000000	119.9218063	329.7062073	177.6024475	209.8376603	37.8696070	-40.3106917	0.8032287	-0.3127900	-0.5069379	-0.3375949	0.4621197	-0.8200458	0.4907681	0.8298239	0.2655915	0.0000000	1200.2429199	45.0000000	2.0000000	0.0009687	2.0000000
13.0000000	122.6027069	392.6423340	252.9281311	191.3015762	63.6388427	-17.3750597	0.8923310	0.2126608	0.3981468	-0.4513764	0.4161333	0.7893620	0.0021843	-0.8840862	0.4673187	0.0000000	1170.5893555	300.0000000	1.0000000	0.0557107	2.0000000
14.0000000	124.0306931	332.2041321	364.1254883	216.1371795	42.0028359	19.9080696	-0.0911117	-0.1453095	0.9851821	0.6948499	0.6993959	0.1674186	-0.7133598	0.6998075	0.0372452	0.0000000	1658.9996338	300.0000000	1.0000000	0.0036402	2.0000000
