b1_a,b1_b,b3_a,b3_b,gap1_vox,gap3_vox,opening_vox,axis_dip_deg,z_mid,r_bond1_vox,connected1,outcome,crack_frac3,neck_severed3,q_crack3
2,31,259,6,10.180339887498947,1.0,-9.180339887498947,23.92759108279182,673.4661420560096,27.50098706542525,True,survived,0.0,0.0359657947686116,
2,91,259,201,1.0,13.392681847055051,12.392681847055051,75.65819813364999,624.777058766363,31.071431972077452,True,separated,,,
2,290,259,253,6.4031242374328485,14.198541606163111,7.795417368730263,17.993858518213887,594.7730833299936,28.55713445713473,True,separated,,,
2,292,259,24,2.146264369941973,3.7320508075688767,1.5857864376269037,69.0153766932086,620.359074712301,35.11598637481233,True,survived,0.0,0.0670208418471597,
6,324,5,76,1.0,1.0,0.0,87.34873328944728,826.5153957090529,21.887356594769614,True,survived,0.0,0.0084104289318755,
6,149,5,110,1.8284271247461903,1.8284271247461903,0.0,41.07079468229539,796.1181419409154,24.598924643882015,True,survived,0.0,0.0032275416890801,
6,194,5,119,1.0,1.0,0.0,38.622944423750006,852.119413145197,34.65061169280073,True,survived,0.0598058252427184,0.1149076183244748,0.4014916240907943
6,237,5,185,2.146264369941973,1.414213562373095,-0.7320508075688781,67.13210794135998,810.1975503600543,24.01619274083693,True,survived,0.0,0.2574416733708769,
7,31,4,6,1.0,1.0,0.0,54.58255352977717,734.441590161661,29.45696436731072,True,survived,0.0799197937553709,0.0470815865849725,0.3761785115301142
7,73,4,57,1.0,1.0,0.0,75.45422554569845,765.3091856783228,27.83462345661149,True,survived,0.0,0.0,
7,125,4,101,1.0,73.87687965232932,72.87687965232932,77.54986715383966,763.8113064918812,30.927677054416662,True,separated,,,
7,146,4,81,1.0,2.6502815398728847,1.6502815398728847,49.76037988065836,731.1046457043417,25.01593964330208,True,survived,0.0,0.1042760690172543,
7,280,4,242,6.032065437739018,5.6332495807108,-0.3988158570282181,21.809886569665508,792.966783808618,28.529254791738826,True,survived,0.0,0.0,
9,150,10,146,1.0,42.19253004770741,41.19253004770741,74.11951037900411,875.3390928697547,38.10681960975559,True,separated,,,
9,268,10,208,1.0,1.0,0.0,56.97389827259753,845.0678027191146,22.903595622322865,True,survived,0.0,0.193579766536965,
9,30,10,17,2.863703305156273,2.863703305156273,0.0,47.264844795697215,891.8019678481049,33.29674659149364,True,survived,0.0,0.0415584415584415,
9,50,10,303,8.851841083363698,1.7320508075688772,-7.119790275794822,54.65318194093058,889.0974851422418,26.528911744592182,True,survived,0.0,0.0412435233160621,
12,26,3,19,7.152147760599405,7.547442467302883,0.39529470670347777,76.02273033207824,930.6364091797028,28.33894569036936,True,survived,0.0013224014810896,0.083050207625519,0.3259891711935034
12,61,3,44,1.0,1.0,0.0,64.15150795950898,924.6074677698638,29.86476688485918,True,survived,0.0101729399796541,0.2382003864200938,0.3499800910645978
12,129,3,213,2.146264369941973,73.63031643672161,71.48405206677964,67.69265134201756,926.0016212641226,29.88075017039453,True,separated,,,
12,194,3,119,1.0,1.0,0.0,34.51859552416144,910.1690269903636,32.713266992917475,True,survived,0.0,0.0899369344666849,
14,120,22,75,1.0,43.90582754943544,42.90582754943544,85.6267233998026,608.0437715381524,26.324145232506837,True,separated,,,
14,162,22,184,3.2426406871192857,1.0,-2.2426406871192857,50.14165580921552,580.468437662272,13.540550005146152,True,survived,0.0,0.1259181532004197,
14,224,22,226,8.851841083363698,9.6878320578688,0.8359909745051013,87.28382526147084,607.2176232466056,24.57950699214357,True,survived,0.0,0.1237533998186763,
13,29,71,229,1.0,29.62794319571124,28.62794319571124,3.962902220289732,869.5755155244476,28.79578534280277,True,separated,,,
13,139,71,50,1.0,1.0,0.0,60.56979979486671,923.1685691905324,31.40767959088298,True,survived,0.0,0.0,
12,250,3,178,3.0,3.1815405503520555,0.18154055035205552,10.466521040474642,978.1534579085863,30.50800070803401,True,survived,0.0,0.0759150474469046,
12,269,3,166,3.1815405503520555,46.58883967628395,43.4072991259319,55.355638996352816,962.93155448851,25.19344980447256,True,separated,,,
13,233,71,27,1.0,2.449489742783178,1.4494897427831779,62.48710897011895,888.7963335576073,30.695231927842155,True,survived,0.0,0.0,
14,17,22,46,1.0,6.894954260780955,5.894954260780955,45.89750079576292,578.4811939331789,23.26897325621885,True,survived,0.0,0.0,
14,21,22,25,1.414213562373095,1.0,-0.4142135623730949,35.803589889823044,636.6029784674987,27.59342761875783,True,survived,0.0,0.0728900255754475,
14,252,22,175,4.65685424949238,3.0,-1.6568542494923797,48.40029153789474,579.3621507615364,20.62188177498708,True,survived,0.0,0.0036429872495446,
15,17,111,46,1.0,20.49514828162293,19.49514828162293,80.60053522275727,545.5910594216564,29.811427376513585,True,separated,,,
15,64,111,169,1.0,1.0,0.0,62.76455979508185,522.2235687135135,25.823617321263136,True,survived,0.1844919786096256,0.5084677419354838,0.3874258867227931
15,120,111,75,1.0,37.24871109163783,36.24871109163783,11.267678731575892,575.1536370266299,31.56941959620811,True,separated,,,
15,162,111,184,6.483314773547883,1.0,-5.483314773547883,78.19729514438784,547.5783031507493,16.205112036071434,True,survived,0.0,0.0,
15,176,111,26,7.194052389321207,23.844823581885763,16.650771192564555,62.23209592169005,558.5854429311323,26.516910426744545,True,separated,,,
17,43,46,79,1.0,50.245758957573905,49.245758957573905,70.35182411163738,564.4770292590779,29.010538413996088,True,separated,,,
17,64,46,169,1.7320508075688772,25.573969122071496,23.841918314502617,52.53350712908637,528.3823152099997,23.9564756337274,True,separated,,,
19,59,217,23,1.414213562373095,60.305718764785006,58.89150520241191,31.810631449465745,700.0833568519738,25.64426300082948,True,separated,,,
19,104,217,69,7.944271909999159,50.05294703802013,42.10867512802097,56.278240812024,690.99887222191,22.80610343799032,True,separated,,,
19,118,217,186,1.414213562373095,1.7320508075688772,0.31783724519578227,55.60943639720425,646.7736602422199,27.97151587311201,True,survived,0.0,0.0,
19,120,217,75,1.414213562373095,4.123105625617661,2.7088920632445657,40.01604858027403,639.4819454830185,29.048915784814227,True,survived,0.0,0.0,
19,169,217,16,7.555641990915946,1.0,-6.555641990915946,74.25707622367167,679.1260965819027,22.65907867532249,True,survived,0.0,0.0015847860538827,
