specimen,eps_d,clusters,clusters_null,p_clusters,biggest,biggest_null,p_biggest,rms_R,rms_null,p_rms,frac_in
Glass_100_1700_T7,0.6,0,0.0,1.0,0,0.0,1.0,,,,0.0
Glass_100_1700_T7,0.8,1,0.0,0.0025,12,0.0,0.0,0.4219186640463554,0.27083196695519784,1.0,0.2857142857142857
Glass_100_1700_T7,1.0,2,0.0,0.0025,16,0.0,0.0,0.6208023945912251,0.4123986595215849,0.864406779661017,0.6190476190476191
Glass_100_1700_T7,1.25,1,1.0,0.675,27,7.0,0.0,1.1679243431061845,0.5308783242130888,0.9962962962962963,0.6428571428571429
Glass_100_1700_T7,1.5,1,2.0,0.995,28,16.0,0.08,1.2347008309932546,0.7664938014206771,0.8090452261306532,0.6666666666666666
Glass_100_1700_T7,2.0,1,1.0,1.0,33,40.0,0.9375,1.2092673250340984,2.0495760685315823,0.0575,0.7857142857142857
