specimen,eps_d,clusters,clusters_null,p_clusters,biggest,biggest_null,p_biggest,rms_R,rms_null,p_rms,frac_in
Glass_100_1700_T5_HR,0.6,1,0.0,0.225,7,0.0,0.12,0.2513888302650557,0.32204007244891103,0.14444444444444443,0.05737704918032787
Glass_100_1700_T5_HR,0.8,3,2.0,0.175,13,9.0,0.22,0.2850034931164491,0.3498461644372408,0.276536312849162,0.2540983606557377
Glass_100_1700_T5_HR,1.0,5,3.0,0.205,20,38.0,0.9225,0.28181013491934626,0.319864896451832,0.36,0.6639344262295082
Glass_100_1700_T5_HR,1.25,4,4.0,0.7,63,52.0,0.0375,0.34377236487246166,0.34307461604151357,0.5,0.8360655737704918
Glass_100_1700_T5_HR,1.5,1,3.0,1.0,114,58.0,0.0,2.425131448660155,0.5799351103808835,1.0,0.9344262295081968
Glass_100_1700_T5_HR,2.0,1,1.0,1.0,122,122.0,0.5675,2.433630554769209,2.412615966201236,0.5625,1.0
