specimen,eps_d,clusters,clusters_null,p_clusters,biggest,biggest_null,p_biggest,rms_R,rms_null,p_rms,frac_in
Glass_100_1800_T5,0.6,0,0.0,1.0,0,0.0,1.0,,0.3171148525059587,,0.0
Glass_100_1800_T5,0.8,5,2.0,0.04,15,14.0,0.4725,0.21888829544028127,0.3800635356317361,0.09296482412060302,0.3644067796610169
Glass_100_1800_T5,1.0,4,3.0,0.4325,58,54.0,0.4025,0.29496259076962345,0.36028310637127914,0.31,0.7796610169491526
Glass_100_1800_T5,1.25,4,3.0,0.1675,70,78.0,0.855,0.29496259076962345,0.48762550922721926,0.135,0.9152542372881356
Glass_100_1800_T5,1.5,1,2.0,1.0,115,105.0,0.1125,1.7683056494238718,1.0869750725121359,0.54,0.9745762711864406
Glass_100_1800_T5,2.0,1,1.0,1.0,118,118.0,0.8425,1.864263551949675,2.111963346705208,0.0075,1.0
