Label	Zpos	Ypos	Xpos	Zdisp	Ydisp	Xdisp	Fzz	Fzy	Fzx	Fyz	Fyy	Fyx	Fxz	Fxy	Fxx	PSCC	error	iterations	returnStatus	deltaPhiNorm	LabelDilate
0.0000000	0.0000000	0.0000000	0.0000000	41.0498163	-19.4151169	-21.1132854	0.9815171	0.0000000	0.0000000	0.0000000	1.0750200	0.0000000	0.0000000	0.0000000	1.0750200	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
1.0000000	378.1338806	255.3672333	438.4719543	85.8803753	-8.7330372	28.1641911	0.8238873	-0.3522477	0.4439946	-0.2770587	-0.9337339	-0.2266706	0.4944170	0.0637385	-0.8668848	0.0000000	1927.5104980	300.0000000	1.0000000	0.1667093	2.0000000
2.0000000	633.9568481	355.0708313	148.5910034	29.9884791	19.4475777	-6.3673931	0.7945693	-0.2646913	-0.5464413	0.6069252	0.3205121	0.7272645	-0.0173595	-0.9095111	0.4153170	0.0000000	298.1810303	175.0000000	2.0000000	0.0009930	2.0000000
3.0000000	594.1055908	256.0860901	187.4900970	21.5899544	48.7419134	-26.0520344	0.6864788	0.1078012	0.7191145	-0.1712981	0.9850917	0.0158508	-0.7066850	-0.1340642	0.6947108	0.0000000	578.7329712	300.0000000	1.0000000	0.0104768	2.0000000
4.0000000	872.5535889	299.9403992	165.8050842	41.3367801	-38.6509832	12.6608592	0.5955912	-0.7927210	0.1298636	0.1349199	-0.0606491	-0.9889986	0.7918761	0.6065600	0.0708318	0.0000000	297.0294189	300.0000000	1.0000000	0.0039410	2.0000000
5.0000000	481.6354675	186.0688477	172.7510529	49.4354427	-28.9332852	-32.8839163	0.9241929	-0.3758841	-0.0676657	-0.0256128	-0.2377688	0.9709840	-0.3810663	-0.8956434	-0.2293716	0.0000000	470.4917603	300.0000000	1.0000000	0.0131990	2.0000000
6.0000000	824.8113403	377.6631470	341.4940796	41.9891159	15.7868298	-23.1978045	0.9990673	-0.0367212	0.0227190	0.0266648	0.9384799	0.3443029	-0.0339645	-0.3433759	0.9385837	0.0000000	51.1647873	8.0000000	2.0000000	0.0007463	2.0000000
7.0000000	755.9077148	374.6035461	171.8022461	38.6856380	-42.6857986	-10.2080998	0.9780695	0.1139964	0.1743125	-0.1095951	0.9933704	-0.0347022	-0.1771128	0.0148373	0.9840787	0.0000000	854.3139038	157.0000000	2.0000000	0.0008556	2.0000000
8.0000000	489.5205688	458.4748535	217.6586761	34.8837819	24.7094928	35.6323715	-0.2718204	-0.9615051	0.0402691	0.9507797	-0.2618490	0.1656894	-0.1487668	0.0833248	0.9853555	0.0000000	468.6415100	300.0000000	1.0000000	0.0114554	2.0000000
9.0000000	865.0471802	180.5454865	264.8483582	47.8745397	2.5012194	46.1881932	0.9946871	-0.0915065	-0.0471602	0.0985470	0.9788655	0.1791952	0.0297660	-0.1828907	0.9826826	0.0000000	497.3080750	23.0000000	2.0000000	0.0009729	2.0000000
10.0000000	693.8350220	412.3828125	193.7365875	16.1833362	25.3982242	0.5147343	0.7134619	0.6212701	0.3240302	-0.7000794	0.6126710	0.3667739	0.0293417	-0.4885260	0.8720558	0.0000000	60.5418510	300.0000000	1.0000000	0.0013063	2.0000000
11.0000000	667.6213989	239.3034821	298.4803467	5.6532919	18.1125478	-20.1915737	0.7246117	-0.1026190	0.6814742	-0.0258713	0.9841039	0.1756991	-0.6886715	-0.1449442	0.7104384	0.0000000	354.0804138	300.0000000	1.0000000	0.0051673	2.0000000
12.0000000	940.9105835	372.6557922	348.4042358	42.1884593	21.7444911	-25.8628707	0.9993002	-0.0340494	0.0154834	0.0265485	0.9372486	0.3476495	-0.0263490	-0.3469952	0.9374967	0.0000000	53.8039055	10.0000000	2.0000000	0.0009781	2.0000000
13.0000000	905.6329346	111.9586182	390.3772278	16.1491429	15.7726959	4.9994089	0.9819477	-0.1603208	-0.1003788	0.1891477	0.8360399	0.5150345	0.0013499	-0.5247234	0.8512717	0.0000000	166.4010010	71.0000000	2.0000000	0.0009960	2.0000000
14.0000000	605.2125854	257.7326050	342.2891235	48.1621589	16.7129466	25.4593534	0.9998435	-0.0130871	-0.0119041	0.0164467	0.9355190	0.3528932	0.0065181	-0.3530338	0.9355879	0.0000000	65.7592163	35.0000000	2.0000000	0.0009596	2.0000000
15.0000000	539.4323120	194.3526917	328.2654724	8.8844033	-23.9032096	-11.2343634	0.9139125	0.3360432	-0.2276817	-0.2487031	0.9068720	0.3401911	0.3207971	-0.2542797	0.9123766	0.0000000	197.5288849	94.0000000	2.0000000	0.0009968	2.0000000
